gene	go_name	score_top	score_bot	score_gap	score_ratio	dtu_top	frac_brain_top	brain_tpm_top	dtu_concordant	top_iso	bot_iso
IFT122	Oxidative stress resp	0.3235	0.0004	0.3232	904.85	0.0089	0.0182	0.052	False	ENST00000693233	ENST00000691964
ADAP2	MT cytoskeleton org	0.3204	0.0005	0.3199	641.55	0.0122	0.9573	7.965	False	ENST00000330889	ENST00000580525
KIAA0586	Neuron diff	0.3619	0.0025	0.3594	145.49	-0.0274	0.1512	0.241	False	ENST00000354386	ENST00000555833
ATP13A4	Neuron diff	0.6171	0.0788	0.5383	7.83	-0.2066	0.7381	10.037	False	ENST00000342695	ENST00000392443
KMT2C	MT cytoskeleton org	0.3204	0.0043	0.3161	74.98	0.0154	0.025	0.175	False	ENST00000681082	ENST00000684261
ANAPC11	Neuron diff	0.3122	0.0062	0.306	50.6	0.0255	0.0546	2.739	False	ENST00000572851	ENST00000392376
MAPT	Mitochondrion org	0.3962	0.0131	0.3831	30.24	-0.0517	0.0264	2.043	False	ENST00000680674	ENST00000334239
NINJ2	MT cytoskeleton org	0.5192	0.0205	0.4987	25.33	-0.1675	0.7113	13.931	False	ENST00000305108	ENST00000662884
CTNNB1	Neuron dev	0.3559	0.0239	0.332	14.87	-0.0009	0.0508	0.182	False	ENST00000645276	ENST00000645320
COL9A1	Ca2+ signaling	0.3867	0.0149	0.3718	26.03	-0.0407	0.1431	0.156	False	ENST00000683980	ENST00000683758
HDAC9	Neuron projection	0.3442	0.0098	0.3344	35.03	-0.0033	0.0	0.0	False	ENST00000401921	ENST00000417496
SLC46A1	MT cytoskeleton org	0.3397	0.0294	0.3103	11.56	0.0202	0.7855	2.526	False	ENST00000618626	ENST00000584995
ZNF726	Axon guidance	0.3846	0.0004	0.3842	952.25	-0.0537	0.0527	0.064	False	ENST00000594466	ENST00000531821
CSPP1	Neuron diff	0.3453	0.0014	0.3439	249.51	-0.0136	0.0	0.0	False	ENST00000678616	ENST00000676882
NTRK3	Neuron projection	0.3324	0.0012	0.3312	277.6	-0.0011	0.002	0.066	False	ENST00000695462	ENST00000558676
ANKRD24	Proteasome-UPS	0.3235	0.0122	0.3113	26.6	0.0186	0.9052	3.921	False	ENST00000597689	ENST00000262970
DMTN	Proteasome-UPS	0.3214	0.0065	0.3149	49.51	0.0148	0.0216	3.956	False	ENST00000443491	ENST00000523782
ZNF536	Neuron projection	0.5264	0.0125	0.5139	42.02	-0.1842	0.089	0.78	False	ENST00000706144	ENST00000706142
DLG1	Neuron projection	0.3346	0.0016	0.333	209.13	-0.0034	0.0	0.0	False	ENST00000671185	ENST00000666007
PPIG	Ca2+ homeostasis	0.3486	0.0185	0.3301	18.83	-0.0006	0.0085	0.217	False	ENST00000676508	ENST00000676756
SLC4A3	Synapse assembly	0.4418	0.0156	0.4262	28.33	-0.0967	0.7269	21.183	False	ENST00000317151	ENST00000358055
AP2M1	Mitochondrion org	0.3765	0.014	0.3624	26.86	-0.033	0.0	0.0	False	ENST00000455925	ENST00000448139
RHOT1	MT-based movement	0.3012	0.0003	0.3009	970.41	0.0283	0.9454	5.919	False	ENST00000354266	ENST00000581094
NOL4	MT cytoskeleton org	0.4014	0.0807	0.3206	4.97	0.0085	0.0235	0.267	False	ENST00000538587	ENST00000589544
RUFY1	MT cytoskeleton org	0.4311	0.0014	0.4296	302.34	-0.1006	0.5454	4.021	False	ENST00000393438	ENST00000319449
MRPS12	Mitochondrion org	0.3211	0.0052	0.3159	61.89	0.013	0.0711	0.661	False	ENST00000407800	ENST00000308018
MXI1	Neuron diff	0.4917	0.09	0.4017	5.47	-0.0729	0.031	1.043	False	ENST00000650843	ENST00000651495
SYBU	Neuron projection	0.3257	0.0017	0.324	189.67	0.0044	0.0663	3.475	False	ENST00000529690	ENST00000533895
SCG5	TOR signaling	0.506	0.0109	0.4951	46.46	-0.1667	0.3862	104.848	False	ENST00000300175	ENST00000494364
SDHB	Synaptic transmission	0.3395	0.0007	0.3389	519.16	-0.0105	0.0033	0.252	False	ENST00000491274	ENST00000375499
PLD3	TOR signaling	0.344	0.0138	0.3302	24.9	-0.0018	0.0671	0.1	False	ENST00000700628	ENST00000700623
TEX264	Neuron projection	0.3415	0.021	0.3204	16.25	0.0078	0.8062	1.042	False	ENST00000614067	ENST00000415259
HLA-A	MT cytoskeleton org	0.3222	0.0043	0.3179	75.4	0.0099	0.0153	0.155	False	ENST00000638375	ENST00000396634
ALDH8A1	Neuron diff	0.3821	0.0479	0.3342	7.97	-0.0067	0.5796	0.476	False	ENST00000265605	ENST00000367845
UTY	MT-based movement	0.3049	0.0003	0.3046	982.28	0.0229	0.054	0.115	False	ENST00000362096	ENST00000612274
ZNF133	Ca2+ signaling	0.3384	0.0004	0.338	843.23	-0.0112	0.0455	0.157	False	ENST00000698704	ENST00000425686
CANX	Synapse assembly	0.3265	0.0022	0.3243	146.68	0.0025	0.003	0.251	False	ENST00000679642	ENST00000680406
CTNNB1	Neuron diff	0.3351	0.0077	0.3274	43.72	-0.0009	0.0508	0.182	False	ENST00000645276	ENST00000645320
CEP250	MT-based movement	0.3195	0.0003	0.3192	1029.23	0.007	0.1479	0.292	False	ENST00000706829	ENST00000706828
CCNC	Mitochondrion org	0.6932	0.0893	0.6039	7.76	-0.278	0.0	0.0	False	ENST00000369220	ENST00000482541
MX1	Neuron projection	0.3551	0.017	0.3381	20.87	-0.0128	0.0	0.0	False	ENST00000681896	ENST00000424365
VRK1	Neuron projection	0.3393	0.0084	0.3308	40.17	-0.0057	0.0	0.0	False	ENST00000680509	ENST00000681419
GABRA1	Proteasome-UPS	0.3407	0.019	0.3217	17.9	0.0032	0.0032	0.269	False	ENST00000638112	ENST00000023897
SMPD4	Neuron dev	0.5823	0.0233	0.559	25.01	-0.2345	0.3058	2.738	False	ENST00000680298	ENST00000351288
BCL11A	MT cytoskeleton org	0.3137	0.0093	0.3044	33.65	0.0199	0.0582	0.63	False	ENST00000335712	ENST00000642180
ANKRD24	Neuron projection	0.3926	0.0497	0.3429	7.9	-0.0186	0.0948	0.41	False	ENST00000262970	ENST00000597689
DLG2	Neuron projection	0.3372	0.0041	0.3332	83.22	-0.0091	0.0017	0.078	False	ENST00000404783	ENST00000426717
EIF5A	Neuron diff	0.4066	0.072	0.3346	5.65	-0.0108	0.0286	2.743	False	ENST00000419711	ENST00000416016
CRELD1	Neuron projection	0.5214	0.007	0.5143	74.17	-0.1905	0.0	0.0	False	ENST00000682642	ENST00000682783
ZNF558	Neuron projection	0.5202	0.1535	0.3667	3.39	-0.043	0.8376	7.288	False	ENST00000301475	ENST00000601372
CAMTA1	Ca2+ homeostasis	0.337	0.0204	0.3166	16.54	0.007	0.007	0.35	False	ENST00000700420	ENST00000700445
MRPL51	MT cytoskeleton org	0.3163	0.0043	0.312	74.02	0.0115	0.0603	5.06	False	ENST00000543164	ENST00000229238
LSR	Ca2+ homeostasis	0.5529	0.1302	0.4227	4.25	-0.0993	0.4025	2.813	False	ENST00000354900	ENST00000605618
PML	Ca2+ homeostasis	0.3408	0.0115	0.3293	29.69	-0.006	0.0704	0.17	False	ENST00000563500	ENST00000395135
PAX6	Neuron dev	0.3341	0.0086	0.3255	38.86	-0.0023	0.0	0.0	False	ENST00000643871	ENST00000639916
PNMA5	Proteasome-UPS	0.324	0.021	0.303	15.45	0.0201	0.0276	0.209	False	ENST00000535214	ENST00000439251
DHDDS	Ca2+ signaling	0.4612	0.0192	0.4419	24.0	-0.1189	0.1668	0.806	False	ENST00000374185	ENST00000360009
SACS	TOR signaling	0.3404	0.0179	0.3225	18.99	0.0	0.0	0.0	False	ENST00000682547	ENST00000683367
FKBP1B	Ca2+ homeostasis	0.3707	0.0376	0.3332	9.87	-0.0109	0.6691	15.297	False	ENST00000380986	ENST00000380991
NRXN1	Oxidative stress resp	0.316	0.0057	0.3103	55.42	0.0119	0.052	6.362	False	ENST00000412315	ENST00000675235
TAF6	Autophagy	0.3249	0.0027	0.3222	120.69	0.0	0.0	0.0	False	ENST00000693225	ENST00000687447
SYBU	Proteasome-UPS	0.323	0.0167	0.3063	19.3	0.0154	0.0387	2.028	False	ENST00000440310	ENST00000533171
SLC44A5	Inflammatory response	0.5342	0.0369	0.4973	14.48	-0.1758	0.5323	2.879	False	ENST00000370859	ENST00000370855
COL9A1	Inflammatory response	0.3943	0.0323	0.3621	12.22	-0.0407	0.1431	0.156	False	ENST00000683980	ENST00000320755
NF1	Ca2+ homeostasis	0.3373	0.0113	0.326	29.96	-0.0047	0.2965	2.694	False	ENST00000684826	ENST00000487476
NBEA	Modulation of syn.trans	0.3214	0.0003	0.3211	1020.73	0.0001	0.0037	0.054	False	ENST00000685686	ENST00000629018
KIDINS220	Neuron dev	0.3593	0.0257	0.3336	13.98	-0.0127	0.0051	0.248	False	ENST00000459813	ENST00000691030
KALRN	Axon guidance	0.3442	0.0009	0.3433	388.06	-0.0224	0.0	0.0	False	ENST00000360013	ENST00000684276
COX7C	TOR signaling	0.3902	0.0672	0.323	5.8	-0.0021	0.9949	376.228	False	ENST00000247655	ENST00000509578
TMPRSS5	Synapse assembly	0.4903	0.0062	0.4841	78.82	-0.1634	0.0	0.0	False	ENST00000540540	ENST00000538955
GABRA2	Neuron dev	0.6643	0.0135	0.6508	49.13	-0.3304	0.0	0.002	False	ENST00000540012	ENST00000381620
PEAK1	MT cytoskeleton org	0.3372	0.0043	0.3329	78.91	-0.0125	0.1072	0.242	False	ENST00000564328	ENST00000558305
MYH9	Neuron dev	0.5531	0.0135	0.5396	40.91	-0.2194	0.0204	0.27	False	ENST00000691296	ENST00000685801
RGS4	Neuron diff	0.3769	0.064	0.3129	5.89	0.007	0.0335	6.537	False	ENST00000421743	ENST00000367909
PHRF1	MT-based movement	0.438	0.0	0.438	10564.47	-0.1181	0.2304	0.48	False	ENST00000264555	ENST00000533464
TCF4	Neuron diff	0.3208	0.0008	0.32	416.57	-0.0001	0.0001	0.001	False	ENST00000616053	ENST00000564228
SLIRP	Oxidative stress resp	0.6547	0.0038	0.6509	172.14	-0.3315	0.4964	2.318	False	ENST00000238688	ENST00000556831
ANK3	Ca2+ homeostasis	0.5173	0.0126	0.5047	41.2	-0.1854	0.3331	13.09	False	ENST00000373820	ENST00000467420
WFS1	Proteasome-UPS	0.3057	0.0026	0.3031	117.91	0.0159	0.1535	1.74	False	ENST00000503569	ENST00000682275
SLC24A4	Neuron diff	0.4038	0.0594	0.3444	6.8	-0.0254	0.0	0.0	False	ENST00000676001	ENST00000525557
SMPD4	Neurotrans. transport	0.322	0.0035	0.3185	91.77	0.0004	0.0095	0.085	False	ENST00000431183	ENST00000351288
FADS1	Synapse assembly	0.345	0.0117	0.3333	29.44	-0.0146	0.3656	0.357	False	ENST00000433932	ENST00000536991
NOL8	Oxidative stress resp	0.3234	0.0033	0.3201	99.21	-0.0017	0.0	0.0	False	ENST00000358855	ENST00000535387
PLEKHA5	Proteasome-UPS	0.3073	0.0019	0.3054	162.73	0.0128	0.0531	0.492	False	ENST00000536974	ENST00000538714
TRIM26	Neuron projection	0.4939	0.0694	0.4245	7.12	-0.1064	0.3241	1.521	False	ENST00000453195	ENST00000454678
CRELD1	Modulation of syn.trans	0.5084	0.0002	0.5083	3149.01	-0.1905	0.0	0.0	False	ENST00000682642	ENST00000491527
PRKAG2	Synaptic transmission	0.3327	0.0034	0.3293	98.94	-0.0122	0.0244	0.176	False	ENST00000651764	ENST00000476632
ZNF254	Modulation of syn.trans	0.327	0.0079	0.3191	41.38	-0.0021	0.0604	0.349	False	ENST00000616028	ENST00000613065
SPOCK3	MT cytoskeleton org	0.3811	0.0043	0.3769	89.2	-0.06	0.0402	1.017	False	ENST00000510741	ENST00000512648
BRME1	Neuron diff	0.4434	0.1291	0.3143	3.43	0.0026	0.1724	0.316	False	ENST00000346736	ENST00000586783
TMUB2	Neuron dev	0.3523	0.0132	0.3391	26.72	-0.0224	0.1643	1.515	False	ENST00000587630	ENST00000590235
ZNF418	Neuron diff	0.3969	0.0	0.3969	31126.08	-0.0802	0.1558	0.721	False	ENST00000425570	ENST00000396147
NCOR1	Synapse assembly	0.3897	0.0126	0.3771	30.95	-0.0606	0.0317	0.419	False	ENST00000411510	ENST00000395848
RPL38	MT-based movement	0.3307	0.0022	0.3285	149.05	-0.012	0.0893	31.769	False	ENST00000311111	ENST00000439590
BIN1	Inflammatory response	0.437	0.0993	0.3378	4.4	-0.0215	0.014	0.874	False	ENST00000357970	ENST00000316724
PMS2	Neuron diff	0.3304	0.0021	0.3283	156.78	-0.0124	0.0002	0.002	False	ENST00000699761	ENST00000265849
DMTF1	Synapse assembly	0.3495	0.0043	0.3452	81.84	-0.0294	0.0	0.0	False	ENST00000413276	ENST00000425705
CRELD1	Axon guidance	0.5145	0.0085	0.506	60.61	-0.1905	0.0	0.0	False	ENST00000682642	ENST00000491527
SACM1L	Neuron projection	0.3203	0.0013	0.319	239.79	-0.0035	0.083	0.338	False	ENST00000478586	ENST00000418611
PRKAG2	Autophagy	0.351	0.0027	0.3483	130.4	-0.0328	0.1638	1.181	False	ENST00000476632	ENST00000652321
CUL1	Neuron diff	0.3237	0.0193	0.3044	16.78	0.011	0.1227	0.949	False	ENST00000663044	ENST00000663835
AAK1	Axon guidance	0.3185	0.0009	0.3176	371.12	-0.0023	0.0181	0.361	False	ENST00000406297	ENST00000623317
SMARCA4	Synapse assembly	0.3281	0.0007	0.3273	447.4	-0.012	0.0	0.0	False	ENST00000643296	ENST00000644963
KCNMA1	Neuron dev	0.4513	0.0038	0.4475	118.24	-0.1325	0.0036	0.015	False	ENST00000638514	ENST00000372403
CTNNB1	Synaptic transmission	0.3692	0.0034	0.3659	109.13	-0.051	0.1946	0.698	False	ENST00000645320	ENST00000645982
TCF7L2	Proteasome-UPS	0.3443	0.0297	0.3146	11.6	0.0	0.0	0.0	False	ENST00000352065	ENST00000369389
LHFPL3	Mitochondrion org	0.4938	0.0013	0.4926	390.3	-0.1781	0.1565	3.893	False	ENST00000401970	ENST00000424859
KDM1A	Inflammatory response	0.3374	0.0231	0.3144	14.63	0.0	0.0	0.0	False	ENST00000692056	ENST00000691404
NFKBIA	Ca2+ homeostasis	0.5778	0.0922	0.4856	6.27	-0.1712	0.2347	1.142	False	ENST00000553342	ENST00000557389
TBC1D3L	Neuron diff	0.3688	0.0223	0.3465	16.56	-0.0321	0.2619	3.015	False	ENST00000612727	ENST00000617678
NTRK2	Neuron diff	0.311	0.0017	0.3093	183.61	0.0049	0.0061	1.717	False	ENST00000692506	ENST00000691415
PTPRT	Neuron dev	0.3043	0.0006	0.3037	531.6	0.0105	0.0105	0.124	False	ENST00000373198	ENST00000356100
PPFIBP2	Proteasome-UPS	0.5433	0.0098	0.5335	55.58	-0.2193	0.1811	0.449	False	ENST00000684123	ENST00000533792
CEP120	Neuron dev	0.3225	0.0135	0.309	23.85	0.0048	0.8435	1.992	False	ENST00000328236	ENST00000675330
C19orf25	MT-based movement	0.3318	0.0024	0.3295	141.18	-0.0159	0.0349	0.518	False	ENST00000651077	ENST00000586564
DICER1	MT cytoskeleton org	0.3197	0.0101	0.3096	31.79	0.0035	0.0147	0.166	False	ENST00000696740	ENST00000393063
LINGO2	MT cytoskeleton org	0.495	0.0043	0.4908	115.85	-0.1779	0.1117	0.428	False	ENST00000698404	ENST00000379992
ZNF559	Neuron dev	0.3141	0.0064	0.3077	48.9	0.0052	0.1676	0.9	False	ENST00000587557	ENST00000603380
ZBTB11	MT-based movement	0.3407	0.0003	0.3404	1097.55	-0.0282	0.4736	2.058	False	ENST00000690651	ENST00000461821
HNRNPH1	Mitochondrion org	0.36	0.001	0.359	353.4	-0.0472	0.0382	2.926	False	ENST00000329433	ENST00000515714
GOSR2	MT cytoskeleton org	0.3423	0.0261	0.3162	13.13	-0.0044	0.0139	0.208	False	ENST00000638634	ENST00000638892
CPNE1	Ca2+ signaling	0.3297	0.0198	0.3099	16.63	0.0017	0.3531	4.385	False	ENST00000317677	ENST00000412056
RPS6KA3	Inflammatory response	0.5616	0.0075	0.5541	74.7	-0.2427	0.542	3.79	False	ENST00000644893	ENST00000643085
MIER1	Neuron dev	0.3252	0.0192	0.3059	16.9	0.0054	0.065	0.132	False	ENST00000355977	ENST00000371014
SERPINA3	MT cytoskeleton org	0.3475	0.0191	0.3284	18.2	-0.0171	0.8934	44.118	False	ENST00000393080	ENST00000482740
SEC14L1	Inflammatory response	0.5968	0.0422	0.5546	14.14	-0.2433	0.2846	0.218	False	ENST00000585618	ENST00000591437
ABLIM2	Axon guidance	0.4495	0.003	0.4466	151.23	-0.1354	0.1685	0.986	False	ENST00000407564	ENST00000361581
ITGB1	Modulation of syn.trans	0.3338	0.0	0.3338	11151.98	-0.0227	0.0	0.0	False	ENST00000488427	ENST00000676964
SERAC1	Synapse assembly	0.3559	0.0037	0.3522	94.96	-0.0413	0.1982	0.385	False	ENST00000642903	ENST00000642244
MAST3	Proteasome-UPS	0.38	0.0474	0.3327	8.02	-0.0219	0.0374	1.245	False	ENST00000697702	ENST00000697700
MTMR2	Proteasome-UPS	0.3928	0.013	0.3798	30.28	-0.0691	0.0199	0.102	False	ENST00000675454	ENST00000676272
TTC26	Synapse assembly	0.4737	0.0156	0.4581	30.38	-0.1475	0.41	0.212	False	ENST00000430935	ENST00000474035
SEC14L1	Neuron diff	0.5839	0.0303	0.5537	19.29	-0.2433	0.2846	0.218	False	ENST00000585618	ENST00000591437
CSRNP3	Ca2+ signaling	0.4029	0.0031	0.3998	127.92	-0.0895	0.1479	0.794	False	ENST00000314499	ENST00000342316
KIF21B	Synapse assembly	0.5321	0.0037	0.5285	145.06	-0.2182	0.6635	17.346	False	ENST00000461742	ENST00000422435
SACM1L	Synapse assembly	0.4153	0.0038	0.4115	109.12	-0.1024	0.1415	0.577	False	ENST00000706807	ENST00000418611
MRPS27	Synapse assembly	0.3191	0.0012	0.3179	264.46	-0.009	0.0	0.0	False	ENST00000695403	ENST00000513900
PRDM2	Synapse assembly	0.4587	0.0156	0.4431	29.42	-0.1347	0.5867	4.644	False	ENST00000376048	ENST00000407521
GABRA2	Neuron diff	0.6609	0.0223	0.6387	29.66	-0.3304	0.0	0.002	False	ENST00000540012	ENST00000514090
EIF5A	Neuron dev	0.3326	0.0135	0.3191	24.6	-0.0108	0.0286	2.743	False	ENST00000419711	ENST00000336452
KCNA2	Autophagy	0.3211	0.0119	0.3092	26.9	-0.0009	0.0071	0.128	False	ENST00000485317	ENST00000639233
HDAC9	Neuron dev	0.3409	0.0126	0.3283	27.0	-0.0201	0.0438	0.085	False	ENST00000707081	ENST00000681273
RASSF5	Neuron projection	0.5086	0.1671	0.3415	3.04	-0.0334	0.291	0.182	False	ENST00000581503	ENST00000581888
TMPRSS5	MT cytoskeleton org	0.4758	0.0043	0.4715	111.35	-0.1634	0.0	0.0	False	ENST00000540540	ENST00000536856
GRIPAP1	MT cytoskeleton org	0.3265	0.001	0.3255	326.45	-0.0175	0.039	1.327	False	ENST00000703988	ENST00000703882
MRPL4	Synaptic transmission	0.383	0.0057	0.3774	67.54	-0.0697	0.2884	2.462	False	ENST00000590669	ENST00000590702
EPB41L2	Proteasome-UPS	0.3069	0.0059	0.3009	51.63	0.0068	0.1513	8.693	False	ENST00000639623	ENST00000529208
ELAVL2	Synapse assembly	0.4245	0.0055	0.419	77.24	-0.1114	0.0833	2.91	False	ENST00000223951	ENST00000380110
PQBP1	Proteasome-UPS	0.3556	0.052	0.3036	6.84	0.0039	0.0087	0.498	False	ENST00000651767	ENST00000218224
TAF6	Neuron projection	0.3116	0.0001	0.3115	2160.56	-0.0044	0.0	0.0	False	ENST00000688086	ENST00000693225
NCOA1	Neuron projection	0.3538	0.0397	0.3141	8.91	-0.0072	0.6049	3.874	False	ENST00000407230	ENST00000395856
MARCHF10	Neuron dev	0.407	0.0352	0.3718	11.57	-0.0651	0.0001	0.0	False	ENST00000311269	ENST00000544856
ALDH8A1	Neuron dev	0.349	0.0359	0.3131	9.73	-0.0067	0.5796	0.476	False	ENST00000265605	ENST00000367845
ELAPOR2	Modulation of syn.trans	0.3481	0.0039	0.3442	89.12	-0.0381	0.6126	6.856	False	ENST00000416314	ENST00000423294
TENM2	Mitochondrion org	0.3228	0.0013	0.3215	255.11	-0.0155	0.0	0.0	False	ENST00000695961	ENST00000518659
CSNK2A1	MT-based movement	0.3084	0.0031	0.3053	99.51	0.0002	0.0343	0.698	False	ENST00000642160	ENST00000645234
SLC1A2	Oxidative stress resp	0.3074	0.0027	0.3047	114.1	0.0005	0.0005	0.232	False	ENST00000395753	ENST00000646099
SLC6A1	Neurotrans. transport	0.3082	0.0012	0.307	251.5	-0.0019	0.0	0.0	False	ENST00000645592	ENST00000646924
DLG1	Ca2+ signaling	0.3506	0.0007	0.3499	467.87	-0.0448	0.0738	1.858	False	ENST00000657381	ENST00000357674
FIGNL1	MT cytoskeleton org	0.4297	0.0043	0.4255	100.57	-0.1205	0.1474	0.317	False	ENST00000356889	ENST00000617389
FOS	Neuron projection	0.3395	0.0062	0.3332	54.32	-0.0282	0.2964	13.837	False	ENST00000554617	ENST00000555347
FRYL	Oxidative stress resp	0.3165	0.0005	0.316	594.7	-0.0112	0.0119	0.055	False	ENST00000673760	ENST00000507711
KDM1A	Synaptic transmission	0.3057	0.001	0.3046	298.18	0.0	0.0	0.0	False	ENST00000692056	ENST00000692975
MACF1	Proteasome-UPS	0.3134	0.0085	0.305	37.06	-0.0004	0.0	0.0	False	ENST00000530262	ENST00000602528
ANK3	Inflammatory response	0.4927	0.0029	0.4899	171.69	-0.1854	0.3331	13.09	False	ENST00000373820	ENST00000467420
AKAP7	Neuron projection	0.4155	0.0694	0.3461	5.99	-0.0417	0.0551	0.593	False	ENST00000706999	ENST00000342266
TNFRSF25	Synaptic transmission	0.7011	0.0133	0.6877	52.57	-0.3835	0.0	0.0	False	ENST00000356876	ENST00000647810
CEP97	Modulation of syn.trans	0.496	0.0244	0.4716	20.36	-0.1675	0.2658	0.342	False	ENST00000704370	ENST00000704445
METTL21A	MT cytoskeleton org	0.3344	0.0043	0.3301	78.26	-0.026	0.7913	5.954	False	ENST00000458426	ENST00000448007
FAN1	Neuron diff	0.331	0.008	0.3231	41.44	-0.0191	0.0	0.0	False	ENST00000657391	ENST00000561607
MX1	MT cytoskeleton org	0.3282	0.0043	0.324	76.82	-0.0201	0.0	0.0	False	ENST00000681415	ENST00000679464
SACM1L	MT cytoskeleton org	0.3207	0.0136	0.3071	23.6	-0.0035	0.083	0.338	False	ENST00000478586	ENST00000418611
DLG2	Proteasome-UPS	0.3176	0.0001	0.3175	2497.65	-0.014	0.0037	0.166	False	ENST00000648622	ENST00000280241
SRI	MT cytoskeleton org	0.4172	0.0244	0.3928	17.08	-0.0896	0.066	0.308	False	ENST00000419179	ENST00000431660
CLXN	Proteasome-UPS	0.3472	0.0124	0.3348	28.03	-0.0316	0.3898	0.862	False	ENST00000433756	ENST00000262103
NTRK2	TOR signaling	0.3107	0.0019	0.3088	167.22	-0.0058	0.0013	0.354	False	ENST00000689685	ENST00000686496
WBP2	Neuron diff	0.3305	0.0057	0.3249	58.45	-0.0223	0.4784	0.906	False	ENST00000591399	ENST00000585462
DDX3X	Neuron dev	0.358	0.0286	0.3294	12.53	-0.0268	0.0216	1.245	False	ENST00000646122	ENST00000629496
DENND2A	Neuron projection	0.3944	0.0026	0.3918	152.21	-0.0894	0.4831	0.965	False	ENST00000496613	ENST00000492720
LRRC37A3	MT-based movement	0.3307	0.0054	0.3253	60.69	-0.0231	0.0125	0.074	False	ENST00000400877	ENST00000584306
BBS9	Mitochondrion org	0.5636	0.0013	0.5623	445.42	-0.2603	0.0514	0.199	False	ENST00000434373	ENST00000671890
AP2B1	MT cytoskeleton org	0.3172	0.0054	0.3118	58.93	-0.0101	0.0	0.0	False	ENST00000612035	ENST00000616784
CCDC32	Synapse assembly	0.3488	0.0205	0.3283	17.01	-0.0268	0.8977	0.57	False	ENST00000558871	ENST00000698443
NKRF	Neuron dev	0.3688	0.0664	0.3024	5.55	-0.0009	0.2697	5.296	False	ENST00000304449	ENST00000688521
HDAC9	Axon guidance	0.3222	0.0007	0.3215	444.58	-0.0201	0.0438	0.085	False	ENST00000707081	ENST00000401921
GTF2H1	Neuron projection	0.3091	0.0005	0.3085	567.96	-0.0073	0.0262	0.304	False	ENST00000530496	ENST00000534641
ADCY5	Modulation of syn.trans	0.6898	0.0098	0.68	70.39	-0.3789	0.1888	0.089	False	ENST00000491190	ENST00000470367
PMS2	Neuron dev	0.3435	0.007	0.3365	49.34	-0.0354	0.0941	1.165	False	ENST00000642456	ENST00000265849
AGBL4	Neuron diff	0.424	0.0423	0.3816	10.01	-0.0812	0.1451	1.074	False	ENST00000371838	ENST00000371836
CYBC1	Neuron projection	0.3245	0.0059	0.3186	54.94	-0.0183	0.0	0.0	False	ENST00000342572	ENST00000578919
AATF	Neuron diff	0.3054	0.0045	0.3009	68.17	-0.0009	0.0	0.0	False	ENST00000679997	ENST00000680340
CCDC30	Mitochondrion org	0.3189	0.0013	0.3176	252.05	-0.0178	0.0	0.0	False	ENST00000654683	ENST00000654604
SACM1L	MT-based movement	0.3029	0.0	0.3029	16750.17	-0.0035	0.083	0.338	False	ENST00000478586	ENST00000418611
ANKRD11	MT cytoskeleton org	0.4769	0.0043	0.4726	111.6	-0.1733	0.1131	1.154	False	ENST00000644045	ENST00000644285
STRADA	Synapse assembly	0.3088	0.0068	0.302	45.32	-0.0027	0.0	0.0	False	ENST00000447001	ENST00000392950
PRIM2	MT cytoskeleton org	0.3267	0.0027	0.324	122.35	-0.0248	0.0957	0.056	False	ENST00000274891	ENST00000672107
GDAP1	Mitochondrion org	0.336	0.0013	0.3348	265.57	-0.036	0.0	0.0	False	ENST00000676377	ENST00000675944
KAT6B	Oxidative stress resp	0.3067	0.0039	0.3028	78.84	-0.004	0.0	0.0	False	ENST00000648370	ENST00000649463
TSEN34	Neuron projection	0.3373	0.0144	0.3229	23.5	-0.025	0.0599	0.08	False	ENST00000455798	ENST00000429671
NTAN1	MT cytoskeleton org	0.5305	0.0043	0.5262	124.15	-0.2285	0.0	0.0	False	ENST00000624579	ENST00000622833
RIMBP2	Ca2+ signaling	0.4599	0.0005	0.4594	853.6	-0.1618	0.0046	0.118	False	ENST00000707118	ENST00000690669
DNAJC7	Neuron diff	0.3594	0.0328	0.3266	10.96	-0.029	0.179	2.668	False	ENST00000674306	ENST00000426588
GRIPAP1	Synapse assembly	0.3153	0.0054	0.3099	58.31	-0.0125	0.0001	0.003	False	ENST00000619107	ENST00000703884
SMIM5	Axon guidance	0.4202	0.0188	0.4014	22.4	-0.1041	0.2468	0.652	False	ENST00000537494	ENST00000375215
CNKSR2	Neuron diff	0.3907	0.0109	0.3798	35.92	-0.0826	0.0451	0.728	False	ENST00000642359	ENST00000279451
BCL11B	Axon guidance	0.4515	0.1173	0.3341	3.85	-0.0371	0.476	1.302	False	ENST00000345514	ENST00000357195
UROS	Neuron diff	0.3355	0.0123	0.3232	27.27	-0.0266	0.039	0.703	False	ENST00000368778	ENST00000368786
ECE1	Neuron diff	0.3688	0.0378	0.331	9.76	-0.0345	0.8825	3.519	False	ENST00000357071	ENST00000649812
LRBA	Neuron dev	0.3166	0.0135	0.3031	23.42	-0.0066	0.016	0.037	False	ENST00000507224	ENST00000648878
MYH11	Mitochondrion org	0.384	0.0013	0.3827	303.46	-0.0862	0.0053	0.026	False	ENST00000452625	ENST00000300036
SYT16	Neuron diff	0.5911	0.0781	0.5131	7.57	-0.2168	0.5067	7.949	False	ENST00000568344	ENST00000636133
MBD1	TOR signaling	0.3729	0.0155	0.3573	24.03	-0.061	0.0478	0.497	False	ENST00000339998	ENST00000398495
