isoform_id	gene	type	primary_module	module_score	max_score
SAFB2-207	SAFB2	known	8	0.3010129034519195	0.40797526
NEPRO-217	NEPRO	known	3	0.2315594106912613	0.34210128
CCT6B-201	CCT6B	known	27	0.2559548616409302	0.34921452
TNPO3-201	TNPO3	known	7	0.5766848921775818	0.742869
ASDURF-204	ASDURF	known	44	0.2358933836221695	0.36025423
PAFAH1B1-201	PAFAH1B1	known	3	0.2887628972530365	0.34762833
USP32-214	USP32	known	29	0.3664409518241882	0.67442214
XAB2-202	XAB2	known	8	0.5040976405143738	0.5902486
TMEM234-211	TMEM234	known	23	0.2847128212451935	0.44209552
SSRP1-201	SSRP1	known	2	0.2560616433620453	0.370054
NUP98-215	NUP98	known	7	0.7986559271812439	0.9034197
ZNF148-207	ZNF148	known	2	0.2863927781581878	0.5374877
IFT80-225	IFT80	known	44	0.4516094028949737	0.65035063
AFDN-203	AFDN	known	35	0.4079741239547729	0.5106152
CEP290-219	CEP290	known	44	0.2809284925460815	0.3940537
TRAM2-201	TRAM2	known	5	0.2401520758867263	0.32335454
CPSF3-201	CPSF3	known	7	0.5397712588310242	0.675727
ENST00000683534	ENSG00000291096	known	20	0.1941838711500167	0.31420547
ZNF860-201	ZNF860	known	2	0.1383116394281387	0.5102472
KCNJ2-202	KCNJ2	known	11	0.3756279051303863	0.7303737
HDAC9-201	HDAC9	known	2	0.3665962815284729	0.64878666
CACNB4-225	CACNB4	known	12	0.4366820752620697	0.7288985
CACNB4-248	CACNB4	known	12	0.3731520175933838	0.6536529
NPM1-230	NPM1	known	7	0.3689164519309997	0.43423495
RPL10-202	RPL10	known	5	0.7157844305038452	0.8103261
PPP2R2A-224	PPP2R2A	known	32	0.3154385089874267	0.6754095
CCZ1B-206	CCZ1B	known	9	0.2599661350250244	0.3090537
DHRS7-201	DHRS7	known	16	0.2851787209510803	0.3647232
transcript159749.chr1.nic	SLC44A3	nic	11	0.2214593887329101	0.33372763
transcript44818.chr5.nic	CCL28	nic	38	0.4329528212547302	0.5509672
SCN3A-209	SCN3A	known	11	0.4367778599262237	0.8430069
KDM2B-203	KDM2B	known	9	0.3227471113204956	0.4954793
FSTL1-203	FSTL1	known	40	0.226744145154953	0.35959357
ALOX5-207	ALOX5	known	17	0.3102162182331085	0.3438571
ZNF248-208	ZNF248	known	9	0.1930744647979736	0.33611947
GOT2-201	GOT2	known	16	0.4198208749294281	0.6399527
transcript210321.chr10.nnic	CHST15	nnic	20	0.2727434933185577	0.3818833
NAGK-204	NAGK	known	16	0.3128675818443298	0.50362265
SORBS2-269	SORBS2	known	31	0.3280291855335235	0.46834007
EPG5-203	EPG5	known	9	0.2488385885953903	0.33738428
SH3KBP1-202	SH3KBP1	known	41	0.2593634128570556	0.33906358
PGAM2-201	PGAM2	known	15	0.6931536793708801	0.87294656
DCAF13-202	DCAF13	known	8	0.352061003446579	0.45386726
transcript33901.chr20.nnic	ENSG00000291100	nnic	35	0.2496746331453323	0.32972938
HSD17B10-201	HSD17B10	known	16	0.2911312282085418	0.56698847
GOLGA3-202	GOLGA3	known	44	0.2350475490093231	0.35093397
NEK1-226	NEK1	known	31	0.2360278666019439	0.39089766
KIF2A-213	KIF2A	known	44	0.3106091618537903	0.42794317
DTX2-206	DTX2	known	29	0.2951156497001648	0.56604683
ZNF132-201	ZNF132	known	2	0.2092618644237518	0.5737399
EPB41-232	EPB41	known	42	0.2818015217781067	0.34588635
PAM-228	PAM	known	40	0.2363955974578857	0.33392426
ZNF451-201	ZNF451	known	2	0.2654513418674469	0.4205606
NR2F1-205	NR2F1	known	2	0.3475136160850525	0.6684683
DLG2-211	DLG2	known	15	0.2936341166496277	0.5012347
PPP2R3C-201	PPP2R3C	known	3	0.2541713714599609	0.37645635
KHDRBS2-202	KHDRBS2	known	8	0.5045268535614014	0.60736006
OSBPL6-204	OSBPL6	known	16	0.3239052891731262	0.55877453
LETM2-205	LETM2	known	15	0.2052882015705108	0.38113853
transcript48423.chr6.nnic	BRPF3	nnic	2	0.3706454932689667	0.6346103
RIMS2-204	RIMS2	known	13	0.4818674623966217	0.8767503
DGLUCY-204	DGLUCY	known	9	0.2699775397777557	0.3749668
RMND5B-209	RMND5B	known	29	0.4229622483253479	0.697854
WFS1-214	WFS1	known	18	0.3417428433895111	0.41710243
RASSF4-205	RASSF4	known	32	0.246254026889801	0.36077923
ZGRF1-203	ZGRF1	known	1	0.2508561909198761	0.3775648
USP17L27-201	USP17L27	known	19	0.3032212257385254	0.6262751
TNIP1-220	TNIP1	known	24	0.3508194386959076	0.48236364
SLC9A5-204	SLC9A5	known	11	0.5201222896575928	0.80624056
FBXL17-204	FBXL17	known	29	0.3496763408184051	0.51057005
TJP2-201	TJP2	known	35	0.2768104076385498	0.4282431
transcript128784.chr19.nic	TRPM4	nic	27	0.3000298738479614	0.37867492
TCP11L1-202	TCP11L1	known	43	0.2537598609924316	0.3237719
HNRNPA3-217	HNRNPA3	known	8	0.4304320812225342	0.5962429
DNAJB1-201	DNAJB1	known	25	0.2362775057554245	0.33623326
SETD5-233	SETD5	known	2	0.3368334174156189	0.5390919
FOXRED1-207	FOXRED1	known	16	0.2585020661354065	0.4250762
SGK1-201	SGK1	known	39	0.3462160527706146	0.59959114
PAK5-201	PAK5	known	31	0.4269592463970184	0.67172587
JRK-209	JRK	known	2	0.1466435939073562	0.31710035
LRP2-207	LRP2	known	40	0.2964304983615875	0.38999408
PRKAG2-215	PRKAG2	known	44	0.3484551608562469	0.46052933
MRPL22-202	MRPL22	known	6	0.7154408097267151	0.77914715
SNX14-250	SNX14	known	22	0.1883449107408523	0.40171427
ZFP91-201	ZFP91	known	2	0.2904604077339172	0.4258092
FLI1-206	FLI1	known	2	0.2903323769569397	0.6479625
SNRNP27-203	SNRNP27	known	8	0.4800429046154022	0.5758487
transcript378378.chr2.nic	SMARCAL1	nic	1	0.1916806548833847	0.31207448
TNKS-202	TNKS	known	4	0.3476272821426391	0.4907402
CLUL1-213	CLUL1	known	23	0.2027985900640487	0.31276885
KANK1-239	KANK1	known	41	0.4195907711982727	0.536391
GOLGA7-203	GOLGA7	known	25	0.388919323682785	0.40648255
NSG1-209	NSG1	known	43	0.2428352832794189	0.36470586
TUBG1-213	TUBG1	known	4	0.2072154134511947	0.44698867
SSBP2-201	SSBP2	known	2	0.1700780689716339	0.34160212
PRAG1-201	PRAG1	known	41	0.2579253017902374	0.3369103
HMGA1-201	HMGA1	known	1	0.4056692719459533	0.5944412
MOCS2-203	MOCS2	known	15	0.2625347971916199	0.45530447
transcript142801.chr1.nic	ADGRL2	nic	36	0.2779358327388763	0.4094836
ZNF580-202	ZNF580	known	2	0.1903693825006485	0.49179482
POLD2-265	POLD2	known	1	0.3431422412395477	0.57796764
JAK1-201	JAK1	known	23	0.3097517788410187	0.4620089
HMCES-204	HMCES	known	1	0.2825607359409332	0.48675576
MDGA1-204	MDGA1	known	35	0.2511065304279327	0.41574916
USO1-201	USO1	known	43	0.3660715818405151	0.45142967
PTCD3-201	PTCD3	known	6	0.2403857260942459	0.32840505
FDFT1-220	FDFT1	known	16	0.3530561625957489	0.5750255
ARL6-203	ARL6	known	43	0.3314657807350158	0.48804364
OSBPL6-206	OSBPL6	known	16	0.308433324098587	0.5191044
FAM161B-201	FAM161B	known	44	0.2519269287586212	0.39232954
transcript162833.chr6.nic	DSE	nic	20	0.5264896154403687	0.5733929
RBFOX1-236	RBFOX1	known	8	0.4648613631725311	0.5694555
NSMCE1-208	NSMCE1	known	1	0.3222270309925079	0.4627676
NDUFS3-213	NDUFS3	known	6	0.3999342024326324	0.44471455
TRPA1-201	TRPA1	known	12	0.3602214753627777	0.61527735
RNF6-204	RNF6	known	30	0.2338012903928756	0.3382984
PRDM16-DT-205	PRDM16-DT	known	29	0.1997320502996444	0.30350965
MRPL9-205	MRPL9	known	6	0.6111320853233337	0.676246
MPRIP-201	MPRIP	known	44	0.3577793836593628	0.4572416
ZNF606-201	ZNF606	known	2	0.1710652112960815	0.54091215
CTBS-201	CTBS	known	25	0.3092909157276153	0.34686565
RARS2-250	RARS2	known	6	0.534485399723053	0.6796964
TCF4-216	TCF4	known	2	0.3508610129356384	0.61132497
TEX2-208	TEX2	known	42	0.1665325462818145	0.3016838
PLEKHA2-209	PLEKHA2	known	17	0.3544908761978149	0.4032293
ENPP2-208	ENPP2	known	20	0.4289171993732452	0.45324102
ENST00000701255	ENSG00000289872	known	6	0.312261015176773	0.37399027
ENO1-201	ENO1	known	25	0.5749155879020691	0.65005624
CD247-202	CD247	known	24	0.4231681525707245	0.63230383
RNF146-212	RNF146	known	29	0.3707002997398376	0.6392918
ELAPOR1-203	ELAPOR1	known	22	0.3244971930980682	0.4300267
SRP68-201	SRP68	known	5	0.5152856111526489	0.6498645
CCDC177-201	CCDC177	known	44	0.2318453639745712	0.36145905
CLCN3-205	CLCN3	known	11	0.4811521470546722	0.755514
PIP5K1B-201	PIP5K1B	known	17	0.7483963966369629	0.81121504
TENT2-202	TENT2	known	9	0.2408849447965622	0.37437302
DNHD1-218	DNHD1	known	3	0.2815933227539062	0.31213933
RDH13-201	RDH13	known	16	0.3034469187259674	0.4508122
ZNF589-207	ZNF589	known	2	0.1840576082468032	0.5346838
transcript85284.chr15.nic	TPM1	nic	41	0.4968898892402649	0.71865475
RPS25-204	RPS25	known	10	0.3476102948188782	0.46173674
CHD8-219	CHD8	known	2	0.3421829342842102	0.5515176
CSDE1-208	CSDE1	known	10	0.4249767363071441	0.5869958
SERAC1-215	SERAC1	known	17	0.2834118008613586	0.39097992
FKBP15-203	FKBP15	known	28	0.214347243309021	0.30544993
SUCLA2-214	SUCLA2	known	15	0.4852290153503418	0.6811281
ADAMTS2-201	ADAMTS2	known	19	0.4073500633239746	0.5370225
FAAP24-202	FAAP24	known	1	0.2667914032936096	0.46086589
PIEZO2-218	PIEZO2	known	11	0.2718437612056732	0.4439167
RABEPK-202	RABEPK	known	29	0.2547778487205505	0.3446887
PFN1-203	PFN1	known	5	0.3407037556171417	0.42820707
CCDC66-213	CCDC66	known	44	0.3359648585319519	0.42175436
PIP5K1A-204	PIP5K1A	known	17	0.7466662526130676	0.7927287
FIG4-234	FIG4	known	17	0.4720251858234405	0.5385569
BBS5-202	BBS5	known	44	0.2382191866636276	0.39358652
SLC25A3-209	SLC25A3	known	11	0.3225911855697632	0.5163696
CAT-201	CAT	known	25	0.4103895127773285	0.42827773
DUSP7-202	DUSP7	known	32	0.5703985095024109	0.70362484
JAKMIP1-202	JAKMIP1	known	44	0.18472920358181	0.32789722
KLHL13-201	KLHL13	known	29	0.2285740375518798	0.5013877
transcript75988.chr17.nic	HROB	nic	4	0.249370276927948	0.3927178
PPP1R21-209	PPP1R21	known	41	0.1876391023397445	0.30965
GAK-214	GAK	known	31	0.2828821837902069	0.407533
HNRNPD-209	HNRNPD	known	8	0.2880266010761261	0.34732512
transcript163196.chr4.nic	PDE5A	nic	42	0.245923638343811	0.39050764
COX4I1-201	COX4I1	known	15	0.3087149560451507	0.50898755
IFNGR1-215	IFNGR1	known	20	0.2478102445602417	0.37897426
FNIP1-201	FNIP1	known	30	0.3947289288043976	0.52982426
TBPL1-203	TBPL1	known	3	0.2499882876873016	0.4071947
PUM2-201	PUM2	known	10	0.2861983180046081	0.48249498
MAPT-218	MAPT	known	36	0.4167976379394531	0.5412352
NFIL3-201	NFIL3	known	2	0.2517676949501037	0.5206765
PTP4A2-201	PTP4A2	known	32	0.2271962761878967	0.54400504
CELF2-210	CELF2	known	8	0.7205841541290283	0.7581817
transcript213320.chr3.nic	MYLK	nic	41	0.2900062203407287	0.5073231
SYT5-201	SYT5	known	13	0.3222379982471466	0.56837046
HNRNPH1-201	HNRNPH1	known	8	0.63277667760849	0.6858572
HFE-207	HFE	known	26	0.4238747656345367	0.5870204
RANBP6-202	RANBP6	known	7	0.3395217061042785	0.49818784
RAD51B-207	RAD51B	known	39	0.4067471921443939	0.65152025
transcript69448.chr12.nnic	GPD1	nnic	16	0.2922780513763428	0.41586822
PSMD6-201	PSMD6	known	25	0.5563836693763733	0.60956
transcript9190.chr11.nnic	TRIM5	nnic	23	0.3996981084346771	0.6659246
GOLGA3-209	GOLGA3	known	44	0.3253210484981537	0.419434
EXT1-201	EXT1	known	20	0.6639267802238464	0.7181057
CLCN7-202	CLCN7	known	11	0.4779554903507232	0.7144276
PHKG2-201	PHKG2	known	8	0.1672278195619583	0.51219547
REL-202	REL	known	24	0.3093554973602295	0.586954
transcript2598.chr13.nnic	MICU2	nnic	27	0.2579010128974914	0.40655002
KDM3B-207	KDM3B	known	7	0.3386103212833404	0.43865237
WDR43-202	WDR43	known	10	0.2589983344078064	0.414052
ELP4-227	ELP4	known	1	0.2124300897121429	0.33645296
RCE1-204	RCE1	known	19	0.4096250236034393	0.43472195
RBM39-216	RBM39	known	8	0.5372054576873779	0.5851518
SYNRG-225	SYNRG	known	7	0.2132760435342788	0.32452184
EPG5-209	EPG5	known	3	0.2991262972354889	0.36639962
KCNMA1-238	KCNMA1	known	11	0.4757661521434784	0.87311286
VTI1B-204	VTI1B	known	43	0.5078825354576111	0.65546536
AMIGO1-201	AMIGO1	known	36	0.3096382915973663	0.43394232
NEK1-214	NEK1	known	44	0.2453040033578872	0.33302742
SMARCE1-220	SMARCE1	known	2	0.2079967260360717	0.33820271
VPS54-203	VPS54	known	43	0.3008533418178558	0.4979877
transcript225682.chr3.nnic	PLXND1	nnic	36	0.536675751209259	0.628616
BBS2-226	BBS2	known	44	0.3871528506278991	0.51844156
CNIH1-207	CNIH1	known	43	0.2230666726827621	0.39930695
MTTP-203	MTTP	known	25	0.3378096520900726	0.38386396
GALNT10-203	GALNT10	known	20	0.4718058109283447	0.5595741
transcript119963.chr12.nnic	METTL25	nnic	9	0.4180047512054443	0.44385234
TRMU-206	TRMU	known	9	0.3623304367065429	0.44962254
NUF2-208	NUF2	known	44	0.4827609360218048	0.62541187
ZNF480-203	ZNF480	known	2	0.1542338728904724	0.5250463
ATF6B-209	ATF6B	known	18	0.4540351927280426	0.57154334
NOVA1-204	NOVA1	known	8	0.4802013337612152	0.6044345
PHF21A-207	PHF21A	known	2	0.3260750472545624	0.5796043
PHLDB3-201	PHLDB3	known	42	0.2401649504899978	0.30595446
EXTL3-215	EXTL3	known	20	0.626914918422699	0.6966599
KIFAP3-203	KIFAP3	known	44	0.3890233337879181	0.5419444
PTPN11-208	PTPN11	known	39	0.5588184595108032	0.577986
PYGB-201	PYGB	known	25	0.3823013603687286	0.59627116
HYCC2-201	HYCC2	known	17	0.3927638232707977	0.44269308
FCHSD2-203	FCHSD2	known	41	0.462190717458725	0.5482451
PDIA3-230	PDIA3	known	25	0.4296951293945312	0.44900864
TLN1-201	TLN1	known	35	0.4477994441986084	0.56797385
CEP290-215	CEP290	known	44	0.3334662616252899	0.45902094
HEXA-232	HEXA	known	20	0.396147757768631	0.55540305
MAD2L1-201	MAD2L1	known	4	0.3246095478534698	0.4552495
PAPOLG-207	PAPOLG	known	9	0.2545167207717895	0.36266768
SAR1B-209	SAR1B	known	43	0.3170894682407379	0.42815048
CEP162-204	CEP162	known	44	0.3309117555618286	0.48500928
ISOC2-203	ISOC2	known	9	0.267031192779541	0.3256262
CCDC174-202	CCDC174	known	8	0.312797874212265	0.3958791
SEC31A-207	SEC31A	known	43	0.4337311685085296	0.57110834
KIF1B-204	KIF1B	known	43	0.3714060187339782	0.48798886
transcript36869.chr6.nic	HLA-F	nic	24	0.4602504670619964	0.6369545
ARID1B-206	ARID1B	known	2	0.2106488049030304	0.40160623
STAT3-241	STAT3	known	33	0.3779758810997009	0.50394607
ENST00000659103	ENSG00000240240	known	44	0.272955983877182	0.35566682
ENST00000418585	ENSG00000223930	known	5	0.3663823306560516	0.4354384
WNK2-203	WNK2	known	2	0.1699288338422775	0.30305928
transcript32243.chr5.nnic	MTMR12	nnic	17	0.4224943518638611	0.49385828
ABCA2-217	ABCA2	known	11	0.2806117832660675	0.38497826
RGS1-201	RGS1	known	42	0.405522346496582	0.685668
PCDHB16-201	PCDHB16	known	35	0.3324149250984192	0.7540517
transcript159294.chrX.nic	EOLA1	nic	9	0.3088843524456024	0.38117987
IWS1-212	IWS1	known	8	0.3589206039905548	0.41386375
ZNF473-202	ZNF473	known	2	0.2070754766464233	0.542977
TMED3-202	TMED3	known	43	0.303827702999115	0.5822713
CXXC1-214	CXXC1	known	2	0.2402757853269577	0.32388443
CYBRD1-201	CYBRD1	known	11	0.2525116503238678	0.45773396
transcript64585.chr15.nnic	SLC27A2	nnic	16	0.2873497307300567	0.3728568
SCN8A-209	SCN8A	known	11	0.4439195394515991	0.8550399
transcript171090.chr4.nnic	PCDH18	nnic	37	0.275528997182846	0.3974808
RESF1-202	RESF1	known	2	0.2237335443496704	0.32881784
APPL1-201	APPL1	known	42	0.3420656323432922	0.45491353
OSBPL1A-204	OSBPL1A	known	16	0.3443789482116699	0.61179304
PHF21A-222	PHF21A	known	2	0.2658588588237762	0.4317438
SCUBE1-202	SCUBE1	known	40	0.2686846256256103	0.37671095
ARHGAP17-210	ARHGAP17	known	42	0.3449958562850952	0.49210757
GALNT12-201	GALNT12	known	20	0.5927157998085022	0.6758537
TNK2-203	TNK2	known	31	0.3442717790603637	0.5993021
AP2M1-214	AP2M1	known	28	0.3049442172050476	0.40080443
MYH10-212	MYH10	known	41	0.287457138299942	0.53736496
GADD45G-201	GADD45G	known	31	0.5311684012413025	0.70341504
POGZ-212	POGZ	known	2	0.3223075270652771	0.44147196
TLK2-224	TLK2	known	2	0.2731924653053283	0.4239359
SLC30A3-210	SLC30A3	known	11	0.1995598077774047	0.4278659
CEP290-213	CEP290	known	44	0.5132461786270142	0.5761567
SLC9A6-201	SLC9A6	known	11	0.5262722373008728	0.82624614
KRI1-214	KRI1	known	6	0.3093890249729156	0.4753704
GRIA1-213	GRIA1	known	13	0.3940120339393616	0.71224487
RBBP6-214	RBBP6	known	8	0.315963476896286	0.40492076
SKIC2-216	SKIC2	known	1	0.3238352835178375	0.47850388
SLC10A4-202	SLC10A4	known	11	0.3249406814575195	0.43423963
CDCA2-201	CDCA2	known	4	0.342269629240036	0.5546759
WDR1-210	WDR1	known	41	0.2545458972454071	0.35456204
SLCO3A1-202	SLCO3A1	known	11	0.4126109480857849	0.7056998
COQ10B-202	COQ10B	known	15	0.2431609481573104	0.486111
PIDD1-204	PIDD1	known	30	0.3814946711063385	0.47278786
MINPP1-201	MINPP1	known	16	0.2517240643501282	0.44416457
MGLL-203	MGLL	known	16	0.2206203043460846	0.3396083
HNRNPA2B1-204	HNRNPA2B1	known	8	0.3357897996902466	0.3802814
UQCRFS1-201	UQCRFS1	known	15	0.3178731203079223	0.50340825
KLRK1-205	KLRK1	known	25	0.2849093675613403	0.38398033
ATAD2B-206	ATAD2B	known	2	0.3373591005802154	0.59900445
transcript9067.chr5.nic	NSUN2	nic	9	0.5003682971000671	0.6159071
THRAP3-203	THRAP3	known	8	0.3939666450023651	0.4600257
FGF14-203	FGF14	known	17	0.3090428113937378	0.44920665
AASS-222	AASS	known	16	0.3710323870182037	0.5874014
TIFA-203	TIFA	known	23	0.3378529846668243	0.45501176
CETN3-204	CETN3	known	44	0.2989065945148468	0.47682485
CAMK4-201	CAMK4	known	36	0.2272471934556961	0.59395766
GYG1-202	GYG1	known	25	0.3971384763717651	0.57495296
AHI1-235	AHI1	known	44	0.3651034235954284	0.50202453
STAG2-228	STAG2	known	4	0.365621417760849	0.53451663
DRC3-205	DRC3	known	44	0.3218419253826141	0.44526634
CHN2-213	CHN2	known	42	0.288681298494339	0.3922885
CUBN-202	CUBN	known	40	0.2699848115444183	0.34835666
TXNRD2-216	TXNRD2	known	16	0.2449561804533004	0.35635838
MTSS1-210	MTSS1	known	41	0.307772696018219	0.42650214
GRIN1-211	GRIN1	known	13	0.3555575609207153	0.6411481
CHMP2B-201	CHMP2B	known	44	0.4348832368850708	0.5967624
CDK5RAP2-243	CDK5RAP2	known	44	0.4920040369033813	0.5849953
TTC1-211	TTC1	known	5	0.219767764210701	0.30943504
SLC4A1AP-208	SLC4A1AP	known	8	0.2510584890842438	0.32300594
LINGO1-201	LINGO1	known	36	0.2813058793544769	0.3781818
BATF2-203	BATF2	known	2	0.1521009802818298	0.3024455
transcript192840.chr8.nic	TSNARE1	nic	2	0.1802905052900314	0.49881715
COG8-201	COG8	known	43	0.2979274690151214	0.48466188
CBFA2T3-201	CBFA2T3	known	2	0.2306246012449264	0.40574485
GOLGA2-215	GOLGA2	known	44	0.3115357160568237	0.4106439
CCDC88A-228	CCDC88A	known	36	0.1976959854364395	0.30602217
GOLGB1-235	GOLGB1	known	43	0.2584602236747741	0.34927768
ITGAV-220	ITGAV	known	13	0.2887688279151916	0.37544265
SLC26A11-203	SLC26A11	known	11	0.468749850988388	0.7631315
MOGS-205	MOGS	known	20	0.3403733968734741	0.39113876
HGS-261	HGS	known	43	0.2630083858966827	0.38518268
MID1-216	MID1	known	23	0.2867388725280761	0.42834315
KDM4B-203	KDM4B	known	2	0.319976657629013	0.5754646
LRSAM1-204	LRSAM1	known	43	0.270721286535263	0.35989934
ENST00000526720	ENSG00000290459	known	6	0.359807014465332	0.44037303
MDP1-202	MDP1	known	9	0.2819773852825165	0.33920425
FN1-211	FN1	known	40	0.506229043006897	0.67409265
RRBP1-203	RRBP1	known	44	0.2213814258575439	0.30310577
ABCB6-202	ABCB6	known	11	0.3060068190097809	0.52890295
SYNE1-239	SYNE1	known	41	0.2816433608531952	0.4865145
transcript19364.chr3.nnic	ATG7	nnic	9	0.3221761882305145	0.36744326
TRAPPC8-201	TRAPPC8	known	43	0.356436938047409	0.59947354
ALDH7A1-232	ALDH7A1	known	16	0.3737442195415497	0.6218906
ZNF600-209	ZNF600	known	2	0.1725024878978729	0.5395178
ERMP1-210	ERMP1	known	20	0.321389377117157	0.38532326
DNAJC7-205	DNAJC7	known	5	0.2538255155086517	0.31847608
FRY-213	FRY	known	42	0.2447810620069503	0.31497282
DOCK7-229	DOCK7	known	17	0.3914586305618286	0.44416064
PTPRN-210	PTPRN	known	32	0.443302720785141	0.58314085
MINDY4-201	MINDY4	known	1	0.1579266190528869	0.32698393
MMP17-204	MMP17	known	40	0.2662213444709778	0.3786617
GABRA6-201	GABRA6	known	11	0.394242376089096	0.7517173
RCN2-203	RCN2	known	19	0.2272450923919677	0.35225442
STARD5-205	STARD5	known	16	0.3236300051212311	0.5406723
NDC1-201	NDC1	known	7	0.4613323509693146	0.58572775
SNX17-201	SNX17	known	43	0.249364748597145	0.38785926
CCND3-203	CCND3	known	31	0.2153369039297104	0.43797016
ZNF189-202	ZNF189	known	2	0.2036693692207336	0.6285294
STK36-201	STK36	known	44	0.2292209416627884	0.4130783
ZC3H6-202	ZC3H6	known	8	0.2713429033756256	0.3747045
COPA-216	COPA	known	8	0.2543547749519348	0.33760214
KCTD18-201	KCTD18	known	29	0.2055092304944992	0.3798753
ARHGEF9-210	ARHGEF9	known	42	0.3609369397163391	0.5982537
ZNF16-209	ZNF16	known	2	0.236143559217453	0.5396593
PEX26-202	PEX26	known	5	0.3329817354679107	0.48748976
CNTN4-216	CNTN4	known	24	0.2728080153465271	0.43711224
OGT-218	OGT	known	29	0.3779096603393554	0.44921908
SMYD4-201	SMYD4	known	9	0.25178924202919	0.3734596
CNOT4-204	CNOT4	known	4	0.3925337791442871	0.5797209
EEF1E1-205	EEF1E1	known	6	0.3430913686752319	0.54692805
HCN3-201	HCN3	known	11	0.3815265595912933	0.70273685
BMPR1A-204	BMPR1A	known	37	0.4321734309196472	0.5503776
RAB29-201	RAB29	known	43	0.4076277613639831	0.6100524
transcript247210.chr5.nnic	ZFP62	nnic	2	0.2039173245429992	0.5482746
DHX15-202	DHX15	known	1	0.2298694550991058	0.4312408
CAP1-202	CAP1	known	41	0.3319582343101501	0.4521486
HSP90B1-225	HSP90B1	known	6	0.2492607235908508	0.30581772
TRIM22-218	TRIM22	known	24	0.2142263501882553	0.3877833
NRP1-204	NRP1	known	36	0.5621145367622375	0.69061387
CTSV-207	CTSV	known	19	0.352881520986557	0.4985544
ANK2-211	ANK2	known	12	0.3391366302967071	0.48420733
RPRD1A-209	RPRD1A	known	1	0.2082845568656921	0.32550308
AHNAK-201	AHNAK	known	25	0.1995170414447784	0.30546784
RNF115-202	RNF115	known	29	0.4736157357692718	0.6834354
C5-201	C5	known	25	0.3430795669555664	0.4720056
HPS1-211	HPS1	known	43	0.2545826733112335	0.39558345
SLC6A15-222	SLC6A15	known	11	0.4823730289936065	0.76118934
GRIK1-204	GRIK1	known	11	0.3770569860935211	0.7078636
SNRNP48-201	SNRNP48	known	8	0.3719705641269684	0.42627937
ERO1B-202	ERO1B	known	12	0.2570536434650421	0.4194355
RBBP7-204	RBBP7	known	2	0.4039286971092224	0.6073273
RAP1B-204	RAP1B	known	25	0.4816393256187439	0.59139127
METTL8-207	METTL8	known	9	0.4567252099514007	0.52721924
NFASC-212	NFASC	known	25	0.2139859795570373	0.30779427
GSN-209	GSN	known	41	0.3198102116584778	0.4025907
SOCS2-201	SOCS2	known	17	0.3084557056427002	0.47769848
BTRC-203	BTRC	known	29	0.4982467591762543	0.6694887
CHD2-232	CHD2	known	2	0.2871490716934204	0.4121108
KIAA1328-201	KIAA1328	known	44	0.2652136385440826	0.37341636
DSCAM-201	DSCAM	known	36	0.5103975534439087	0.608863
ATP8A2-212	ATP8A2	known	25	0.3118855059146881	0.4697052
CHRM5-201	CHRM5	known	14	0.4131229221820831	0.6248042
transcript44541.chr15.nic	MEIS2	nic	2	0.3371050059795379	0.6148796
transcript106904.chr19.nic	MRPS12	nic	6	0.6060447692871094	0.75423604
HNRNPR-202	HNRNPR	known	8	0.6195273995399475	0.69143367
OGFOD2-201	OGFOD2	known	9	0.2634356617927551	0.31313723
RBM4-201	RBM4	known	8	0.6935634613037109	0.7256161
SNAP23-218	SNAP23	known	25	0.5154955983161926	0.674178
SLC12A5-212	SLC12A5	known	11	0.443179190158844	0.6735389
transcript106353.chr10.nic	BICC1	nic	4	0.2060536593198776	0.31174946
INF2-201	INF2	known	41	0.226599782705307	0.34835812
MTRR-223	MTRR	known	15	0.3754185438156128	0.5268696
DDX1-215	DDX1	known	9	0.2950492799282074	0.44256887
FAM111A-207	FAM111A	known	19	0.2614310085773468	0.37974456
TRIM33-201	TRIM33	known	2	0.2437356263399124	0.37647453
CD276-202	CD276	known	24	0.5360364317893982	0.7674428
HSPD1-211	HSPD1	known	25	0.4674526751041412	0.4970604
ATE1-263	ATE1	known	29	0.2792456150054931	0.49845338
NIFK-205	NIFK	known	8	0.3260355293750763	0.53599507
TTC9-201	TTC9	known	5	0.21138596534729	0.3348896
GMFG-206	GMFG	known	25	0.3462382853031158	0.3559094
VSTM2A-207	VSTM2A	known	13	0.1861996501684188	0.34088823
NVL-201	NVL	known	29	0.2928909659385681	0.43122348
WASHC4-208	WASHC4	known	41	0.2579923272132873	0.38217065
BTBD10-206	BTBD10	known	2	0.2565492987632751	0.40610808
ZNF462-204	ZNF462	known	2	0.2288463413715362	0.4435502
RPS24-207	RPS24	known	5	0.6733912825584412	0.8246703
STK24-208	STK24	known	31	0.5555909276008606	0.82015496
transcript61285.chr20.nic	EYA2	nic	2	0.1988932341337204	0.34178787
ROCK1P1-202	ROCK1P1	known	42	0.3127544224262237	0.40760803
FBN1-209	FBN1	known	40	0.3084397315979004	0.44304386
transcript97342.chr19.nic	ZNF875	nic	2	0.1600728034973144	0.484286
CCNT1-201	CCNT1	known	2	0.2975914180278778	0.43825167
transcript28926.chr17.nic	DRC3	nic	3	0.2278633564710617	0.30824164
DICER1-220	DICER1	known	2	0.3404966592788696	0.4276778
C4orf33-201	C4orf33	known	16	0.1748822629451751	0.3007825
