enst_id	gene_name
ENST00000697885	HDAC6
ENST00000697888	HDAC6
ENST00000697889	HDAC6
ENST00000697890	HDAC6
ENST00000697891	HDAC6
ENST00000697892	HDAC6
ENST00000697895	HDAC6
ENST00000697898	SMARCAL1
ENST00000697899	SMARCAL1
ENST00000697901	SMARCAL1
ENST00000697902	SMARCAL1
ENST00000697906	SMARCAL1
ENST00000697907	SMARCAL1
ENST00000697909	SMARCAL1
ENST00000697910	SMARCAL1
ENST00000697911	SMARCAL1
ENST00000697913	PSEN1
ENST00000697915	PSEN1
ENST00000697922	C5
ENST00000697923	C5
ENST00000697924	SGPL1
ENST00000697928	SGPL1
ENST00000697934	MIR99AHG
ENST00000697945	MIR99AHG
ENST00000697954	NFKBIA
ENST00000697957	NFKBIA
ENST00000697958	NFKBIA
ENST00000697959	NFKBIA
ENST00000697960	NFKBIA
ENST00000697961	NFKBIA
ENST00000697968	ELP3
ENST00000697989	SGPL1
ENST00000698007	MIR99AHG
ENST00000698013	SMARCD2
ENST00000698014	SMARCD2
ENST00000698017	SMARCD2
ENST00000698019	SMARCD2
ENST00000698025	SMARCD2
ENST00000698027	SMARCD2
ENST00000698029	SMARCD2
ENST00000698052	MIR99AHG
ENST00000698060	KCNIP3
ENST00000698071	DOCK10
ENST00000698072	DOCK10
ENST00000698073	DOCK10
ENST00000698074	SNX10
ENST00000698076	SNX10
ENST00000698077	SNX10
ENST00000698078	SNX10
ENST00000698079	SNX10
ENST00000698081	SNX10
ENST00000698083	SNX10
ENST00000698097	LRRFIP1
ENST00000698101	SP110
ENST00000698103	SP110
ENST00000698128	SULF2
ENST00000698129	TALAM1
ENST00000698130	SPPL2A
ENST00000698131	SPPL2A
ENST00000698132	SPPL2A
ENST00000698133	SPPL2A
ENST00000698134	SPPL2A
ENST00000698137	SPPL2A
ENST00000698142	STAT1
ENST00000698146	STAT1
ENST00000698147	STAT1
ENST00000698148	STAT1
ENST00000698163	MIR99AHG
ENST00000698166	MIR99AHG
ENST00000698169	TIAM1
ENST00000698173	PEG13
ENST00000698174	NHEJ1
ENST00000698178	STAT2
ENST00000698179	STAT2
ENST00000698181	STAT2
ENST00000698183	STAT2
ENST00000698184	STAT2
ENST00000698185	STAT2
ENST00000698187	STAT2
ENST00000698188	STAT2
ENST00000698189	STAT2
ENST00000698190	STAT2
ENST00000698191	STAT2
ENST00000698194	STAT2
ENST00000698195	STAT2
ENST00000698196	NBPF9
ENST00000698197	NBPF9
ENST00000698214	TMCC1
ENST00000698215	TMCC1
ENST00000698216	NBPF8
ENST00000698221	STK4
ENST00000698222	STK4
ENST00000698224	STK4
ENST00000698234	TAFAZZIN
ENST00000698242	STN1
ENST00000698243	STN1
ENST00000698247	ENSG00000289745
ENST00000698262	RNF212
ENST00000698268	TCN2
ENST00000698276	TFRC
ENST00000698282	TFRC
ENST00000698292	TFRC
ENST00000698293	TFRC
ENST00000698304	STN1
ENST00000698305	STN1
ENST00000698317	TAFAZZIN
ENST00000698318	TAFAZZIN
ENST00000698319	TAFAZZIN
ENST00000698327	HIF1A-AS3
ENST00000698328	STN1
ENST00000698329	TNFAIP3
ENST00000698340	TNFRSF1A
ENST00000698344	MIR31HG
ENST00000698346	MIR31HG
ENST00000698359	PEPD
ENST00000698360	PEPD
ENST00000698361	PEPD
ENST00000698365	PEPD
ENST00000698366	JPX
ENST00000698372	LINGO3
ENST00000698373	MIR31HG
ENST00000698380	MIR31HG
ENST00000698381	TPP2
ENST00000698382	TPP2
ENST00000698383	TPP2
ENST00000698385	TPP2
ENST00000698386	TPP2
ENST00000698388	TPP2
ENST00000698390	TPP2
ENST00000698391	TPP2
ENST00000698392	TPP2
ENST00000698395	MIR31HG
ENST00000698399	LINGO2
ENST00000698406	TRNT1
ENST00000698408	TRNT1
ENST00000698409	TRNT1
ENST00000698410	TRNT1
ENST00000698411	TRNT1
ENST00000698412	TRNT1
ENST00000698415	TRNT1
ENST00000698416	TRNT1
ENST00000698421	TAP1
ENST00000698423	TAP1
ENST00000698427	PEPD
ENST00000698428	PEPD
ENST00000698442	C4A
ENST00000698444	USB1
ENST00000698445	USB1
ENST00000698446	USB1
ENST00000698447	USB1
ENST00000698448	TAP2
ENST00000698451	SKIC3
ENST00000698452	SKIC3
ENST00000698454	SKIC3
ENST00000698455	SKIC3
ENST00000698456	SKIC3
ENST00000698459	SKIC3
ENST00000698460	SKIC3
ENST00000698461	SKIC3
ENST00000698463	SKIC3
ENST00000698466	SKIC3
ENST00000698469	SKIC3
ENST00000698470	SKIC3
ENST00000698471	SKIC3
ENST00000698474	SKIC3
ENST00000698475	SKIC3
ENST00000698479	SKIC3
ENST00000698482	SKIC3
ENST00000698483	SKIC3
ENST00000698484	SKIC3
ENST00000698485	SKIC3
ENST00000698486	SKIC3
ENST00000698487	SKIC3
ENST00000698488	SKIC3
ENST00000698489	SKIC3
ENST00000698491	SKIC3
ENST00000698492	SKIC3
ENST00000698494	SKIC3
ENST00000698495	SKIC3
ENST00000698496	SKIC3
ENST00000698497	SKIC3
ENST00000698498	SKIC3
ENST00000698499	TTC7A
ENST00000698500	TTC7A
ENST00000698501	TTC7A
ENST00000698503	TTC7A
ENST00000698506	XRCC2
ENST00000698511	NPIPB11
ENST00000698513	ZBTB24
ENST00000698515	ZBTB24
ENST00000698516	ZBTB24
ENST00000698517	ZBTB24
ENST00000698518	ZBTB24
ENST00000698521	ZBTB24
ENST00000698524	PGM3
ENST00000698525	PGM3
ENST00000698526	PGM3
ENST00000698531	VPS45
ENST00000698535	CXXC4
ENST00000698538	SORBS2
ENST00000698539	SORBS2
ENST00000698540	SORBS2
ENST00000698541	TRIO
ENST00000698542	TRIO
ENST00000698544	TMC6
ENST00000698545	TMC6
ENST00000698546	TMC6
ENST00000698547	TMC6
ENST00000698548	TMC6
ENST00000698549	TMC6
ENST00000698550	TMC6
ENST00000698551	TMC6
ENST00000698563	C1S
ENST00000698565	C1S
ENST00000698568	TMC8
ENST00000698578	VPS45
ENST00000698582	VPS45
ENST00000698586	VPS45
ENST00000698589	VPS45
ENST00000698590	VPS45
ENST00000698591	VPS45
ENST00000698593	VPS45
ENST00000698594	VPS45
ENST00000698595	VPS45
ENST00000698596	VPS45
ENST00000698602	PGM3
ENST00000698604	PGM3
ENST00000698605	PGM3
ENST00000698606	PGM3
ENST00000698607	PGM3
ENST00000698608	PGM3
ENST00000698610	PGM3
ENST00000698611	PGM3
ENST00000698612	PGM3
ENST00000698614	PGM3
ENST00000698621	PGM3
ENST00000698622	PGM3
ENST00000698623	PGM3
ENST00000698637	CARD11
ENST00000698638	IL6ST
ENST00000698639	IL6ST
ENST00000698643	IL6ST
ENST00000698644	IL6ST
ENST00000698645	IL6ST
ENST00000698647	IL6ST
ENST00000698648	IL6ST
ENST00000698660	DNAJC21
ENST00000698661	DNAJC21
ENST00000698662	CARD11
ENST00000698664	MBNL3
ENST00000698677	SLC39A7
ENST00000698678	SLC39A7
ENST00000698679	SLC39A7
ENST00000698682	SLC39A7
ENST00000698684	SLC39A7
ENST00000698691	DNASE2
ENST00000698693	DNASE2
ENST00000698698	ZNF133
ENST00000698699	ZNF133
ENST00000698704	ZNF133
ENST00000698705	ZNF133
ENST00000698713	PIK3CD
ENST00000698717	PIK3CD
ENST00000698719	PIK3CD
ENST00000698720	ZNF514
ENST00000698721	ZNF514
ENST00000698722	ZNF514
ENST00000698723	ZNF514
ENST00000698725	POLR3A
ENST00000698726	POLR3A
ENST00000698727	POLR3A
ENST00000698728	POLR3A
ENST00000698729	POLR3A
ENST00000698732	POLR3A
ENST00000698735	POLR3A
ENST00000698737	POLR3A
ENST00000698740	PKM
ENST00000698750	PPIP5K2
ENST00000698752	POLR3C
ENST00000698753	POLR3C
ENST00000698754	POLR3C
ENST00000698755	POLR3C
ENST00000698757	POLR3C
ENST00000698759	POLR3C
ENST00000698760	POLR3C
ENST00000698762	POLR3C
ENST00000698772	PRPF40A
ENST00000698773	PRPF40A
ENST00000698774	STAT5B
ENST00000698779	STAT5B
ENST00000698780	MRPS25
ENST00000698783	MRPS25
ENST00000698793	FXR1
ENST00000698794	FXR1
ENST00000698804	STAT5B
ENST00000698805	STAT5B
ENST00000698806	STAT5B
ENST00000698807	STAT5B
ENST00000698811	STAT5B
ENST00000698817	STAT5B
ENST00000698818	CYBC1
ENST00000698819	CYBC1
ENST00000698832	NBPF9
ENST00000698833	NBPF20
ENST00000698835	NBPF12
ENST00000698836	PLEKHA7
ENST00000698837	IL18BP
ENST00000698840	IL18BP
ENST00000698843	SORBS2
ENST00000698846	FERMT3
ENST00000698851	PCDH11Y
ENST00000698852	FERMT3
ENST00000698857	TBC1D1
ENST00000698864	FERMT3
ENST00000698878	FERMT3
ENST00000698886	SLC25A48
ENST00000698906	ANKS1A
ENST00000698907	ANKS1A
ENST00000698908	ANKS1A
ENST00000698909	STIM1
ENST00000698917	STIM1
ENST00000698921	DBR1
ENST00000698924	DBR1
ENST00000698927	PCDH11Y
ENST00000698933	ARHGEF1
ENST00000698943	TGFBR1
ENST00000698945	POLD2
ENST00000698947	POLD2
ENST00000698948	POLD2
ENST00000698949	POLD2
ENST00000698954	POLD2
ENST00000698955	POLD2
ENST00000698961	POLD2
ENST00000698962	POLD2
ENST00000698964	POLD2
ENST00000698966	POLD2
ENST00000698969	POLD2
ENST00000698971	POLD2
ENST00000698974	POLD2
ENST00000698975	POLD2
ENST00000698978	POLD2
ENST00000698979	POLD2
ENST00000698980	POLD2
ENST00000698981	POLD2
ENST00000698984	POLD2
ENST00000698985	POLD2
ENST00000698986	POLD2
ENST00000698987	POLD2
ENST00000698991	POLD2
ENST00000698997	IRF9
ENST00000699001	ERBIN
ENST00000699006	ERBIN
ENST00000699009	ERBIN
ENST00000699012	ERBIN
ENST00000699013	ERBIN
ENST00000699014	ERBIN
ENST00000699015	IRF9
ENST00000699018	IRF9
ENST00000699019	IRF9
ENST00000699020	IRF9
ENST00000699023	IRF9
ENST00000699028	TOP2B
ENST00000699029	TOP2B
ENST00000699030	TOP2B
ENST00000699031	TOP2B
ENST00000699032	TOP2B
ENST00000699033	TOP2B
ENST00000699036	TOP2B
ENST00000699038	TOP2B
ENST00000699039	TOP2B
ENST00000699040	TOP2B
ENST00000699041	TOP2B
ENST00000699042	TOP2B
ENST00000699043	TOP2B
ENST00000699044	TOP2B
ENST00000699045	TOP2B
ENST00000699046	TOP2B
ENST00000699047	CAMK2D
ENST00000699055	TRIM22
ENST00000699058	TRIM22
ENST00000699062	USP18
ENST00000699065	IRF9
ENST00000699067	IRF9
ENST00000699079	IRF9
ENST00000699084	MYD88
ENST00000699089	CSF3R
ENST00000699096	FERMT1
ENST00000699106	IRF9
ENST00000699109	IRF9
ENST00000699112	HPS1
ENST00000699113	HPS1
ENST00000699116	HPS1
ENST00000699124	HPS1
ENST00000699127	HPS1
ENST00000699130	HPS1
ENST00000699132	HPS1
ENST00000699135	HPS1
ENST00000699136	HPS1
ENST00000699138	HPS1
ENST00000699139	HPS1
ENST00000699140	HPS1
ENST00000699141	HPS1
ENST00000699143	HPS1
ENST00000699144	HPS1
ENST00000699145	HPS1
ENST00000699146	HPS1
ENST00000699152	HPS1
ENST00000699155	HPS1
ENST00000699156	HPS1
ENST00000699158	HPS1
ENST00000699166	PSMG2
ENST00000699167	PSMG2
ENST00000699169	PSMG2
ENST00000699174	PSMG2
ENST00000699175	PSMG2
ENST00000699186	LZTFL1
ENST00000699187	LZTFL1
ENST00000699191	REL
ENST00000699193	REL
ENST00000699195	REL
ENST00000699212	FCHO1
ENST00000699220	NFE2L2
ENST00000699222	PFKP
ENST00000699224	NFE2L2
ENST00000699226	HPS4
ENST00000699228	HPS4
ENST00000699231	HPS4
ENST00000699232	HPS4
ENST00000699236	HPS4
ENST00000699239	HPS4
ENST00000699240	HPS4
ENST00000699243	HPS4
ENST00000699244	HPS4
ENST00000699245	HPS4
ENST00000699248	HPS4
ENST00000699250	HPS4
ENST00000699253	HPS4
ENST00000699256	HPS4
ENST00000699257	HPS4
ENST00000699260	JAK1
ENST00000699264	NFE2L2
ENST00000699265	NFE2L2
ENST00000699266	SEC61A1
ENST00000699267	SEC61A1
ENST00000699268	SEC61A1
ENST00000699270	SEC61A1
ENST00000699271	SEC61A1
ENST00000699272	SEC61A1
ENST00000699275	SEC61A1
ENST00000699276	PHKB
ENST00000699277	FCGR2A
ENST00000699282	SEC61A1
ENST00000699283	SEC61A1
ENST00000699284	SEC61A1
ENST00000699289	SLC44A1
ENST00000699291	MPO
ENST00000699293	PTN
ENST00000699294	CAPS2
ENST00000699295	SYT14
ENST00000699296	NFE2L2
ENST00000699297	NFE2L2
ENST00000699298	NFE2L2
ENST00000699301	NFE2L2
ENST00000699304	NFE2L2
ENST00000699306	NFE2L2
ENST00000699307	NFE2L2
ENST00000699310	JAK1
ENST00000699311	JAK1
ENST00000699312	JAK1
ENST00000699317	ADAM17
ENST00000699319	ADAM17
ENST00000699320	ADAM17
ENST00000699321	ADAM17
ENST00000699324	ADAM17
ENST00000699326	ADAM17
ENST00000699328	NFE2L2
ENST00000699329	NFE2L2
ENST00000699330	NFE2L2
ENST00000699332	NFE2L2
ENST00000699333	ZNF550
ENST00000699337	AGAP1
ENST00000699347	NFE2L2
ENST00000699349	NFE2L2
ENST00000699355	TYK2
ENST00000699356	TYK2
ENST00000699357	TYK2
ENST00000699361	TYK2
ENST00000699369	TYK2
ENST00000699370	TYK2
ENST00000699373	CAMK2D
ENST00000699374	CAMK2D
ENST00000699375	CAMK2D
ENST00000699376	CAMK2D
ENST00000699377	CAMK2D
ENST00000699378	CAMK2D
ENST00000699380	CAMK2D
ENST00000699382	CAMK2D
ENST00000699393	AP1S3
ENST00000699400	FCGR3A
ENST00000699417	CAMK2D
ENST00000699419	CAMK2D
ENST00000699420	CAMK2D
ENST00000699431	NFE2L2
ENST00000699433	NFE2L2
ENST00000699436	CD8A
ENST00000699437	CD8A
ENST00000699451	ENSG00000213963
ENST00000699457	RIC3
ENST00000699472	GOLGA8A
ENST00000699475	ENSG00000213963
ENST00000699481	ENSG00000213963
ENST00000699482	ENSG00000213963
ENST00000699483	CLCA4-AS1
ENST00000699485	WHRN
ENST00000699487	DAB2IP
ENST00000699492	FNBP1
ENST00000699505	ENSG00000213963
ENST00000699508	ENSG00000213963
ENST00000699516	FAM177A1
ENST00000699525	DZANK1
ENST00000699531	NCSTN
ENST00000699534	NCSTN
ENST00000699539	NCSTN
ENST00000699545	NCSTN
ENST00000699550	NCSTN
ENST00000699551	NCSTN
ENST00000699552	NCSTN
ENST00000699555	NCSTN
ENST00000699558	GSN
ENST00000699561	UNG
ENST00000699568	DZANK1
ENST00000699569	OSTM1
ENST00000699570	OSTM1
ENST00000699577	OSTM1
ENST00000699578	OSTM1
ENST00000699579	OSTM1
ENST00000699580	OSTM1
ENST00000699582	OSTM1
ENST00000699591	DZANK1
ENST00000699615	NLRP1
ENST00000699626	NLRP1
ENST00000699641	SAMD9L
ENST00000699647	TAPBP
ENST00000699655	TAPBP
ENST00000699657	TAPBP
ENST00000699659	TAPBP
ENST00000699660	TAPBP
ENST00000699661	TAPBP
ENST00000699663	TAPBP
ENST00000699664	TAPBP
ENST00000699666	SH3KBP1
ENST00000699668	SH3KBP1
ENST00000699670	SH3KBP1
ENST00000699671	SH3KBP1
ENST00000699673	SH3KBP1
ENST00000699677	SH3KBP1
ENST00000699682	TINF2
ENST00000699683	TINF2
ENST00000699685	TINF2
ENST00000699687	TINF2
ENST00000699689	TINF2
ENST00000699690	TINF2
ENST00000699691	TINF2
ENST00000699694	TINF2
ENST00000699696	TINF2
ENST00000699697	TINF2
ENST00000699700	TINF2
ENST00000699705	NLRP1
ENST00000699720	SH3KBP1
ENST00000699723	SH3KBP1
ENST00000699725	SH3KBP1
ENST00000699726	SH3KBP1
ENST00000699729	SH3KBP1
ENST00000699731	SH3KBP1
ENST00000699733	SH3KBP1
ENST00000699737	SH3KBP1
ENST00000699738	SH3KBP1
ENST00000699739	SH3KBP1
ENST00000699740	SH3KBP1
ENST00000699744	SH3KBP1
ENST00000699747	FUBP3
ENST00000699749	OGT
ENST00000699750	OGT
ENST00000699751	OGT
ENST00000699754	PMS2
ENST00000699755	PMS2
ENST00000699756	PMS2
ENST00000699759	PMS2
ENST00000699760	PMS2
ENST00000699761	PMS2
ENST00000699763	PMS2
ENST00000699765	PMS2
ENST00000699766	PMS2
ENST00000699767	PMS2
ENST00000699770	PMS2
ENST00000699779	OGT
ENST00000699780	OGT
ENST00000699782	OGT
ENST00000699783	OGT
ENST00000699784	OGT
ENST00000699785	OGT
ENST00000699786	WDR1
ENST00000699790	WDR1
ENST00000699791	WDR1
ENST00000699794	WDR1
ENST00000699795	WDR1
ENST00000699798	WDR1
ENST00000699811	PMS2
ENST00000699818	PMS2
ENST00000699824	PMS2
ENST00000699826	PMS2
ENST00000699827	PMS2
ENST00000699830	PMS2
ENST00000699833	PMS2
ENST00000699837	PMS2
ENST00000699840	PMS2
ENST00000699842	AGO1
ENST00000699843	AGO1
ENST00000699846	PBX1
ENST00000699847	PBX1
ENST00000699848	PBX1
ENST00000699849	CTC1
ENST00000699850	CTC1
ENST00000699851	CTC1
ENST00000699852	CTC1
ENST00000699854	CTC1
ENST00000699855	CTC1
ENST00000699857	CTC1
ENST00000699858	CTC1
ENST00000699859	CTC1
ENST00000699862	CTC1
ENST00000699865	LIG1
ENST00000699866	LIG1
ENST00000699873	LIG1
ENST00000699874	LIG1
ENST00000699875	LIG1
ENST00000699876	LIG1
ENST00000699878	LIG1
ENST00000699879	LIG1
ENST00000699883	RNF31
ENST00000699885	RNF31
ENST00000699888	RNF31
ENST00000699889	RNF31
ENST00000699891	RNF31
ENST00000699893	TRAF3
ENST00000699894	TRAF3
ENST00000699897	TRAF3
ENST00000699903	MEIS2
ENST00000699910	TRAF3IP2
ENST00000699911	TRAF3IP2
ENST00000699912	TRAF3IP2
ENST00000699913	TRAF3IP2
ENST00000699914	ZNF292
ENST00000699925	ZNF292
ENST00000699926	NOP10
ENST00000699941	AP3D1
ENST00000699942	AP3D1
ENST00000699943	AP3D1
ENST00000699944	AP3D1
ENST00000699945	AP3D1
ENST00000699947	CLCN7
ENST00000699950	CLCN7
ENST00000699951	PMS2
ENST00000699957	MEIS2
ENST00000699964	NFIA
ENST00000699972	TNFRSF4
ENST00000699974	TNFRSF4
ENST00000699980	IRAK1
ENST00000699981	POLE
ENST00000699984	POLE
ENST00000699985	POLE
ENST00000699987	NFIA
ENST00000699988	MRTFA
ENST00000699989	ZNF292
ENST00000699990	ZNF292
ENST00000699993	NFIA
ENST00000699996	GOLGA4
ENST00000699997	GULP1
ENST00000699999	MSH6
ENST00000700001	MSH6
ENST00000700002	MSH6
ENST00000700007	MSH6
ENST00000700009	MSH6
ENST00000700012	PHIP
ENST00000700013	PHIP
ENST00000700015	TNFSF12
ENST00000700021	PTEN
ENST00000700022	PTEN
ENST00000700023	PTEN
ENST00000700024	PTEN
ENST00000700025	PTEN
ENST00000700035	ARHGAP35
ENST00000700044	ZNF148
ENST00000700045	IFNAR1
ENST00000700046	IFNAR1
ENST00000700051	TNFSF12
ENST00000700054	TNFSF12
ENST00000700061	NBAS
ENST00000700062	NBAS
ENST00000700068	NBAS
ENST00000700069	NBAS
ENST00000700070	NBAS
ENST00000700072	NBAS
ENST00000700076	NFAT5
ENST00000700079	NFAT5
ENST00000700081	BRCA1
ENST00000700086	IFNAR1
ENST00000700087	IFNAR1
ENST00000700099	IFNAR1
ENST00000700102	CASP3
ENST00000700103	CASP3
ENST00000700114	PHIP
ENST00000700115	PHIP
ENST00000700116	PHIP
ENST00000700118	PHIP
ENST00000700119	PHIP
ENST00000700123	PLEKHM1
ENST00000700124	PLEKHM1
ENST00000700125	PLEKHM1
ENST00000700128	PLEKHM1
ENST00000700144	EGFR
ENST00000700146	EGFR
ENST00000700147	EGFR
ENST00000700151	IRF5
ENST00000700154	IRF5
ENST00000700177	SATB1
ENST00000700179	SATB1
ENST00000700180	SATB1
ENST00000700188	CACNA1E
ENST00000700189	CACNA1E
ENST00000700193	SATB2
ENST00000700195	DIO3OS
ENST00000700209	SATB2
ENST00000700211	NR2F1
ENST00000700222	DIO3OS
ENST00000700228	NR4A2
ENST00000700233	CAMK2B
ENST00000700237	CAMK2B
ENST00000700238	CAMK2B
ENST00000700239	CAMK2B
ENST00000700252	SLC25A28
ENST00000700254	PIGO
ENST00000700255	PIGO
ENST00000700256	PIGO
ENST00000700259	PIGO
ENST00000700261	PIGO
ENST00000700262	PIGO
ENST00000700268	PSEN1
ENST00000700270	PSEN1
ENST00000700273	PSEN1
ENST00000700275	NAA15
ENST00000700279	NAA15
ENST00000700285	CAMK2B
ENST00000700286	CAMK2B
ENST00000700290	CAMK2B
ENST00000700291	CAMK2B
ENST00000700293	PSMD8
ENST00000700294	PSMD8
ENST00000700296	PSMD8
ENST00000700297	PSMD8
ENST00000700299	NAA10
ENST00000700301	IFNAR1
ENST00000700304	PSEN1
ENST00000700308	PSEN1
ENST00000700313	PSEN1
ENST00000700321	PSEN1
ENST00000700325	WAC
ENST00000700329	LINC00951
ENST00000700351	ICOSLG
ENST00000700361	ICOSLG
ENST00000700367	ANXA6
ENST00000700375	PSEN1
ENST00000700388	PSEN1
ENST00000700389	PSEN1
ENST00000700390	PSEN1
ENST00000700391	PSEN1
ENST00000700396	CAMK2G
ENST00000700414	CAMTA1
ENST00000700415	CAMTA1
ENST00000700417	CAMTA1
ENST00000700419	CAMTA1
ENST00000700420	CAMTA1
ENST00000700421	CAMTA1
ENST00000700423	CAMTA1
ENST00000700424	CAMTA1
ENST00000700425	CAMTA1
ENST00000700426	ARHGEF7
ENST00000700429	IFNAR2
ENST00000700437	PSEN1
ENST00000700440	ART3
ENST00000700445	CAMTA1
ENST00000700447	CAMTA1
ENST00000700448	CAMTA1
ENST00000700470	ATP8A1
ENST00000700473	NUP62
ENST00000700474	NUP62
ENST00000700479	NPEPPS
ENST00000700480	NPEPPS
ENST00000700481	NPEPPS
ENST00000700482	SLC3A2
ENST00000700483	BANP
ENST00000700485	CDK13
ENST00000700490	TIRAP
ENST00000700493	TIRAP
ENST00000700494	TIRAP
ENST00000700518	BIRC6
ENST00000700519	BIRC6
ENST00000700521	KMT5B
ENST00000700522	KMT5B
ENST00000700523	KMT5B
ENST00000700524	KMT5B
ENST00000700525	KMT5B
ENST00000700527	CHAMP1
ENST00000700531	NUP88
ENST00000700533	NUP88
ENST00000700534	NUP88
ENST00000700537	NUP88
ENST00000700538	NUP88
ENST00000700543	NUP88
ENST00000700549	CHD2
ENST00000700550	CHD2
ENST00000700551	CHD2
ENST00000700559	PKP2
ENST00000700561	PKP2
ENST00000700564	PKP2
ENST00000700565	PKP2
ENST00000700566	JAKMIP1
ENST00000700567	JAKMIP1
ENST00000700568	JAKMIP1
ENST00000700570	JAKMIP1
ENST00000700572	JAKMIP1
ENST00000700573	JAKMIP1
ENST00000700574	JAKMIP1
ENST00000700575	JAKMIP1
ENST00000700576	JAKMIP1
ENST00000700577	JAKMIP1
ENST00000700578	LZTR1
ENST00000700580	MAP3K7
ENST00000700581	MAP3K7
ENST00000700583	MAP3K7
ENST00000700589	MAP3K7
ENST00000700590	MAP3K7
ENST00000700597	NUP98
ENST00000700598	NUP98
ENST00000700603	NUP98
ENST00000700604	NUP98
ENST00000700607	NUP98
ENST00000700616	PLD3
ENST00000700617	PLD3
ENST00000700621	PLD3
ENST00000700622	PLD3
ENST00000700623	PLD3
ENST00000700628	PLD3
ENST00000700630	PLD3
ENST00000700635	PLD3
ENST00000700636	PLD3
ENST00000700637	PLD3
ENST00000700640	MDN1
ENST00000700641	MDN1
ENST00000700642	MDN1
ENST00000700643	MDN1
ENST00000700645	MDN1
ENST00000700647	MDN1
ENST00000700648	MDN1
ENST00000700649	MDN1
ENST00000700650	MDN1
ENST00000700651	MDN1
ENST00000700652	MDN1
ENST00000700653	MDN1
ENST00000700654	MDN1
ENST00000700655	MDN1
ENST00000700658	OS9
ENST00000700659	OS9
ENST00000700661	OS9
ENST00000700662	OS9
ENST00000700663	OS9
ENST00000700665	OS9
ENST00000700667	OS9
ENST00000700669	CARMIL1
ENST00000700671	CHD7
ENST00000700673	MDN1
ENST00000700674	MDN1
ENST00000700675	MDN1
ENST00000700677	MDN1
ENST00000700681	PLEKHA5
ENST00000700685	PLEKHA5
ENST00000700686	PLEKHA5
ENST00000700687	PLEKHA5
ENST00000700688	PLEKHA5
ENST00000700689	PLEKHA5
ENST00000700691	PLEKHA5
ENST00000700692	PLEKHA5
ENST00000700693	PLEKHA5
ENST00000700694	PLEKHA5
ENST00000700700	FAM95A
ENST00000700706	ENSG00000289814
ENST00000700707	CLTC
ENST00000700708	CLTC
ENST00000700709	CLTC
ENST00000700710	CLTC
ENST00000700712	CLTC
ENST00000700716	ENSG00000291046
ENST00000700718	ENSG00000291046
ENST00000700721	ENSG00000291046
ENST00000700746	PLEKHF2
ENST00000700753	CHD3
ENST00000700754	CLASP1
ENST00000700755	CLASP1
ENST00000700758	SDHAP4
ENST00000700769	BMS1P1
ENST00000700786	ENSG00000291149
ENST00000700798	ENSG00000291259
ENST00000700800	MAD2L1-DT
ENST00000700879	ENSG00000291046
ENST00000700880	LINC00391
ENST00000700919	RRP7BP
ENST00000700924	ENSG00000291075
ENST00000700928	LINC00320
ENST00000700950	ENSG00000291149
ENST00000700963	ENSG00000291066
ENST00000700986	FCGR1BP
ENST00000700991	MIR9-1HG
ENST00000701000	CRYBB2P1
ENST00000701028	ENSG00000291075
ENST00000701035	RPL23AP7
ENST00000701044	ENSG00000289852
ENST00000701069	ENSG00000257252
ENST00000701087	ENSG00000289854
ENST00000701091	TLE1-DT
ENST00000701106	ENSG00000289855
ENST00000701119	LINC-PINT
ENST00000701128	ENSG00000289858
ENST00000701131	TEKT4P2
ENST00000701137	ENSG00000291203
ENST00000701159	MIR222HG
ENST00000701167	HLA-L
ENST00000701168	ENSG00000291185
ENST00000701190	ENSG00000291117
ENST00000701195	MIR9-1HG
ENST00000701199	BMS1P1
ENST00000701215	RPL34-DT
ENST00000701230	MYLK-AS1
ENST00000701245	ENSG00000230960
ENST00000701246	ENSG00000291203
ENST00000701255	ENSG00000289872
ENST00000701299	DHRS4-AS1
ENST00000701318	ENSG00000291159
ENST00000701323	ENSG00000289878
ENST00000701343	ENSG00000289883
ENST00000701368	ENSG00000291075
ENST00000701399	ENSG00000285728
ENST00000701424	ENSG00000267383
ENST00000701429	ENSG00000286084
ENST00000701450	GBAP1
ENST00000701482	TMC3-AS1
ENST00000701499	ENSG00000289902
ENST00000701517	ENSG00000289047
ENST00000701522	SDHAP4
ENST00000701524	ENSG00000291203
ENST00000701569	ENSG00000289910
ENST00000701593	ENSG00000291203
ENST00000701594	LINC-PINT
ENST00000701612	ENSG00000289912
ENST00000701623	ENSG00000289913
ENST00000701637	ENSG00000289915
ENST00000701640	GUSBP1
ENST00000701707	ENSG00000289477
ENST00000701714	ENSG00000291062
ENST00000701722	DPH6-DT
ENST00000701725	ENSG00000286391
ENST00000701745	ENSG00000291066
ENST00000701748	NOP14-AS1
ENST00000701749	HCG25
ENST00000701752	ENSG00000291100
ENST00000701754	ENSG00000291075
ENST00000701768	LINC01128
ENST00000701773	MIR34AHG
ENST00000701788	RFX3-DT
ENST00000701828	ENSG00000289931
ENST00000701829	ENSG00000291075
ENST00000701844	ENSG00000287001
ENST00000701847	LINC02762
ENST00000701857	ENSG00000291207
ENST00000701892	ENSG00000286153
ENST00000701928	ENSG00000289941
ENST00000701945	ENSG00000253736
ENST00000701957	CCDC144BP
ENST00000701961	ENSG00000289943
ENST00000701982	ENSG00000289945
ENST00000702008	ENSG00000289948
ENST00000702022	ENSG00000291133
ENST00000702028	CCDC144BP
