gene_name	canonical_iso_idx	canonical_iso_id	canonical_source
RIPPLY2	46879	RIPPLY2-203	longest_CDS
RIT1	46880	RIT1-202	MANE
RIT2	46883	RIT2-201	MANE
RITA1	46885	RITA1-201	MANE
RLBP1	46889	RLBP1-201	MANE
RLF	46890	RLF-201	MANE
RLIM	46892	RLIM-201	MANE
RMC1	46895	RMC1-201	MANE
RMDN1	46898	RMDN1-201	MANE
RMDN2	46900	RMDN2-202	MANE
RMDN3	46903	RMDN3-202	MANE
RMI1	46906	RMI1-202	MANE
RMI2	46908	RMI2-201	MANE
RMND1	46912	RMND1-202	MANE
RMND5A	46917	RMND5A-201	MANE
RMND5B	46918	RMND5B-201	MANE
RMST	46925	RMST-216	longest_CDS
RN7SL832P	46928	RN7SL832P-201	Ensembl
RNASE1	46931	RNASE1-202	MANE
RNASE2	46932	RNASE2-201	MANE
RNASE4	46933	RNASE4-203	MANE
RNASEH1	46935	RNASEH1-201	MANE
RNASEH1-DT	46939	RNASEH1-DT-203	Ensembl
RNASEH2A	46940	RNASEH2A-201	MANE
RNASEH2B	46942	RNASEH2B-201	MANE
RNASEH2C	46953	RNASEH2C-201	MANE
RNASEK	46961	RNASEK-202	longest_CDS
RNASEL	46964	RNASEL-201	MANE
RNASET2	46974	RNASET2-210	MANE
RND1	46976	RND1-201	MANE
RND2	46977	RND2-202	MANE
RND3	46980	RND3-201	MANE
RNF10	46985	RNF10-201	MANE
RNF103	46986	RNF103-201	MANE
RNF11	46988	RNF11-201	MANE
RNF111	46989	RNF111-201	MANE
RNF112	46996	RNF112-201	MANE
RNF113A	46998	RNF113A-201	MANE
RNF114	47000	RNF114-201	MANE
RNF115	47002	RNF115-202	MANE
RNF121	47006	RNF121-201	MANE
RNF122	47007	RNF122-201	MANE
RNF123	47010	RNF123-201	MANE
RNF125	47013	RNF125-201	MANE
RNF126	47015	RNF126-201	MANE
RNF128	47020	RNF128-201	MANE
RNF13	47025	RNF13-203	MANE
RNF130	47027	RNF130-205	MANE
RNF133	47030	RNF133-201	MANE
RNF135	47032	RNF135-202	MANE
RNF138	47034	RNF138-202	MANE
RNF139	47037	RNF139-201	MANE
RNF139-DT			no_CDS
RNF14	47041	RNF14-205	MANE
RNF141	47043	RNF141-201	MANE
RNF144A	47046	RNF144A-201	MANE
RNF144B	47050	RNF144B-201	MANE
RNF145	47055	RNF145-202	MANE
RNF146	47063	RNF146-202	MANE
RNF148	47070	RNF148-201	MANE
RNF149	47072	RNF149-201	MANE
RNF150	47073	RNF150-206	MANE
RNF152	47077	RNF152-201	MANE
RNF157	47079	RNF157-201	MANE
RNF157-AS1			no_CDS
RNF165	47085	RNF165-201	MANE
RNF166	47091	RNF166-201	MANE
RNF167	47098	RNF167-201	MANE
RNF168	47100	RNF168-201	MANE
RNF169	47102	RNF169-201	MANE
RNF17	47103	RNF17-201	MANE
RNF170	47105	RNF170-206	MANE
RNF175	47109	RNF175-201	MANE
RNF180	47112	RNF180-202	MANE
RNF181	47115	RNF181-201	MANE
RNF182	47116	RNF182-204	MANE
RNF185	47119	RNF185-202	MANE
RNF187	47120	RNF187-201	MANE
RNF19A	47122	RNF19A-201	MANE
RNF19B	47125	RNF19B-201	MANE
RNF2	47127	RNF2-202	MANE
RNF20	47129	RNF20-202	MANE
RNF207	47132	RNF207-201	MANE
RNF212	47133	RNF212-216	longest_CDS
RNF213	47138	RNF213-220	MANE
RNF213-AS1			no_CDS
RNF214	47148	RNF214-201	MANE
RNF215	47155	RNF215-203	MANE
RNF216	47159	RNF216-202	MANE
RNF216P1	47162	RNF216P1-209	longest_CDS
RNF217	47163	RNF217-210	MANE
RNF217-AS1	47168	transcript171822.chr6.nic	longest_CDS
RNF220	47172	RNF220-203	MANE
RNF227	47176	RNF227-201	MANE
RNF24	47181	RNF24-202	MANE
RNF25	47182	RNF25-201	MANE
RNF26	47183	RNF26-201	MANE
RNF31	47186	RNF31-201	MANE
RNF32-DT	47196	RNF32-DT-201	longest_CDS
RNF34	47202	RNF34-201	MANE
RNF38	47206	RNF38-202	APPRIS
RNF4	47212	RNF4-201	MANE
RNF40	47216	RNF40-201	MANE
RNF41	47219	RNF41-201	MANE
RNF43	47222	transcript100292.chr17.nnic	longest_CDS
RNF44	47223	RNF44-201	MANE
RNF5	47224	RNF5-203	MANE
RNF6	47226	RNF6-203	MANE
RNF7	47233	RNF7-201	MANE
RNF8	47236	RNF8-202	MANE
RNFT1	47238	RNFT1-201	MANE
RNFT2	47245	RNFT2-201	MANE
RNGTT	47247	RNGTT-202	MANE
RNH1	47253	RNH1-201	MANE
RNLS	47259	RNLS-201	MANE
RNMT	47262	RNMT-202	MANE
RNPC3	47269	RNPC3-201	MANE
RNPEP	47270	RNPEP-201	MANE
RNPEPL1	47273	RNPEPL1-201	MANE
RNPS1	47282	RNPS1-202	MANE
RO60	47288	RO60-206	MANE
ROBO1	47295	ROBO1-202	MANE
ROBO2	47299	ROBO2-213	MANE
ROBO3	47316	ROBO3-201	MANE
ROBO4	47317	ROBO4-201	MANE
ROCK1	47319	ROCK1-201	MANE
ROCK1P1	47322	ROCK1P1-204	longest_CDS
ROCK2	47323	ROCK2-202	MANE
ROGDI	47330	ROGDI-201	MANE
ROM1	47332	ROM1-201	MANE
ROMO1	47334	ROMO1-204	APPRIS
ROPN1B	47335	ROPN1B-205	longest_CDS
ROPN1L	47336	ROPN1L-201	MANE
ROR1	47337	ROR1-201	MANE
ROR2	47339	ROR2-201	MANE
RORA	47344	RORA-203	MANE
RORA-AS1			no_CDS
RORB	47349	RORB-201	MANE
ROS1	47351	ROS1-201	MANE
RP2	47354	RP2-201	MANE
RP9	47355	RP9-201	MANE
RP9P	47360	RP9P-202	Ensembl
RPA1	47362	RPA1-201	MANE
RPA2	47363	RPA2-203	MANE
RPA3	47364	RPA3-201	MANE
RPA4	47365	RPA4-201	MANE
RPAIN	47375	RPAIN-203	MANE
RPAP1	47377	RPAP1-201	MANE
RPAP2	47381	RPAP2-203	MANE
RPAP3	47383	RPAP3-201	MANE
RPE	47388	RPE-202	MANE
RPE65	47391	RPE65-201	MANE
RPEL1	47392	RPEL1-201	MANE
RPF1	47393	RPF1-201	MANE
RPF2	47394	RPF2-203	MANE
RPGR	47399	RPGR-216	MANE
RPGRIP1L	47408	RPGRIP1L-211	APPRIS
RPH3A	47416	RPH3A-201	MANE
RPH3AL	47420	transcript21.chr17.nic	longest_CDS
RPH3AL-AS1			no_CDS
RPIA	47422	RPIA-201	MANE
RPL10	47423	RPL10-202	MANE
RPL10A	47434	RPL10A-201	MANE
RPL11	47441	RPL11-206	MANE
RPL12	47443	RPL12-201	MANE
RPL13	47450	RPL13-201	MANE
RPL13A	47455	RPL13A-201	MANE
RPL14	47460	RPL14-202	MANE
RPL15	47465	RPL15-201	MANE
RPL17	47476	RPL17-208	MANE
RPL18	47481	RPL18-208	MANE
RPL18A	47483	RPL18A-201	MANE
RPL19	47493	RPL19-201	MANE
RPL21	47500	RPL21-202	MANE
RPL22	47502	RPL22-201	MANE
RPL22L1	47505	RPL22L1-201	MANE
RPL23	47511	RPL23-206	MANE
RPL23A	47516	RPL23A-204	MANE
RPL23AP7	47517	RPL23AP7-205	longest_CDS
RPL24	47524	RPL24-201	MANE
RPL26	47532	RPL26-213	MANE
RPL26L1	47534	RPL26L1-201	MANE
RPL26L1-AS1	47535	RPL26L1-AS1-201	Ensembl
RPL27	47536	RPL27-201	MANE
RPL27A	47540	RPL27A-201	MANE
RPL28	47542	RPL28-201	MANE
RPL29	47549	RPL29-201	MANE
RPL3	47552	RPL3-201	MANE
RPL30	47563	RPL30-201	MANE
RPL31	47569	RPL31-201	MANE
RPL32	47571	RPL32-204	MANE
RPL34	47581	RPL34-202	MANE
RPL34-DT	47582	RPL34-DT-205	longest_CDS
RPL35	47585	RPL35-201	MANE
RPL35A	47586	RPL35A-211	MANE
RPL36	47590	RPL36-201	MANE
RPL36A	47592	RPL36A-202	longest_CDS
RPL36AL	47595	RPL36AL-201	MANE
RPL37	47596	RPL37-201	MANE
RPL37A	47602	RPL37A-210	MANE
RPL38	47606	RPL38-201	MANE
RPL39	47610	RPL39-201	MANE
RPL39L	47611	RPL39L-201	MANE
RPL4	47615	RPL4-201	MANE
RPL41	47618	RPL41-204	MANE
RPL5	47622	RPL5-202	MANE
RPL6	47623	RPL6-201	MANE
RPL7	47630	RPL7-201	MANE
RPL7A	47635	RPL7A-202	MANE
RPL7L1	47638	RPL7L1-208	MANE
RPL8	47645	RPL8-207	MANE
RPL9	47651	RPL9-201	MANE
RPLP0	47655	RPLP0-203	MANE
RPLP1	47665	RPLP1-201	MANE
RPLP2	47669	RPLP2-201	MANE
RPN1	47672	RPN1-201	MANE
RPN2	47673	RPN2-201	MANE
RPP14	47677	RPP14-201	MANE
RPP21	47679	RPP21-224	MANE
RPP25	47682	RPP25-201	MANE
RPP25L	47684	RPP25L-202	MANE
RPP30	47688	RPP30-202	MANE
RPP38	47690	RPP38-201	MANE
RPP38-DT	47697	RPP38-DT-201	Ensembl
RPP40	47699	RPP40-202	MANE
RPRD1A	47703	RPRD1A-202	MANE
RPRD1B	47706	RPRD1B-201	MANE
RPRD2	47711	RPRD2-202	MANE
RPRM	47712	RPRM-201	MANE
RPRML	47713	RPRML-201	MANE
RPS10	47714	RPS10-209	MANE
RPS11	47721	RPS11-201	MANE
RPS12	47724	RPS12-201	MANE
RPS13	47727	RPS13-202	MANE
RPS14	47729	RPS14-203	MANE
RPS15	47732	RPS15-209	MANE
RPS15A	47738	RPS15A-201	MANE
RPS16	47741	RPS16-201	MANE
RPS17	47743	RPS17-209	MANE
RPS18	47746	RPS18-230	MANE
RPS19	47748	RPS19-206	MANE
RPS19BP1	47756	RPS19BP1-201	MANE
RPS2	47757	RPS2-201	MANE
RPS20	47762	RPS20-201	MANE
RPS21	47766	RPS21-201	MANE
RPS23	47771	RPS23-201	MANE
RPS24	47772	RPS24-202	MANE
RPS25	47781	RPS25-202	MANE
RPS26			no_CDS
RPS27	47786	RPS27-205	MANE
RPS27A	47789	RPS27A-201	MANE
RPS27L	47796	RPS27L-201	MANE
RPS28	47800	RPS28-203	MANE
RPS29	47806	RPS29-201	MANE
RPS3	47811	RPS3-217	MANE
RPS3A	47815	RPS3A-201	MANE
RPS4X	47820	RPS4X-201	MANE
RPS4Y1	47823	RPS4Y1-201	MANE
RPS5	47827	RPS5-201	MANE
RPS6	47828	RPS6-204	MANE
RPS6KA1	47833	RPS6KA1-204	MANE
RPS6KA2	47835	RPS6KA2-201	MANE
RPS6KA3	47842	RPS6KA3-201	MANE
RPS6KA4	47846	RPS6KA4-201	MANE
RPS6KA5	47847	RPS6KA5-207	MANE
RPS6KA6	47851	RPS6KA6-201	MANE
RPS6KB1	47853	RPS6KB1-201	MANE
RPS6KB2	47860	RPS6KB2-201	MANE
RPS6KC1	47868	RPS6KC1-202	MANE
RPS6KL1	47871	RPS6KL1-216	MANE
RPS7	47876	RPS7-210	MANE
RPS8	47883	RPS8-202	MANE
RPS9	47891	RPS9-201	MANE
RPSA	47895	RPSA-201	MANE
RPSA2	47907	RPSA2-204	MANE
RPTOR	47909	RPTOR-209	longest_CDS
RPUSD1	47913	RPUSD1-201	MANE
RPUSD2	47918	RPUSD2-201	MANE
RPUSD3	47920	RPUSD3-201	MANE
RPUSD4	47924	RPUSD4-201	MANE
RRAD	47927	RRAD-201	MANE
RRAGA	47928	RRAGA-201	MANE
RRAGB	47929	RRAGB-202	MANE
RRAGC	47932	RRAGC-201	MANE
RRAGD	47935	RRAGD-202	MANE
RRAS	47936	RRAS-201	MANE
RRAS2	47937	RRAS2-201	MANE
RRBP1	47939	RRBP1-204	MANE
RREB1	47946	RREB1-204	MANE
RRM1	47948	RRM1-201	MANE
RRM2			no_CDS
RRM2B	47951	RRM2B-201	MANE
RRN3	47954	RRN3-201	MANE
RRN3P3	47956	RRN3P3-202	Ensembl
RRP1	47957	RRP1-207	MANE
RRP12	47960	RRP12-211	longest_CDS
RRP15	47963	RRP15-201	MANE
RRP1B	47965	RRP1B-201	MANE
RRP36	47966	RRP36-201	MANE
RRP7A	47968	RRP7A-201	MANE
RRP7BP	47972	RRP7BP-202	Ensembl
RRP8	47977	RRP8-201	MANE
RRP9	47980	RRP9-201	MANE
RRS1	47982	RRS1-201	MANE
RSAD1	47983	RSAD1-201	MANE
RSAD2	47985	RSAD2-201	MANE
RSBN1	47988	RSBN1-201	MANE
RSBN1L	47991	RSBN1L-201	MANE
RSC1A1	47993	RSC1A1-201	MANE
RSF1	47997	RSF1-201	MANE
RSKR	48002	RSKR-201	MANE
RSL1D1	48006	RSL1D1-204	MANE
RSL24D1	48008	RSL24D1-201	MANE
RSPH1	48013	RSPH1-201	MANE
RSPH3	48015	RSPH3-201	MANE
RSPH4A	48018	RSPH4A-201	MANE
RSPH9	48019	RSPH9-201	MANE
RSPO2	48020	RSPO2-201	MANE
RSPO3	48025	RSPO3-201	MANE
RSPRY1	48028	RSPRY1-201	MANE
RSRC1	48034	RSRC1-215	MANE
RSRC2	48047	RSRC2-201	MANE
RSRP1	48056	RSRP1-201	MANE
RSU1	48059	RSU1-201	MANE
RTCA	48063	RTCA-203	MANE
RTCA-AS1	48066	RTCA-AS1-203	longest_CDS
RTCB	48068	RTCB-201	MANE
RTEL1	48069	RTEL1-203	MANE
RTF1	48075	RTF1-201	MANE
RTF2	48077	RTF2-202	MANE
RTKN	48081	RTKN-202	MANE
RTKN2	48088	RTKN2-202	MANE
RTL10	48091	RTL10-201	MANE
RTL5	48093	RTL5-202	Ensembl
RTL6	48094	RTL6-201	MANE
RTL8A	48095	RTL8A-201	MANE
RTL8B	48096	RTL8B-201	MANE
RTL8C	48097	RTL8C-201	MANE
RTN1	48100	RTN1-201	MANE
RTN2	48105	RTN2-202	longest_CDS
RTN3	48114	RTN3-206	MANE
RTN4	48122	RTN4-202	MANE
RTN4IP1	48126	RTN4IP1-201	MANE
RTN4R	48129	RTN4R-201	MANE
RTN4RL1	48130	RTN4RL1-201	MANE
RTN4RL2	48131	RTN4RL2-201	MANE
RTP1	48132	RTP1-201	MANE
RTP4	48133	RTP4-201	MANE
RTP5	48134	RTP5-201	MANE
RTRAF	48135	RTRAF-201	MANE
RTTN	48150	RTTN-222	MANE
RUBCN	48157	RUBCN-202	MANE
RUBCNL	48161	RUBCNL-208	MANE
RUFY1	48166	RUFY1-201	MANE
RUFY2	48174	RUFY2-213	MANE
RUFY3	48176	RUFY3-202	MANE
RUNDC1	48180	RUNDC1-201	MANE
RUNDC3A	48183	RUNDC3A-202	MANE
RUNDC3A-AS1	48188	RUNDC3A-AS1-201	longest_CDS
RUNDC3B	48189	RUNDC3B-203	MANE
RUNX1	48198	transcript28680.chr21.nic	longest_CDS
RUNX1T1	48203	RUNX1T1-204	Ensembl
RUNX2	48213	RUNX2-211	longest_CDS
RUSC1	48217	RUSC1-204	MANE
RUSC2	48225	RUSC2-201	MANE
RUSF1	48228	RUSF1-201	MANE
RUSF1-DT	48231	RUSF1-DT-202	Ensembl
RUVBL1	48235	RUVBL1-201	MANE
RUVBL2	48237	RUVBL2-206	MANE
RWDD1	48243	RWDD1-202	MANE
RWDD2A	48244	RWDD2A-201	MANE
RWDD2B	48245	RWDD2B-207	MANE
RWDD3	48252	RWDD3-202	MANE
RWDD3-DT	48255	RWDD3-DT-203	Ensembl
RWDD4	48259	transcript215508.chr4.nic	longest_CDS
RXFP1	48263	RXFP1-201	MANE
RXFP2	48265	RXFP2-201	MANE
RXFP3	48266	RXFP3-201	MANE
RXRA	48267	transcript223537.chr9.nnic	longest_CDS
RXRB	48269	RXRB-201	MANE
RXRG	48272	RXRG-201	MANE
RXYLT1	48280	RXYLT1-201	MANE
RYBP	48283	RYBP-201	Ensembl
RYK	48285	RYK-208	MANE
RYR1	48287	RYR1-202	MANE
RYR2	48292	RYR2-201	MANE
RYR3	48296	RYR3-208	longest_CDS
RYR3-DT	48303	RYR3-DT-203	Ensembl
S100A10	48304	S100A10-202	MANE
S100A11	48305	S100A11-201	MANE
S100A13	48307	S100A13-204	APPRIS
S100A16	48309	S100A16-204	MANE
S100A4	48311	S100A4-204	MANE
S100A6	48313	S100A6-201	MANE
S100A8	48314	S100A8-202	MANE
S100A9	48315	S100A9-201	MANE
S100B	48318	S100B-201	MANE
S100PBP	48321	S100PBP-202	MANE
S100Z	48324	transcript104577.chr5.nnic	longest_CDS
S1PR1	48325	S1PR1-201	MANE
S1PR1-DT	48326	S1PR1-DT-202	Ensembl
S1PR2	48327	S1PR2-201	MANE
S1PR3	48328	S1PR3-202	MANE
S1PR4	48331	S1PR4-201	MANE
S1PR5	48333	S1PR5-201	MANE
SAAL1	48336	SAAL1-202	MANE
SAC3D1	48339	SAC3D1-204	MANE
SACM1L	48348	SACM1L-201	MANE
SACS	48358	SACS-201	MANE
SAE1	48372	SAE1-201	MANE
SAFB	48380	SAFB-205	MANE
SAFB2	48388	SAFB2-201	MANE
SALL1	48393	SALL1-201	MANE
SALL2	48394	SALL2-202	MANE
SALL3	48397	SALL3-202	MANE
SALL4	48398	SALL4-201	MANE
SAMD1	48399	SAMD1-202	Ensembl
SAMD10	48400	SAMD10-201	MANE
SAMD12	48402	SAMD12-201	MANE
SAMD12-AS1			no_CDS
SAMD13	48406	SAMD13-206	MANE
SAMD14	48408	SAMD14-202	MANE
SAMD15	48409	SAMD15-201	MANE
SAMD4A	48411	SAMD4A-204	MANE
SAMD4B	48418	SAMD4B-212	MANE
SAMD5	48420	SAMD5-201	MANE
SAMD8	48421	SAMD8-205	longest_CDS
SAMD9	48425	SAMD9-201	MANE
SAMD9L	48427	SAMD9L-201	MANE
SAMHD1	48440	SAMHD1-221	MANE
SAMM50	48443	SAMM50-201	MANE
SAMMSON			no_CDS
SAMSN1	48446	SAMSN1-204	MANE
SANBR	48452	SANBR-203	MANE
SAP130	48454	SAP130-206	MANE
SAP18	48457	SAP18-201	MANE
SAP30	48461	SAP30-201	MANE
SAP30-DT	48462	SAP30-DT-206	longest_CDS
SAP30BP	48470	SAP30BP-225	MANE
SAP30L	48471	SAP30L-201	MANE
SAPCD1	48473	SAPCD1-208	MANE
SAPCD2	48475	SAPCD2-201	MANE
SAR1A	48477	SAR1A-204	MANE
SAR1B	48481	SAR1B-201	MANE
SARAF	48484	SARAF-201	MANE
SARM1	48489	SARM1-208	MANE
SARNP	48493	SARNP-201	MANE
SARS1	48495	SARS1-201	MANE
SARS2	48502	SARS2-201	MANE
SART1	48503	SART1-201	MANE
SART3	48511	SART3-206	MANE
SASH1	48516	SASH1-201	MANE
SASH3	48518	SASH3-201	MANE
SASS6	48520	SASS6-201	MANE
SAT1	48525	SAT1-204	MANE
SAT2	48527	SAT2-201	MANE
SATB1	48535	SATB1-201	MANE
SATB1-AS1	48539	SATB1-AS1-273	Ensembl
SATB2	48541	SATB2-202	MANE
SATB2-AS1			no_CDS
SATL1	48549	SATL1-203	MANE
SAV1	48551	SAV1-201	MANE
SAXO2			no_CDS
SAYSD1	48555	SAYSD1-201	MANE
SBDS	48562	SBDS-201	MANE
SBDSP1	48565	SBDSP1-208	longest_CDS
SBF1	48578	SBF1-255	longest_CDS
SBF2	48588	SBF2-227	longest_CDS
SBF2-AS1	48603	SBF2-AS1-209	Ensembl
SBK1	48604	SBK1-201	MANE
SBNO1	48607	SBNO1-203	MANE
SBNO1-AS1	48608	SBNO1-AS1-202	Ensembl
SBNO2	48610	SBNO2-201	MANE
SBSPON	48611	SBSPON-201	MANE
SC5D	48612	SC5D-201	MANE
SCAF1	48617	SCAF1-201	MANE
SCAF11	48624	SCAF11-202	MANE
SCAF4	48628	SCAF4-201	MANE
SCAF8	48630	SCAF8-201	MANE
SCAI	48634	SCAI-201	MANE
SCAMP1	48635	SCAMP1-207	MANE
SCAMP1-AS1			no_CDS
SCAMP2	48640	SCAMP2-201	MANE
SCAMP3	48642	SCAMP3-201	MANE
SCAMP4	48645	SCAMP4-201	MANE
SCAMP5	48648	SCAMP5-202	MANE
SCAND1	48653	SCAND1-201	MANE
SCAND3	48656	SCAND3-201	MANE
SCAP	48659	SCAP-201	MANE
SCAPER	48663	SCAPER-207	MANE
SCARA3	48670	SCARA3-201	MANE
SCARA5	48672	transcript70164.chr8.nic	longest_CDS
SCARB1	48677	SCARB1-201	MANE
SCARB2	48687	SCARB2-201	MANE
SCARF1	48701	SCARF1-201	MANE
SCARF2	48702	SCARF2-202	MANE
SCART1	48704	SCART1-201	longest_CDS
SCCPDH	48705	SCCPDH-201	MANE
SCD	48708	SCD-201	MANE
SCD5	48711	SCD5-202	MANE
SCEL	48713	transcript67869.chr13.nnic	longest_CDS
SCFD1	48735	SCFD1-203	MANE
SCFD2	48738	SCFD2-202	MANE
SCG2	48740	SCG2-201	MANE
SCG3	48741	SCG3-201	MANE
SCG5	48744	SCG5-201	MANE
SCGB2B2	48749	SCGB2B2-203	MANE
SCGN	48751	SCGN-201	MANE
SCHIP1	48753	SCHIP1-201	Ensembl
SCIMP	48758	SCIMP-203	MANE
SCIN	48759	SCIN-201	MANE
SCLT1	48765	SCLT1-201	MANE
SCLY	48769	SCLY-201	MANE
SCMH1	48771	SCMH1-213	MANE
SCML1	48778	SCML1-207	longest_CDS
SCML2	48783	SCML2-201	MANE
SCML4	48787	SCML4-201	MANE
SCN11A			no_CDS
SCN1A	48801	SCN1A-201	longest_CDS
SCN1A-AS1			no_CDS
SCN1B	48813	SCN1B-201	MANE
SCN2A	48822	SCN2A-202	MANE
SCN2B	48829	SCN2B-201	MANE
SCN3A	48837	SCN3A-201	MANE
SCN3B	48844	SCN3B-201	MANE
SCN4B	48845	transcript182294.chr11.nnic	longest_CDS
SCN5A	48847	SCN5A-203	longest_CDS
SCN7A	48848	SCN7A-205	MANE
SCN8A	48861	SCN8A-209	MANE
SCN9A	48867	SCN9A-206	MANE
SCNM1	48870	SCNM1-202	MANE
SCNN1D	48873	SCNN1D-206	longest_CDS
SCNN1G	48874	SCNN1G-201	MANE
SCO1	48876	SCO1-201	MANE
SCO2	48877	SCO2-202	MANE
SCOC	48879	SCOC-209	MANE
SCOC-AS1	48881	SCOC-AS1-205	longest_CDS
SCP2	48886	SCP2-203	MANE
SCPEP1	48889	SCPEP1-201	MANE
SCRG1	48892	SCRG1-201	MANE
SCRIB	48895	SCRIB-202	MANE
SCRN1	48901	SCRN1-201	MANE
SCRN2	48906	SCRN2-201	MANE
SCRN3	48911	SCRN3-201	MANE
SCTR	48912	SCTR-201	MANE
SCTR-AS1	48913	SCTR-AS1-202	Ensembl
SCUBE1	48914	SCUBE1-202	MANE
SCUBE2	48919	SCUBE2-214	MANE
SCUBE3	48920	SCUBE3-201	MANE
SCUBE3-AS1	48921	SCUBE3-AS1-201	Ensembl
SCX	48922	SCX-201	MANE
SCYL1	48925	SCYL1-201	MANE
SCYL2	48928	SCYL2-201	MANE
SCYL3	48931	SCYL3-202	MANE
SDAD1	48936	SDAD1-201	MANE
SDC2	48938	SDC2-201	MANE
SDC3	48940	SDC3-202	MANE
SDC4	48942	SDC4-201	MANE
SDCBP	48945	SDCBP-201	MANE
SDCBP2	48948	SDCBP2-203	longest_CDS
SDCBP2-AS1	48950	SDCBP2-AS1-204	Ensembl
SDCCAG8	48955	SDCCAG8-201	MANE
SDE2	48958	SDE2-201	MANE
SDF2	48961	SDF2-201	MANE
SDF2L1	48963	SDF2L1-201	MANE
SDF4	48966	SDF4-202	MANE
SDHA	48979	SDHA-201	MANE
SDHAF1	48980	SDHAF1-201	MANE
SDHAF2	48982	SDHAF2-201	MANE
SDHAF3	48984	SDHAF3-202	MANE
SDHAF4	48985	SDHAF4-201	MANE
SDHAP1	48989	SDHAP1-206	Ensembl
SDHAP4	48991	SDHAP4-203	longest_CDS
SDHB	48997	SDHB-201	MANE
SDHC	49001	SDHC-202	MANE
SDHD	49003	SDHD-201	MANE
SDK1	49005	SDK1-202	MANE
SDK2	49007	SDK2-201	MANE
SDR16C5	49009	SDR16C5-201	MANE
SDR39U1	49015	SDR39U1-201	MANE
SDS	49016	SDS-201	MANE
SDSL	49017	SDSL-202	MANE
SEC11A	49022	SEC11A-201	MANE
SEC11C	49027	SEC11C-204	MANE
SEC13	49031	SEC13-202	MANE
SEC14L1	49036	SEC14L1-204	MANE
SEC14L2	49044	SEC14L2-214	MANE
SEC14L5	49046	SEC14L5-201	MANE
SEC14L6	49048	SEC14L6-203	longest_CDS
SEC16A	49053	SEC16A-210	MANE
SEC16B	49059	SEC16B-201	MANE
SEC22A	49061	SEC22A-210	MANE
SEC22B	49062	SEC22B-201	MANE
SEC22C	49064	SEC22C-201	MANE
SEC23A	49066	SEC23A-201	MANE
SEC23B	49070	SEC23B-211	MANE
SEC23IP	49074	SEC23IP-201	MANE
SEC24A	49076	SEC24A-202	MANE
SEC24B	49077	SEC24B-201	MANE
SEC24B-AS1			no_CDS
SEC24C	49084	SEC24C-202	MANE
SEC24D	49087	SEC24D-201	MANE
SEC31A	49097	SEC31A-205	MANE
SEC31B	49108	SEC31B-201	MANE
SEC61A1	49117	SEC61A1-201	MANE
SEC61A2	49121	SEC61A2-201	MANE
SEC61B	49123	SEC61B-201	MANE
SEC61G	49125	SEC61G-201	MANE
SEC62	49127	SEC62-201	MANE
SEC63	49131	SEC63-201	MANE
SECISBP2	49138	SECISBP2-202	MANE
SECISBP2L	49140	SECISBP2L-209	MANE
SECTM1	49143	SECTM1-201	MANE
SEH1L	49145	SEH1L-202	MANE
SEL1L	49146	SEL1L-201	MANE
SEL1L3	49150	transcript68635.chr4.nic	longest_CDS
SELE	49152	SELE-201	MANE
SELENBP1	49156	SELENBP1-201	MANE
SELENOF	49161	SELENOF-201	MANE
SELENOH	49162	SELENOH-204	MANE
SELENOI	49166	SELENOI-201	MANE
SELENOK	49167	SELENOK-204	MANE
SELENOM	49168	SELENOM-201	MANE
SELENON	49171	SELENON-202	MANE
SELENOO	49172	SELENOO-201	MANE
SELENOP	49177	SELENOP-214	MANE
SELENOS	49178	SELENOS-203	MANE
SELENOT	49182	SELENOT-202	MANE
SELENOW	49184	SELENOW-211	MANE
SELL	49190	SELL-207	longest_CDS
SELPLG	49192	SELPLG-203	MANE
SEM1	49193	SEM1-201	MANE
SEMA3A	49209	SEMA3A-201	MANE
SEMA3B	49218	SEMA3B-212	MANE
SEMA3B-AS1	49219	SEMA3B-AS1-201	Ensembl
SEMA3C	49220	SEMA3C-201	MANE
SEMA3D	49222	SEMA3D-201	MANE
SEMA3E	49223	SEMA3E-204	MANE
SEMA4A	49224	SEMA4A-201	APPRIS
SEMA4B	49227	SEMA4B-202	MANE
SEMA4C	49231	SEMA4C-201	MANE
SEMA4D	49240	SEMA4D-208	MANE
SEMA4F	49249	SEMA4F-202	MANE
SEMA4G	49250	SEMA4G-201	MANE
SEMA5A	49254	SEMA5A-201	MANE
SEMA5B	49257	SEMA5B-202	MANE
SEMA6A	49264	SEMA6A-202	MANE
SEMA6B	49266	transcript10795.chr19.nic	longest_CDS
SEMA6C	49267	SEMA6C-204	MANE
SEMA6D	49275	SEMA6D-207	MANE
SEMA7A	49279	SEMA7A-201	MANE
SENP1	49281	SENP1-204	MANE
SENP2	49287	SENP2-201	MANE
SENP3	49289	SENP3-201	MANE
SENP5	49291	SENP5-201	MANE
SENP6	49299	SENP6-205	MANE
SENP7	49308	SENP7-207	MANE
SENP8	49310	SENP8-201	MANE
SEPHS1	49312	SEPHS1-201	MANE
SEPHS2	49313	SEPHS2-201	MANE
SEPSECS	49316	SEPSECS-202	MANE
SEPSECS-AS1	49321	SEPSECS-AS1-201	Ensembl
SEPTIN10	49324	SEPTIN10-202	MANE
SEPTIN11	49330	SEPTIN11-201	MANE
SEPTIN2	49336	SEPTIN2-203	MANE
