gene_base	gene_versioned	canonical_enst_base	canonical_iso_idx	canonical_source	canonical_iso_id
ENSG00000182511	ENSG00000182511.12	ENST00000328850	9334	MANE	ENST00000328850.8
ENSG00000182512	ENSG00000182512.5	ENST00000331334	9542	MANE	ENST00000331334.5
ENSG00000182518	ENSG00000182518.14	ENST00000685693	34806	MANE	ENST00000685693.1
ENSG00000182533	ENSG00000182533.7	ENST00000343849	10870	MANE	ENST00000343849.3
ENSG00000182534	ENSG00000182534.14	ENST00000449428	22148	MANE	ENST00000449428.7
ENSG00000182541	ENSG00000182541.18	ENST00000331728	9578	MANE	ENST00000331728.9
ENSG00000182544	ENSG00000182544.9	ENST00000329548	9387	MANE	ENST00000329548.5
ENSG00000182551	ENSG00000182551.14	ENST00000327435	9232	MANE	ENST00000327435.11
ENSG00000182552	ENSG00000182552.15	ENST00000326397	9141	MANE	ENST00000326397.10
ENSG00000182568	ENSG00000182568.18	ENST00000338745	10285	MANE	ENST00000338745.11
ENSG00000182575	ENSG00000182575.8	ENST00000328741	9328	MANE	ENST00000328741.6
ENSG00000182578	ENSG00000182578.14	ENST00000675795	33418	MANE	ENST00000675795.1
ENSG00000182580	ENSG00000182580.3	ENST00000330394	9458	MANE	ENST00000330394.3
ENSG00000182606	ENSG00000182606.18	ENST00000327628	9250	MANE	ENST00000327628.10
ENSG00000182621	ENSG00000182621.19	ENST00000338037	10194	MANE	ENST00000338037.11
ENSG00000182628	ENSG00000182628.13	ENST00000330137	9427	MANE	ENST00000330137.12
ENSG00000182667	ENSG00000182667.15	ENST00000683400	34520	MANE	ENST00000683400.1
ENSG00000182670	ENSG00000182670.14	ENST00000418766	20029	MANE	ENST00000418766.6
ENSG00000182685	ENSG00000182685.8	ENST00000328540	9312	MANE	ENST00000328540.8
ENSG00000182704	ENSG00000182704.8	ENST00000333090	9680	MANE	ENST00000333090.5
ENSG00000182718	ENSG00000182718.18	ENST00000451270	22267	MANE	ENST00000451270.7
ENSG00000182742	ENSG00000182742.6	ENST00000332503	9636	MANE	ENST00000332503.6
ENSG00000182752	ENSG00000182752.10	ENST00000328252	9290	MANE	ENST00000328252.4
ENSG00000182759	ENSG00000182759.4	ENST00000333480	9708	MANE	ENST00000333480.3
ENSG00000182768	ENSG00000182768.9	ENST00000379095	16182	MANE	ENST00000379095.5
ENSG00000182771	ENSG00000182771.19	ENST00000327946	9268	MANE	ENST00000327946.12
ENSG00000182782	ENSG00000182782.8	ENST00000328880	9336	MANE	ENST00000328880.6
ENSG00000182809	ENSG00000182809.11	ENST00000329146	9361	MANE	ENST00000329146.9
ENSG00000182810	ENSG00000182810.7	ENST00000332395	9627	MANE	ENST00000332395.7
ENSG00000182827	ENSG00000182827.9	ENST00000366812	13169	MANE	ENST00000366812.6
ENSG00000182831	ENSG00000182831.12	ENST00000327827	9262	MANE	ENST00000327827.12
ENSG00000182836	ENSG00000182836.11	ENST00000377801	15921	MANE	ENST00000377801.8
ENSG00000182858	ENSG00000182858.14	ENST00000330817	9492	MANE	ENST00000330817.11
ENSG00000182866	ENSG00000182866.18	ENST00000336890	10051	MANE	ENST00000336890.10
ENSG00000182872	ENSG00000182872.16	ENST00000377604	15875	MANE	ENST00000377604.8
ENSG00000182899	ENSG00000182899.17	ENST00000647248	32161	MANE	ENST00000647248.2
ENSG00000182903	ENSG00000182903.16	ENST00000511833	25357	MANE	ENST00000511833.3
ENSG00000182916	ENSG00000182916.8	ENST00000332431	9628	MANE	ENST00000332431.5
ENSG00000182919	ENSG00000182919.15	ENST00000354421	11537	MANE	ENST00000354421.8
ENSG00000182923	ENSG00000182923.20	ENST00000682458	34385	longest_CDS	ENST00000682458.1
ENSG00000182934	ENSG00000182934.12	ENST00000332118	9607	MANE	ENST00000332118.11
ENSG00000182944	ENSG00000182944.18	ENST00000397938	18472	MANE	ENST00000397938.7
ENSG00000182957	ENSG00000182957.16	ENST00000382108	16749	MANE	ENST00000382108.8
ENSG00000182963	ENSG00000182963.11	ENST00000592524	29660	MANE	ENST00000592524.6
ENSG00000182979	ENSG00000182979.18	ENST00000331320	9540	MANE	ENST00000331320.12
ENSG00000182983	ENSG00000182983.15	ENST00000440367	21519	MANE	ENST00000440367.7
ENSG00000182985	ENSG00000182985.19	ENST00000331581	9567	MANE	ENST00000331581.11
ENSG00000182986	ENSG00000182986.15	ENST00000391781	17072	APPRIS	ENST00000391781.6
ENSG00000182993	ENSG00000182993.5	ENST00000330828	9497	MANE	ENST00000330828.3
ENSG00000183010	ENSG00000183010.17	ENST00000329875	9412	MANE	ENST00000329875.13
ENSG00000183011	ENSG00000183011.14	ENST00000575771	28946	MANE	ENST00000575771.6
ENSG00000183018	ENSG00000183018.9	ENST00000329078	9353	MANE	ENST00000329078.8
ENSG00000183020	ENSG00000183020.15	ENST00000332231	9616	longest_CDS	ENST00000332231.9
ENSG00000183023	ENSG00000183023.19	ENST00000332839	9660	MANE	ENST00000332839.9
ENSG00000183032	ENSG00000183032.12	ENST00000331299	9536	MANE	ENST00000331299.6
ENSG00000183044	ENSG00000183044.12	ENST00000268251	4977	MANE	ENST00000268251.13
ENSG00000183048	ENSG00000183048.12	ENST00000350690	11330	MANE	ENST00000350690.10
ENSG00000183049	ENSG00000183049.14	ENST00000619168	30903	MANE	ENST00000619168.5
ENSG00000183060	ENSG00000183060.16	ENST00000684762	34732	MANE	ENST00000684762.1
ENSG00000183077	ENSG00000183077.16	BambuTx1774	598	longest_CDS	BambuTx1774
ENSG00000183087	ENSG00000183087.15	ENST00000327773	9259	MANE	ENST00000327773.7
ENSG00000183091	ENSG00000183091.21	ENST00000397345	18352	MANE	ENST00000397345.8
ENSG00000183098	ENSG00000183098.12	ENST00000377047	15782	MANE	ENST00000377047.9
ENSG00000183111	ENSG00000183111.12	ENST00000333677	9726	MANE	ENST00000333677.7
ENSG00000183134	ENSG00000183134.5	ENST00000332539	9638	MANE	ENST00000332539.5
ENSG00000183137	ENSG00000183137.16	ENST00000517392	25609	MANE	ENST00000517392.6
ENSG00000183155	ENSG00000183155.5	ENST00000367262	13306	MANE	ENST00000367262.4
ENSG00000183160	ENSG00000183160.9	ENST00000392806	17296	MANE	ENST00000392806.4
ENSG00000183161	ENSG00000183161.6	ENST00000327470	9235	MANE	ENST00000327470.6
ENSG00000183207	ENSG00000183207.15	ENST00000595090	29765	MANE	ENST00000595090.6
ENSG00000183208	ENSG00000183208.13	ENST00000329600	9391	MANE	ENST00000329600.8
ENSG00000183230	ENSG00000183230.18	ENST00000433211	21068	MANE	ENST00000433211.7
ENSG00000183250	ENSG00000183250.14	ENST00000397841	18445	longest_CDS	ENST00000397841.5
ENSG00000183255	ENSG00000183255.12	ENST00000330938	9512	MANE	ENST00000330938.8
ENSG00000183258	ENSG00000183258.12	ENST00000330503	9467	MANE	ENST00000330503.12
ENSG00000183283	ENSG00000183283.16	ENST00000412716	19699	MANE	ENST00000412716.8
ENSG00000183287	ENSG00000183287.15	ENST00000439986	21504	MANE	ENST00000439986.9
ENSG00000183291	ENSG00000183291.18	ENST00000370554	14157	longest_CDS	ENST00000370554.5
ENSG00000183307	ENSG00000183307.4	ENST00000331437	9554	MANE	ENST00000331437.4
ENSG00000183337	ENSG00000183337.18	ENST00000378444	16058	MANE	ENST00000378444.9
ENSG00000183340	ENSG00000183340.7	ENST00000332349	9626	MANE	ENST00000332349.5
ENSG00000183354	ENSG00000183354.12	ENST00000399933	18746	MANE	ENST00000399933.8
ENSG00000183386	ENSG00000183386.11	ENST00000373016	14853	MANE	ENST00000373016.4
ENSG00000183401	ENSG00000183401.12	ENST00000458408	22750	MANE	ENST00000458408.6
ENSG00000183431	ENSG00000183431.12	ENST00000373019	14854	MANE	ENST00000373019.5
ENSG00000183439	ENSG00000183439.10	ENST00000710271	36154	MANE	ENST00000710271.1
ENSG00000183475	ENSG00000183475.13	ENST00000332783	9653	MANE	ENST00000332783.12
ENSG00000183479	ENSG00000183479.13	ENST00000330912	9509	longest_CDS	ENST00000330912.7
ENSG00000183486	ENSG00000183486.14	ENST00000330714	9486	MANE	ENST00000330714.8
ENSG00000183495	ENSG00000183495.15	ENST00000389561	17005	MANE	ENST00000389561.7
ENSG00000183496	ENSG00000183496.6	ENST00000329713	9406	MANE	ENST00000329713.5
ENSG00000183508	ENSG00000183508.5	ENST00000369448	13853	MANE	ENST00000369448.4
ENSG00000183520	ENSG00000183520.12	ENST00000373014	14852	MANE	ENST00000373014.5
ENSG00000183527	ENSG00000183527.12	ENST00000331573	9566	MANE	ENST00000331573.8
ENSG00000183530	ENSG00000183530.14	ENST00000327423	9229	MANE	ENST00000327423.11
ENSG00000183549	ENSG00000183549.10	ENST00000331849	9593	MANE	ENST00000331849.8
ENSG00000183569	ENSG00000183569.18	ENST00000327678	9252	MANE	ENST00000327678.10
ENSG00000183571	ENSG00000183571.11	ENST00000535714	26766	MANE	ENST00000535714.2
ENSG00000183576	ENSG00000183576.13	ENST00000331768	9583	MANE	ENST00000331768.10
ENSG00000183578	ENSG00000183578.8	ENST00000637513	31586	MANE	ENST00000637513.2
ENSG00000183579	ENSG00000183579.16	ENST00000544604	27371	MANE	ENST00000544604.7
ENSG00000183580	ENSG00000183580.10	ENST00000329673	9403	longest_CDS	ENST00000329673.8
ENSG00000183597	ENSG00000183597.16	ENST00000327374	9226	MANE	ENST00000327374.9
ENSG00000183605	ENSG00000183605.17	ENST00000355697	11762	MANE	ENST00000355697.7
ENSG00000183617	ENSG00000183617.5	ENST00000330133	9426	MANE	ENST00000330133.5
ENSG00000183621	ENSG00000183621.15	ENST00000436087	21267	MANE	ENST00000436087.7
ENSG00000183624	ENSG00000183624.14	ENST00000383463	16889	MANE	ENST00000383463.9
ENSG00000183648	ENSG00000183648.11	ENST00000329559	9388	longest_CDS	ENST00000329559.8
ENSG00000183655	ENSG00000183655.13	ENST00000337975	10186	MANE	ENST00000337975.6
ENSG00000183665	ENSG00000183665.5	ENST00000328599	9318	MANE	ENST00000328599.4
ENSG00000183684	ENSG00000183684.8	ENST00000505490	25004	MANE	ENST00000505490.3
ENSG00000183691	ENSG00000183691.6	ENST00000332822	9657	MANE	ENST00000332822.6
ENSG00000183696	ENSG00000183696.14	ENST00000395564	17948	MANE	ENST00000395564.9
ENSG00000183718	ENSG00000183718.6	ENST00000688015	34991	MANE	ENST00000688015.1
ENSG00000183722	ENSG00000183722.9	ENST00000379589	16288	MANE	ENST00000379589.4
ENSG00000183723	ENSG00000183723.13	ENST00000394106	17600	MANE	ENST00000394106.7
ENSG00000183726	ENSG00000183726.11	ENST00000374358	15247	MANE	ENST00000374358.5
ENSG00000183735	ENSG00000183735.11	ENST00000331710	9577	MANE	ENST00000331710.10
ENSG00000183741	ENSG00000183741.12	ENST00000407418	19255	MANE	ENST00000407418.8
ENSG00000183762	ENSG00000183762.13	ENST00000400335	18775	MANE	ENST00000400335.9
ENSG00000183763	ENSG00000183763.9	ENST00000331456	9556	MANE	ENST00000331456.7
ENSG00000183765	ENSG00000183765.24	ENST00000404276	19030	MANE	ENST00000404276.6
ENSG00000183779	ENSG00000183779.7	ENST00000331569	9565	MANE	ENST00000331569.6
ENSG00000183783	ENSG00000183783.7	ENST00000360029	12602	MANE	ENST00000360029.4
ENSG00000183784	ENSG00000183784.7	ENST00000648587	32282	Ensembl	ENST00000648587.1
ENSG00000183785	ENSG00000183785.16	ENST00000330423	9461	MANE	ENST00000330423.8
ENSG00000183798	ENSG00000183798.5	ENST00000332312	9622	MANE	ENST00000332312.4
ENSG00000183801	ENSG00000183801.8	ENST00000329293	9375	MANE	ENST00000329293.4
ENSG00000183807	ENSG00000183807.8	ENST00000368557	13626	MANE	ENST00000368557.6
ENSG00000183808	ENSG00000183808.12	ENST00000520560	25809	MANE	ENST00000520560.6
ENSG00000183814	ENSG00000183814.16	ENST00000681046	34161	MANE	ENST00000681046.1
ENSG00000183826	ENSG00000183826.19	ENST00000481247	23918	MANE	ENST00000481247.6
ENSG00000183828	ENSG00000183828.15	ENST00000392568	17250	MANE	ENST00000392568.7
ENSG00000183853	ENSG00000183853.18	ENST00000359209	12437	MANE	ENST00000359209.11
ENSG00000183864	ENSG00000183864.6	ENST00000327492	9242	MANE	ENST00000327492.4
ENSG00000183873	ENSG00000183873.20	ENST00000423572	20332	MANE	ENST00000423572.7
ENSG00000183878	ENSG00000183878.16	ENST00000682216	34323	longest_CDS	ENST00000682216.1
ENSG00000183891	ENSG00000183891.6	ENST00000333610	9718	MANE	ENST00000333610.4
ENSG00000183943	ENSG00000183943.6	ENST00000262848	4207	MANE	ENST00000262848.6
ENSG00000183955	ENSG00000183955.14	ENST00000402868	18928	MANE	ENST00000402868.8
ENSG00000183963	ENSG00000183963.19	ENST00000333137	9684	MANE	ENST00000333137.12
ENSG00000183978	ENSG00000183978.8	ENST00000328434	9303	MANE	ENST00000328434.8
ENSG00000184005	ENSG00000184005.12	ENST00000328299	9298	MANE	ENST00000328299.4
ENSG00000184007	ENSG00000184007.22	ENST00000647444	32176	MANE	ENST00000647444.2
ENSG00000184014	ENSG00000184014.9	ENST00000328194	9287	MANE	ENST00000328194.8
ENSG00000184047	ENSG00000184047.21	ENST00000464942	23047	MANE	ENST00000464942.7
ENSG00000184056	ENSG00000184056.15	ENST00000333371	9703	MANE	ENST00000333371.8
ENSG00000184058	ENSG00000184058.16	ENST00000649276	32345	MANE	ENST00000649276.2
ENSG00000184076	ENSG00000184076.13	ENST00000330029	9420	MANE	ENST00000330029.6
ENSG00000184083	ENSG00000184083.12	ENST00000375180	15434	MANE	ENST00000375180.7
ENSG00000184113	ENSG00000184113.10	ENST00000618236	30840	MANE	ENST00000618236.2
ENSG00000184117	ENSG00000184117.12	ENST00000216121	1943	MANE	ENST00000216121.12
ENSG00000184154	ENSG00000184154.16	ENST00000289488	5983	MANE	ENST00000289488.8
ENSG00000184162	ENSG00000184162.15	ENST00000331552	9563	MANE	ENST00000331552.12
ENSG00000184164	ENSG00000184164.15	ENST00000328268	9294	MANE	ENST00000328268.9
ENSG00000184178	ENSG00000184178.17	ENST00000401642	18840	MANE	ENST00000401642.8
ENSG00000184182	ENSG00000184182.19	ENST00000272930	5242	MANE	ENST00000272930.9
ENSG00000184185	ENSG00000184185.10	ENST00000583088	29166	MANE	ENST00000583088.6
ENSG00000184203	ENSG00000184203.8	ENST00000618156	30836	MANE	ENST00000618156.5
ENSG00000184205	ENSG00000184205.14	ENST00000375442	15496	MANE	ENST00000375442.8
ENSG00000184207	ENSG00000184207.9	ENST00000333503	9711	MANE	ENST00000333503.8
ENSG00000184209	ENSG00000184209.15	ENST00000526639	26175	MANE	ENST00000526639.3
ENSG00000184216	ENSG00000184216.15	ENST00000369980	14012	MANE	ENST00000369980.8
ENSG00000184220	ENSG00000184220.12	ENST00000421999	20239	MANE	ENST00000421999.8
ENSG00000184226	ENSG00000184226.15	ENST00000377865	15938	MANE	ENST00000377865.7
ENSG00000184227	ENSG00000184227.8	ENST00000311148	7828	MANE	ENST00000311148.9
ENSG00000184232	ENSG00000184232.9	ENST00000328965	9346	MANE	ENST00000328965.9
ENSG00000184254	ENSG00000184254.18	ENST00000329841	9411	MANE	ENST00000329841.10
ENSG00000184260	ENSG00000184260.6	ENST00000331380	9549	MANE	ENST00000331380.4
ENSG00000184270	ENSG00000184270.6	ENST00000331128	9521	MANE	ENST00000331128.6
ENSG00000184271	ENSG00000184271.18	ENST00000333640	9722	MANE	ENST00000333640.12
ENSG00000184277	ENSG00000184277.13	ENST00000333202	9689	MANE	ENST00000333202.8
ENSG00000184281	ENSG00000184281.15	ENST00000333256	9697	MANE	ENST00000333256.11
ENSG00000184292	ENSG00000184292.7	ENST00000371225	14336	MANE	ENST00000371225.4
ENSG00000184302	ENSG00000184302.7	ENST00000327720	9255	MANE	ENST00000327720.6
ENSG00000184304	ENSG00000184304.17	ENST00000331968	9597	MANE	ENST00000331968.11
ENSG00000184343	ENSG00000184343.11	ENST00000370101	14044	MANE	ENST00000370101.8
ENSG00000184347	ENSG00000184347.16	ENST00000519560	25745	MANE	ENST00000519560.6
ENSG00000184349	ENSG00000184349.14	ENST00000333274	9698	MANE	ENST00000333274.11
ENSG00000184371	ENSG00000184371.14	ENST00000329608	9392	MANE	ENST00000329608.11
ENSG00000184378	ENSG00000184378.3	ENST00000330368	9452	MANE	ENST00000330368.3
ENSG00000184381	ENSG00000184381.20	ENST00000663895	32913	longest_CDS	ENST00000663895.1
ENSG00000184384	ENSG00000184384.15	ENST00000524717	26070	MANE	ENST00000524717.6
ENSG00000184402	ENSG00000184402.15	ENST00000331758	9581	MANE	ENST00000331758.8
ENSG00000184408	ENSG00000184408.10	ENST00000331113	9519	MANE	ENST00000331113.9
ENSG00000184428	ENSG00000184428.13	ENST00000329245	9370	MANE	ENST00000329245.9
ENSG00000184432	ENSG00000184432.11	ENST00000333188	9687	MANE	ENST00000333188.10
ENSG00000184436	ENSG00000184436.12	ENST00000215742	1901	MANE	ENST00000215742.9
ENSG00000184445	ENSG00000184445.12	ENST00000333479	9707	MANE	ENST00000333479.12
ENSG00000184451	ENSG00000184451.5	ENST00000332438	9629	MANE	ENST00000332438.4
ENSG00000184470	ENSG00000184470.21	ENST00000400521	18789	MANE	ENST00000400521.7
ENSG00000184481	ENSG00000184481.18	ENST00000374259	15211	MANE	ENST00000374259.8
ENSG00000184497	ENSG00000184497.13	ENST00000375353	15471	MANE	ENST00000375353.5
ENSG00000184500	ENSG00000184500.16	ENST00000394236	17641	MANE	ENST00000394236.9
ENSG00000184508	ENSG00000184508.12	ENST00000394272	17652	MANE	ENST00000394272.8
ENSG00000184517	ENSG00000184517.12	ENST00000570010	28766	MANE	ENST00000570010.6
ENSG00000184544	ENSG00000184544.12	ENST00000571134	28799	MANE	ENST00000571134.2
ENSG00000184557	ENSG00000184557.4	ENST00000330871	9502	MANE	ENST00000330871.3
ENSG00000184575	ENSG00000184575.12	ENST00000332707	9648	MANE	ENST00000332707.10
ENSG00000184588	ENSG00000184588.18	ENST00000371045	14289	longest_CDS	ENST00000371045.9
ENSG00000184602	ENSG00000184602.6	ENST00000329565	9389	MANE	ENST00000329565.6
ENSG00000184613	ENSG00000184613.11	ENST00000429094	20771	MANE	ENST00000429094.7
ENSG00000184619	ENSG00000184619.8	ENST00000396267	18112	MANE	ENST00000396267.3
ENSG00000184634	ENSG00000184634.17	ENST00000374102	15181	longest_CDS	ENST00000374102.6
ENSG00000184635	ENSG00000184635.17	ENST00000343769	10856	MANE	ENST00000343769.6
ENSG00000184640	ENSG00000184640.20	ENST00000427177	20651	MANE	ENST00000427177.6
ENSG00000184672	ENSG00000184672.12	ENST00000517638	25623	longest_CDS	ENST00000517638.5
ENSG00000184675	ENSG00000184675.11	ENST00000374869	15372	MANE	ENST00000374869.8
ENSG00000184677	ENSG00000184677.18	ENST00000375647	15529	MANE	ENST00000375647.5
ENSG00000184678	ENSG00000184678.11	ENST00000369155	13795	MANE	ENST00000369155.4
ENSG00000184702	ENSG00000184702.20	ENST00000455784	22561	MANE	ENST00000455784.7
ENSG00000184708	ENSG00000184708.18	ENST00000330125	9425	MANE	ENST00000330125.10
ENSG00000184719	ENSG00000184719.13	ENST00000331772	9585	MANE	ENST00000331772.9
ENSG00000184743	ENSG00000184743.13	ENST00000398868	18603	MANE	ENST00000398868.8
ENSG00000184752	ENSG00000184752.14	ENST00000327772	9258	MANE	ENST00000327772.7
ENSG00000184785	ENSG00000184785.6	ENST00000330288	9444	MANE	ENST00000330288.6
ENSG00000184787	ENSG00000184787.19	ENST00000345496	11035	MANE	ENST00000345496.7
ENSG00000184811	ENSG00000184811.4	ENST00000333813	9732	MANE	ENST00000333813.4
ENSG00000184828	ENSG00000184828.10	ENST00000590800	29561	MANE	ENST00000590800.6
ENSG00000184831	ENSG00000184831.14	ENST00000379226	16205	MANE	ENST00000379226.9
ENSG00000184838	ENSG00000184838.15	ENST00000407149	19237	MANE	ENST00000407149.7
ENSG00000184840	ENSG00000184840.12	ENST00000332598	9640	MANE	ENST00000332598.7
ENSG00000184857	ENSG00000184857.8	ENST00000333050	9679	MANE	ENST00000333050.7
ENSG00000184863	ENSG00000184863.11	ENST00000401878	18850	MANE	ENST00000401878.8
ENSG00000184867	ENSG00000184867.14	ENST00000356824	11980	MANE	ENST00000356824.9
ENSG00000184887	ENSG00000184887.14	ENST00000392554	17245	MANE	ENST00000392554.8
ENSG00000184897	ENSG00000184897.7	ENST00000333762	9729	MANE	ENST00000333762.6
ENSG00000184898	ENSG00000184898.7	ENST00000331426	9552	MANE	ENST00000331426.6
ENSG00000184900	ENSG00000184900.16	ENST00000332859	9666	MANE	ENST00000332859.11
ENSG00000184903	ENSG00000184903.10	ENST00000405709	19143	MANE	ENST00000405709.7
ENSG00000184916	ENSG00000184916.9	ENST00000331782	9586	MANE	ENST00000331782.8
ENSG00000184922	ENSG00000184922.15	ENST00000587489	29370	longest_CDS	ENST00000587489.6
ENSG00000184924	ENSG00000184924.6	ENST00000328379	9301	MANE	ENST00000328379.6
ENSG00000184939	ENSG00000184939.16	ENST00000570495	28785	APPRIS	ENST00000570495.5
ENSG00000184979	ENSG00000184979.12	ENST00000215794	1905	MANE	ENST00000215794.8
ENSG00000184985	ENSG00000184985.17	ENST00000507866	25126	MANE	ENST00000507866.6
ENSG00000184986	ENSG00000184986.12	ENST00000392519	17236	MANE	ENST00000392519.7
ENSG00000184988	ENSG00000184988.8	ENST00000612339	30430	MANE	ENST00000612339.4
ENSG00000184990	ENSG00000184990.13	ENST00000329967	9417	MANE	ENST00000329967.11
ENSG00000184992	ENSG00000184992.13	ENST00000341446	10596	MANE	ENST00000341446.9
ENSG00000185009	ENSG00000185009.13	ENST00000355264	11678	MANE	ENST00000355264.9
ENSG00000185010	ENSG00000185010.15	ENST00000360256	12628	MANE	ENST00000360256.9
ENSG00000185019	ENSG00000185019.17	ENST00000217173	2021	MANE	ENST00000217173.7
ENSG00000185022	ENSG00000185022.12	ENST00000338483	10257	MANE	ENST00000338483.7
ENSG00000185024	ENSG00000185024.18	ENST00000547530	27556	MANE	ENST00000547530.7
ENSG00000185028	ENSG00000185028.4	ENST00000328278	9296	MANE	ENST00000328278.4
ENSG00000185033	ENSG00000185033.15	ENST00000411539	19621	MANE	ENST00000411539.7
ENSG00000185043	ENSG00000185043.13	ENST00000328649	9320	MANE	ENST00000328649.11
ENSG00000185046	ENSG00000185046.21	ENST00000683438	34526	MANE	ENST00000683438.2
ENSG00000185049	ENSG00000185049.16	ENST00000382882	16860	MANE	ENST00000382882.9
ENSG00000185052	ENSG00000185052.13	ENST00000328041	9275	MANE	ENST00000328041.11
ENSG00000185070	ENSG00000185070.12	ENST00000330753	9489	MANE	ENST00000330753.6
ENSG00000185085	ENSG00000185085.2	ENST00000330574	9470	MANE	ENST00000330574.2
ENSG00000185088	ENSG00000185088.14	ENST00000482846	23999	longest_CDS	ENST00000482846.1
ENSG00000185090	ENSG00000185090.15	ENST00000373045	14867	MANE	ENST00000373045.11
ENSG00000185100	ENSG00000185100.12	ENST00000330877	9505	MANE	ENST00000330877.7
ENSG00000185104	ENSG00000185104.21	ENST00000396153	18085	MANE	ENST00000396153.7
ENSG00000185105	ENSG00000185105.5	ENST00000409745	19530	MANE	ENST00000409745.2
ENSG00000185112	ENSG00000185112.6	ENST00000329759	9408	MANE	ENST00000329759.6
ENSG00000185127	ENSG00000185127.7	ENST00000332290	9619	MANE	ENST00000332290.4
ENSG00000185129	ENSG00000185129.8	ENST00000331327	9541	MANE	ENST00000331327.5
ENSG00000185133	ENSG00000185133.15	ENST00000331075	9517	MANE	ENST00000331075.10
ENSG00000185158	ENSG00000185158.13	ENST00000578674	29022	longest_CDS	ENST00000578674.5
ENSG00000185164	ENSG00000185164.15	ENST00000622306	31122	MANE	ENST00000622306.5
ENSG00000185187	ENSG00000185187.14	ENST00000431843	20966	MANE	ENST00000431843.7
ENSG00000185189	ENSG00000185189.18	ENST00000442628	21659	MANE	ENST00000442628.7
ENSG00000185201	ENSG00000185201.18	ENST00000616316	30710	MANE	ENST00000616316.3
ENSG00000185215	ENSG00000185215.11	ENST00000560869	28320	MANE	ENST00000560869.6
ENSG00000185219	ENSG00000185219.18	ENST00000396077	18070	MANE	ENST00000396077.8
ENSG00000185222	ENSG00000185222.10	ENST00000372661	14739	MANE	ENST00000372661.6
ENSG00000185236	ENSG00000185236.12	ENST00000328024	9273	MANE	ENST00000328024.11
ENSG00000185238	ENSG00000185238.13	ENST00000331079	9518	MANE	ENST00000331079.11
ENSG00000185246	ENSG00000185246.18	ENST00000355765	11773	MANE	ENST00000355765.11
ENSG00000185250	ENSG00000185250.16	ENST00000521072	25842	MANE	ENST00000521072.7
ENSG00000185252	ENSG00000185252.19	ENST00000400451	18783	MANE	ENST00000400451.7
ENSG00000185261	ENSG00000185261.16	ENST00000329378	9377	longest_CDS	ENST00000329378.7
ENSG00000185262	ENSG00000185262.9	ENST00000327490	9241	MANE	ENST00000327490.8
ENSG00000185267	ENSG00000185267.10	ENST00000465530	23089	MANE	ENST00000465530.2
ENSG00000185269	ENSG00000185269.12	ENST00000409678	19518	MANE	ENST00000409678.8
ENSG00000185274	ENSG00000185274.13	ENST00000333538	9716	MANE	ENST00000333538.10
ENSG00000185278	ENSG00000185278.16	ENST00000367701	13430	MANE	ENST00000367701.10
ENSG00000185298	ENSG00000185298.13	ENST00000329214	9367	MANE	ENST00000329214.13
ENSG00000185305	ENSG00000185305.12	ENST00000504924	24976	MANE	ENST00000504924.6
ENSG00000185324	ENSG00000185324.22	ENST00000353379	11469	MANE	ENST00000353379.12
ENSG00000185338	ENSG00000185338.7	ENST00000332029	9600	MANE	ENST00000332029.4
ENSG00000185339	ENSG00000185339.10	ENST00000215838	1908	MANE	ENST00000215838.8
ENSG00000185340	ENSG00000185340.16	ENST00000616432	30716	MANE	ENST00000616432.5
ENSG00000185344	ENSG00000185344.15	ENST00000330342	9451	MANE	ENST00000330342.8
ENSG00000185345	ENSG00000185345.25	ENST00000366898	13190	MANE	ENST00000366898.6
ENSG00000185352	ENSG00000185352.10	ENST00000376705	15706	MANE	ENST00000376705.4
ENSG00000185359	ENSG00000185359.14	ENST00000329138	9359	MANE	ENST00000329138.9
ENSG00000185361	ENSG00000185361.9	ENST00000327473	9236	MANE	ENST00000327473.9
ENSG00000185379	ENSG00000185379.21	ENST00000345365	11032	MANE	ENST00000345365.11
ENSG00000185386	ENSG00000185386.15	ENST00000330651	9478	MANE	ENST00000330651.11
ENSG00000185404	ENSG00000185404.17	ENST00000415673	19850	MANE	ENST00000415673.7
ENSG00000185414	ENSG00000185414.20	ENST00000338148	10218	MANE	ENST00000338148.8
ENSG00000185418	ENSG00000185418.16	ENST00000335968	9949	MANE	ENST00000335968.8
ENSG00000185420	ENSG00000185420.19	ENST00000366516	13089	longest_CDS	ENST00000366516.5
ENSG00000185432	ENSG00000185432.12	ENST00000332160	9612	MANE	ENST00000332160.5
ENSG00000185436	ENSG00000185436.12	ENST00000327535	9245	MANE	ENST00000327535.6
ENSG00000185437	ENSG00000185437.16	ENST00000333634	9721	MANE	ENST00000333634.10
ENSG00000185442	ENSG00000185442.13	ENST00000327355	9220	MANE	ENST00000327355.6
ENSG00000185453	ENSG00000185453.13	ENST00000614654	30611	MANE	ENST00000614654.2
ENSG00000185475	ENSG00000185475.11	ENST00000333449	9706	MANE	ENST00000333449.9
ENSG00000185477	ENSG00000185477.6	ENST00000609438	30247	MANE	ENST00000609438.2
ENSG00000185480	ENSG00000185480.12	BambuTx1383	296	longest_CDS	BambuTx1383
ENSG00000185482	ENSG00000185482.8	ENST00000332782	9652	MANE	ENST00000332782.7
ENSG00000185483	ENSG00000185483.13	ENST00000371079	14296	MANE	ENST00000371079.6
