nm_id	enst_id	gene_name	source
NM_017714	ENST00000337743	TASP1	MANE
NM_017715	ENST00000413658	ZNF3	biomart
NM_017716	ENST00000016913	MS4A12	MANE
NM_017719	ENST00000296088	SNRK	MANE
NM_017720	ENST00000600324	STAP2	biomart
NM_017721	ENST00000318003	CC2D1A	MANE
NM_017724	ENST00000354379	LRRFIP2	biomart
NM_017726	ENST00000299174	PPP1R14D	MANE
NM_017727	ENST00000238788	TMEM214	MANE
NM_017729	ENST00000245618	EPS8L1	biomart
NM_017730	ENST00000887079	QRICH1	biomart
NM_017734	ENST00000263174	PALMD	MANE
NM_017735	ENST00000317907	TTC27	MANE
NM_017736	ENST00000396083	THUMPD1	MANE
NM_017737	ENST00000370253	FNBP1L	biomart
NM_017738	ENST00000380647	CNTLN	MANE
NM_017739	ENST00000371984	POMGNT1	MANE
NM_017741	ENST00000382247	DCAF16	MANE
NM_017742	ENST00000269499	ZCCHC2	MANE
NM_017743	ENST00000358939	DPP8	biomart
NM_017744	ENST00000358039	ST7L	MANE
NM_017745	ENST00000397354	BCOR	biomart
NM_017746	ENST00000374902	TEX10	MANE
NM_017747	ENST00000360839	ANKHD1	MANE
NM_017748	ENST00000614790	CWC25	MANE
NM_017749	ENST00000314845	AMBRA1	biomart
NM_017752	ENST00000357242	TBC1D8B	MANE
NM_017753	ENST00000614834	PLPPR1	biomart
NM_017754	ENST00000192788	BLTP3A	MANE
NM_017757	ENST00000299687	ZNF407	MANE
NM_017758	ENST00000399138	ALKBH5	MANE
NM_017759	ENST00000403263	INO80D	MANE
NM_017761	ENST00000334351	PNRC2	MANE
NM_017762	ENST00000435680	MTMR10	MANE
NM_017763	ENST00000407977	RNF43	MANE
NM_017765	ENST00000375155	SLC66A1	biomart
NM_017766	ENST00000344008	CASZ1	biomart
NM_017768	ENST00000370952	LRRC40	MANE
NM_017769	ENST00000206595	G2E3	MANE
NM_017770	ENST00000354666	ELOVL2	MANE
NM_017771	ENST00000356151	PXK	MANE
NM_017773	ENST00000442561	LAX1	MANE
NM_017775	ENST00000261647	TTC19	MANE
NM_017776	ENST00000298190	KRBOX4	biomart
NM_017777	ENST00000393119	MKS1	MANE
NM_017778	ENST00000316985	NSD3	biomart
NM_017780	ENST00000423902	CHD7	MANE
NM_017782	ENST00000328090	TASOR2	biomart
NM_017784	ENST00000396556	OSBPL10	MANE
NM_017785	ENST00000265295	SPDL1	MANE
NM_017786	ENST00000533895	SYBU	biomart
NM_017787	ENST00000369889	WBP1L	biomart
NM_017789	ENST00000305476	SEMA4C	MANE
NM_017790	ENST00000317613	RGS3	biomart
NM_017791	ENST00000238667	FLVCR2	MANE
NM_017793	ENST00000322177	RPP25	MANE
NM_017794	ENST00000380249	FOCAD	biomart
NM_017797	ENST00000255608	BTBD2	MANE
NM_017798	ENST00000370339	YTHDF1	MANE
NM_017799	ENST00000261556	TMEM260	MANE
NM_017801	ENST00000205636	CMTM6	MANE
NM_017802	ENST00000297440	DNAAF5	MANE
NM_017803	ENST00000565263	DUS2	MANE
NM_017805	ENST00000222145	RASIP1	MANE
NM_017806	ENST00000309546	LIME1	MANE
NM_017810	ENST00000304926	ZSCAN32	biomart
NM_017811	ENST00000263228	UBE2R2	MANE
NM_017812	ENST00000262570	CHCHD3	MANE
NM_017813	ENST00000262644	BPNT2	MANE
NM_017814	ENST00000162044	TMEM161A	MANE
NM_017815	ENST00000541587	HAUS4	biomart
NM_017817	ENST00000267328	RAB20	MANE
NM_017818	ENST00000270708	WRAP73	MANE
NM_017819	ENST00000309922	TRMT10C	MANE
NM_017820	ENST00000340951	EXD3	MANE
NM_017822	ENST00000420613	KANSL2	MANE
NM_017823	ENST00000368108	DUSP23	biomart
NM_017824	ENST00000358935	MARCHF5	MANE
NM_017825	ENST00000373178	ADPRS	MANE
NM_017826	ENST00000379881	SOHLH2	MANE
NM_017827	ENST00000221431	SARS2	MANE
NM_017828	ENST00000267935	COMMD4	MANE
NM_017829	ENST00000155674	HDHD5	biomart
NM_017830	ENST00000264312	OCIAD1	MANE
NM_017831	ENST00000217740	RNF125	MANE
NM_017832	ENST00000322940	ABITRAM	MANE
NM_017833	ENST00000571432	DNAJC28	biomart
NM_017836	ENST00000360370	SLC41A3	MANE
NM_017837	ENST00000674202	PIGV	MANE
NM_017840	ENST00000300151	MRPL16	MANE
NM_017841	ENST00000301761	SDHAF2	MANE
NM_017842	ENST00000442218	SLC48A1	MANE
NM_017843	ENST00000358791	BCAS4	biomart
NM_017844	ENST00000361678	ANKMY1	biomart
NM_017845	ENST00000381571	COMMD8	MANE
NM_017847	ENST00000287859	ODR4	MANE
NM_017848	ENST00000375180	FAM120C	MANE
NM_017850	ENST00000358011	AIRIM	biomart
NM_017851	ENST00000261888	PARP16	biomart
NM_017852	ENST00000448584	NLRP2	MANE
NM_017854	ENST00000253047	TMEM160	MANE
NM_017856	ENST00000680255	GEMIN8	biomart
NM_017857	ENST00000308127	SSH3	MANE
NM_017860	ENST00000368926	C1orf56	MANE
NM_017864	ENST00000523731	INTS8	MANE
NM_017865	ENST00000306601	ZNF692	MANE
NM_017866	ENST00000312184	TMEM70	MANE
NM_017867	ENST00000393381	HPF1	MANE
NM_017868	ENST00000529221	TTC12	MANE
NM_017869	ENST00000355022	BANP	biomart
NM_017871	ENST00000435064	INTS11	MANE
NM_017872	ENST00000231198	THG1L	MANE
NM_017873	ENST00000277458	ASB6	MANE
NM_017875	ENST00000650617	SLC25A38	MANE
NM_017878	ENST00000255695	PLAAT2	MANE
NM_017879	ENST00000196489	ZNF416	MANE
NM_017880	ENST00000264434	C2orf42	MANE
NM_017882	ENST00000249806	CLN6	MANE
NM_017883	ENST00000376729	WDR13	biomart
NM_017884	ENST00000314787	PINX1	MANE
NM_017885	ENST00000248089	HCFC1R1	MANE
NM_017886	ENST00000301831	ULK4	MANE
NM_017887	ENST00000294360	CZIB	MANE
NM_017890	ENST00000358544	VPS13B	MANE
NM_017891	ENST00000421241	C1orf159	MANE
NM_017892	ENST00000698773	PRPF40A	biomart
NM_017893	ENST00000210633	SEMA4G	MANE
NM_017897	ENST00000280701	OXSM	MANE
NM_017899	ENST00000335209	TESC	MANE
NM_017900	ENST00000338338	AURKAIP1	MANE
NM_017901	ENST00000335509	TPCN1	MANE
NM_017902	ENST00000299163	HIF1AN	MANE
NM_017905	ENST00000434316	SLC9D1	MANE
NM_017906	ENST00000379568	PAK1IP1	MANE
NM_017907	ENST00000278671	LAMTOR1	MANE
NM_017908	ENST00000594369	ZNF446	MANE
NM_017909	ENST00000444024	RMND1	MANE
NM_017910	ENST00000306108	TRMT61B	MANE
NM_017912	ENST00000264346	HERC6	MANE
NM_017913	ENST00000381854	CDC37L1	MANE
NM_017915	ENST00000327680	PARPBP	MANE
NM_017917	ENST00000261475	PPP2R3C	MANE
NM_017919	ENST00000259400	STX17	MANE
NM_017920	ENST00000402306	URGCP	biomart
NM_017921	ENST00000331134	NPLOC4	MANE
NM_017923	ENST00000339875	MARCHF1	biomart
NM_017925	ENST00000602925	DENND4C	biomart
NM_017929	ENST00000399744	PEX26	biomart
NM_017931	ENST00000381031	TTC38	MANE
NM_017933	ENST00000392054	PID1	biomart
NM_017934	ENST00000275034	PHIP	MANE
NM_017935	ENST00000322953	BANK1	MANE
NM_017940	ENST00000713538	NBPF1	biomart
NM_017941	ENST00000359042	MTNAP1	biomart
NM_017943	ENST00000313833	FBXO34	MANE
NM_017944	ENST00000339865	USP47	biomart
NM_017950	ENST00000397545	CCDC40	MANE
NM_017953	ENST00000370574	ZNHIT6	MANE
NM_017955	ENST00000336219	CDCA4	MANE
NM_017956	ENST00000328599	TYW2	MANE
NM_017957	ENST00000268933	EPN3	MANE
NM_017958	ENST00000234115	PLEKHB2	biomart
NM_017964	ENST00000282587	SLC30A6	MANE
NM_017966	ENST00000301765	VPS37C	MANE
NM_017969	ENST00000295321	IWS1	MANE
NM_017970	ENST00000354366	NRDE2	MANE
NM_017974	ENST00000630066	ATG16L1	biomart
NM_017975	ENST00000307897	ZWILCH	MANE
NM_017978	ENST00000394722	ANKHD1	biomart
NM_017982	ENST00000366878	SUSD4	MANE
NM_017983	ENST00000262139	WIPI1	MANE
NM_017986	ENST00000254853	SLC52A1	MANE
NM_017987	ENST00000388768	RUFY2	biomart
NM_017988	ENST00000360820	SCYL2	MANE
NM_017993	ENST00000690772	ENOX1	biomart
NM_017994	ENST00000341567	TMEM248	MANE
NM_017996	ENST00000564406	DET1	biomart
NM_017998	ENST00000376854	C9orf40	MANE
NM_017999	ENST00000324103	RNF31	MANE
NM_018000	ENST00000263268	MREG	MANE
NM_018002	ENST00000531443	OXR1	biomart
NM_018003	ENST00000322954	UACA	MANE
NM_018006	ENST00000645190	TRMU	MANE
NM_018008	ENST00000283268	FEZF2	MANE
NM_018009	ENST00000266556	TAPBPL	MANE
NM_018010	ENST00000264538	IFT57	MANE
NM_018011	ENST00000400198	ARGLU1	MANE
NM_018012	ENST00000407071	KIF26B	MANE
NM_018013	ENST00000317357	SOBP	MANE
NM_018014	ENST00000356842	BCL11A	biomart
NM_018015	ENST00000372548	RADX	MANE
NM_018017	ENST00000369287	CCDC186	MANE
NM_018019	ENST00000268711	MED9	MANE
NM_018022	ENST00000400796	TMEM51	biomart
NM_018023	ENST00000305135	YEATS2	MANE
NM_018024	ENST00000287387	NTAQ1	MANE
NM_018025	ENST00000170564	GPATCH1	MANE
NM_018026	ENST00000320580	PACS1	MANE
NM_018027	ENST00000357447	FRMD4A	MANE
NM_018028	ENST00000314471	SAMD4B	biomart
NM_018029	ENST00000533473	EBLN2	MANE
NM_018030	ENST00000399443	OSBPL1A	biomart
NM_018031	ENST00000608424	WDR6	MANE
NM_018032	ENST00000337351	LUC7L	biomart
NM_018034	ENST00000265107	WDR70	MANE
NM_018035	ENST00000221943	DMAC2	MANE
NM_018036	ENST00000359933	ATG2B	MANE
NM_018039	ENST00000335080	KDM4D	MANE
NM_018040	ENST00000366935	GPATCH2	MANE
NM_018042	ENST00000304905	SLFN12	MANE
NM_018043	ENST00000355303	ANO1	MANE
NM_018045	ENST00000455895	BSDC1	MANE
NM_018046	ENST00000312916	AGGF1	MANE
NM_018047	ENST00000199814	RBM22	MANE
NM_018048	ENST00000320756	MAGOHB	MANE
NM_018049	ENST00000326631	PLEKHJ1	MANE
NM_018051	ENST00000407559	DYNC2I1	MANE
NM_018052	ENST00000261776	VAC14	MANE
NM_018053	ENST00000373884	XKR8	MANE
NM_018054	ENST00000673196	ARHGAP17	biomart
NM_018056	ENST00000336294	TMEM39B	MANE
NM_018058	ENST00000370597	CRTAC1	MANE
NM_018059	ENST00000399583	RADIL	MANE
NM_018060	ENST00000366922	IARS2	MANE
NM_018061	ENST00000370025	PRPF38B	MANE
NM_018062	ENST00000233741	FANCL	MANE
NM_018063	ENST00000348459	HELLS	MANE
NM_018066	ENST00000374135	GPN2	MANE
NM_018067	ENST00000373151	MAP7D1	biomart
NM_018068	ENST00000356766	PIWIL2	MANE
NM_018070	ENST00000357475	SSBP3	biomart
NM_018071	ENST00000298694	ARHGEF40	MANE
NM_018072	ENST00000366582	HEATR1	MANE
NM_018073	ENST00000300747	TRIM68	MANE
NM_018074	ENST00000262962	YJU2	MANE
NM_018076	ENST00000305242	ODAD2	MANE
NM_018079	ENST00000263736	SRBD1	MANE
NM_018080	ENST00000395898	VPS13C	biomart
NM_018081	ENST00000396463	WRAP53	biomart
NM_018082	ENST00000228347	POLR3B	MANE
NM_018083	ENST00000597229	ZNF358	MANE
NM_018084	ENST00000263630	CCDC88A	biomart
NM_018087	ENST00000371429	NDC1	MANE
NM_018088	ENST00000538603	FAM90A1	MANE
NM_018089	ENST00000323348	ANKZF1	MANE
NM_018090	ENST00000337132	NECAP2	MANE
NM_018091	ENST00000256398	ELP3	MANE
NM_018092	ENST00000562435	NETO2	MANE
NM_018093	ENST00000529106	WDR74	biomart
NM_018094	ENST00000340438	GSPT2	MANE
NM_018095	ENST00000430070	KBTBD4	MANE
NM_018096	ENST00000442241	NLE1	MANE
NM_018097	ENST00000260372	HAUS2	MANE
NM_018098	ENST00000232458	ECT2	biomart
NM_018099	ENST00000182377	FAR2	biomart
NM_018101	ENST00000327331	CDCA8	biomart
NM_018102	ENST00000347606	ZNF334	biomart
NM_018103	ENST00000394593	LRRC8D	biomart
NM_018105	ENST00000254250	THAP1	MANE
NM_018109	ENST00000263063	MTPAP	MANE
NM_018110	ENST00000340099	DOK4	MANE
NM_018111	ENST00000408991	C19orf73	MANE
NM_018112	ENST00000374692	TMEM38B	MANE
NM_018114	ENST00000313778	DALRD3	biomart
NM_018115	ENST00000356260	SDAD1	MANE
NM_018116	ENST00000245564	MSTO1	MANE
NM_018117	ENST00000263461	WDR11	MANE
NM_018119	ENST00000299853	POLR3E	MANE
NM_018120	ENST00000276569	ARMC1	MANE
NM_018121	ENST00000238961	SLF2	MANE
NM_018122	ENST00000649689	DARS2	MANE
NM_018124	ENST00000361070	RFWD3	MANE
NM_018125	ENST00000361221	ARHGEF10L	MANE
NM_018126	ENST00000504986	TMEM33	MANE
NM_018127	ENST00000338034	ELAC2	MANE
NM_018128	ENST00000301364	TSR1	MANE
NM_018129	ENST00000642017	PNPO	MANE
NM_018130	ENST00000325599	SHQ1	MANE
NM_018131	ENST00000371485	CEP55	MANE
NM_018132	ENST00000335783	CENPQ	MANE
NM_018133	ENST00000309993	MSL2	MANE
NM_018134	ENST00000291358	IQCC	MANE
NM_018135	ENST00000372133	MRPS18A	MANE
NM_018136	ENST00000367409	ASPM	MANE
NM_018137	ENST00000370078	PRMT6	MANE
NM_018139	ENST00000298292	DNAAF2	MANE
NM_018141	ENST00000053468	MRPS10	MANE
NM_018142	ENST00000397977	INTS10	MANE
NM_018143	ENST00000319121	KLHL11	MANE
NM_018145	ENST00000338376	RMDN3	MANE
NM_018146	ENST00000304478	MRM3	MANE
NM_018147	ENST00000393034	FAIM	biomart
NM_018149	ENST00000300917	SMG8	MANE
NM_018150	ENST00000361799	RNF220	MANE
NM_018151	ENST00000444746	RIF1	MANE
NM_018153	ENST00000409829	ANTXR1	biomart
NM_018154	ENST00000263382	ASF1B	MANE
NM_018155	ENST00000446041	SLC25A36	biomart
NM_018156	ENST00000613099	VPS13D	biomart
NM_018157	ENST00000392839	RIC8B	biomart
NM_018158	ENST00000326019	SLC4A1AP	MANE
NM_018159	ENST00000375992	NUDT11	MANE
NM_018161	ENST00000319023	NADSYN1	MANE
NM_018164	ENST00000261191	INTS13	MANE
NM_018166	ENST00000270824	EVA1B	biomart
NM_018167	ENST00000613511	BTBD7	biomart
NM_018168	ENST00000216445	CCDC198	MANE
NM_018169	ENST00000312561	RESF1	MANE
NM_018170	ENST00000399022	RPRD1A	MANE
NM_018171	ENST00000258530	APPL2	MANE
NM_018172			unmapped
NM_018173	ENST00000011684	PLEKHG6	biomart
NM_018174	ENST00000324096	MAP1S	MANE
NM_018176	ENST00000382114	LGI2	MANE
NM_018177	ENST00000261435	N4BP2	MANE
NM_018181	ENST00000336078	ZNF532	biomart
NM_018182	ENST00000577376	FAM222B	biomart
NM_018183	ENST00000267176	SBNO1	biomart
NM_018184	ENST00000256496	ARL8B	MANE
NM_018186			unmapped
NM_018188	ENST00000378755	ATAD3A	biomart
NM_018189	ENST00000335658	DPPA4	MANE
NM_018190	ENST00000506636	BBS7	biomart
NM_018191	ENST00000378302	RCBTB1	MANE
NM_018192	ENST00000319332	P3H2	MANE
NM_018193	ENST00000300027	FANCI	biomart
NM_018195	ENST00000393047	NKAPD1	MANE
NM_018196	ENST00000334398	TMLHE	MANE
NM_018197	ENST00000216923	ZFP64	MANE
NM_018199	ENST00000409675	EXD2	biomart
NM_018202	ENST00000374343	MACO1	MANE
NM_018204	ENST00000258607	CKAP2	MANE
NM_018205	ENST00000357631	LRRC20	biomart
NM_018206	ENST00000299138	VPS35	MANE
NM_018207	ENST00000291416	TRIM62	MANE
NM_018208	ENST00000367202	ETNK2	MANE
NM_018209	ENST00000370283	ARFGAP1	MANE
NM_018210	ENST00000309957	NAXD	biomart
NM_018211	ENST00000371072	RAVER2	biomart
NM_018212	ENST00000366843	ENAH	MANE
NM_018214	ENST00000370888	LRRC1	MANE
NM_018215	ENST00000313683	PNMA8A	MANE
NM_018216	ENST00000378466	PANK4	MANE
NM_018217	ENST00000374492	EDEM2	MANE
NM_018218	ENST00000251722	USP40	biomart
NM_018219	ENST00000333861	CCDC87	MANE
NM_018221	ENST00000396049	MOB1A	MANE
NM_018222	ENST00000334956	PARVA	MANE
NM_018224	ENST00000223336	COA1	MANE
NM_018225	ENST00000397149	SMU1	MANE
NM_018228	ENST00000256362	VRTN	MANE
NM_018229	ENST00000261558	AP5M1	MANE
NM_018230	ENST00000261396	NUP133	MANE
NM_018233	ENST00000566157	OGFOD1	MANE
NM_018234	ENST00000393106	STEAP3	biomart
NM_018235	ENST00000324262	CNDP2	MANE
NM_018237	ENST00000265872	CCAR1	MANE
NM_018239	ENST00000358141	LRRC20	biomart
NM_018240	ENST00000359209	KIRREL1	MANE
NM_018241	ENST00000296582	TMEM184C	MANE
NM_018242	ENST00000270570	SLC47A1	MANE
NM_018243	ENST00000264893	SEPTIN11	MANE
NM_018244	ENST00000374385	UQCC1	MANE
NM_018246	ENST00000356537	CCDC25	MANE
NM_018247	ENST00000230461	TMEM30A	MANE
NM_018248	ENST00000264596	NEIL3	MANE
NM_018249	ENST00000349780	CDK5RAP2	MANE
NM_018250	ENST00000521022	INTS9	MANE
NM_018252	ENST00000261455	PACC1	MANE
NM_018253	ENST00000715169	YY1AP1	biomart
NM_018255	ENST00000358232	ELP2	MANE
NM_018256	ENST00000261015	WDR12	MANE
NM_018257	ENST00000308824	PCMTD2	MANE
NM_018259	ENST00000039989	TTC17	MANE
NM_018260	ENST00000391785	ZNF701	MANE
NM_018261	ENST00000346134	EXOC1	biomart
NM_018262	ENST00000347300	IFT122	biomart
NM_018263	ENST00000435504	ASXL2	MANE
NM_018266	ENST00000319172	TMEM39A	MANE
NM_018268	ENST00000296679	WDR41	MANE
NM_018269	ENST00000327435	ADI1	MANE
NM_018271	ENST00000674334	THNSL2	MANE
NM_018272	ENST00000395987	DNAI7	MANE
NM_018273	ENST00000293261	TMEM143	MANE
NM_018275	ENST00000316937	TRAPPC14	MANE
NM_018279	ENST00000266673	TMEM19	MANE
NM_018280			unmapped
NM_018283	ENST00000258662	NUDT15	MANE
NM_018284	ENST00000370481	GBP3	MANE
NM_018285	ENST00000403490	IMP3	MANE
NM_018286	ENST00000424486	TMEM100	MANE
NM_018288	ENST00000339209	PHF10	MANE
NM_018289	ENST00000638350	VPS53	biomart
NM_018290	ENST00000381967	PGM2	MANE
NM_018294	ENST00000354105	CWF19L1	MANE
NM_018296	ENST00000329956	LRRC36	MANE
NM_018298	ENST00000370589	MCOLN3	MANE
NM_018299	ENST00000602593	UBE2W	MANE
NM_018300	ENST00000301096	ZNF83	MANE
NM_018301	ENST00000372479	RBM41	biomart
NM_018302	ENST00000284437	PGCKA1	biomart
NM_018303	ENST00000230449	EXOC2	MANE
NM_018304	ENST00000262293	PRR11	MANE
NM_018307	ENST00000333942	RHOT1	biomart
NM_018309	ENST00000344949	TBC1D23	biomart
NM_018313	ENST00000394830	PBRM1	biomart
NM_018315	ENST00000393956	FBXW7	biomart
NM_018316	ENST00000300976	KLHL26	MANE
NM_018317	ENST00000264866	TBC1D19	MANE
NM_018318	ENST00000536442	CCDC91	MANE
NM_018319	ENST00000335725	TDP1	MANE
NM_018320	ENST00000361756	RNF121	MANE
NM_018321	ENST00000336767	BRIX1	MANE
NM_018322	ENST00000229903	SAYSD1	MANE
NM_018324	ENST00000378217	OLAH	biomart
NM_018326	ENST00000255945	GIMAP4	MANE
NM_018328	ENST00000407073	MBD5	biomart
NM_018330	ENST00000615301	SHTN1	biomart
NM_018334	ENST00000422987	LRRN3	biomart
NM_018337	ENST00000337080	ZNF444	MANE
NM_018338	ENST00000295868	CFAP44	biomart
NM_018340	ENST00000381774	CPPED1	MANE
NM_018341	ENST00000366773	ERMARD	MANE
NM_018343	ENST00000283109	RIOK2	MANE
NM_018344	ENST00000373189	SLC29A3	MANE
NM_018347	ENST00000615891	AP5S1	MANE
NM_018348	ENST00000434935	CMTR2	MANE
NM_018349	ENST00000357742	MCTP2	biomart
NM_018351	ENST00000343958	FGD6	MANE
NM_018352	ENST00000358572	TMA16	MANE
NM_018353	ENST00000310806	MIS18BP1	MANE
NM_018354	ENST00000429036	TMEM74B	biomart
NM_018355	ENST00000243643	ZNF415	MANE
NM_018356	ENST00000325366	C5orf22	MANE
NM_018358	ENST00000429586	ABCF3	MANE
NM_018360	ENST00000380122	TXLNG	MANE
NM_018362	ENST00000278193	LIN7C	MANE
NM_018363	ENST00000371947	RNLS	biomart
NM_018365	ENST00000260453	MNS1	MANE
NM_018366	ENST00000320776	BLOC1S4	MANE
NM_018367	ENST00000532485	ACER3	MANE
NM_018370	ENST00000258534	DRAM1	MANE
NM_018371	ENST00000332246	CSGALNACT1	biomart
NM_018372	ENST00000369763	LRIF1	MANE
NM_018373	ENST00000256366	SYNJ2BP	MANE
NM_018374	ENST00000396667	TMEM106B	biomart
NM_018375	ENST00000336643	SLC39A9	MANE
NM_018376	ENST00000374762	NIPSNAP3B	MANE
NM_018378	ENST00000258200	FBXL8	MANE
NM_018379	ENST00000361936	MINDY1	biomart
NM_018381	ENST00000253110	SHFL	MANE
NM_018383	ENST00000322313	WDR33	MANE
NM_018384	ENST00000358647	GIMAP5	MANE
NM_018386	ENST00000337344	PCID2	biomart
NM_018387	ENST00000348403	STRBP	MANE
NM_018389	ENST00000314134	SLC35C1	MANE
NM_018390	ENST00000381657	PLCXD1	MANE
NM_018392	ENST00000505019	ZGRF1	MANE
NM_018396	ENST00000262432	METTL2B	MANE
NM_018397	ENST00000315251	CHDH	MANE
NM_018398	ENST00000474759	CACNA2D3	MANE
NM_018400	ENST00000392770	SCN3B	biomart
NM_018401	ENST00000282908	STK32B	MANE
NM_018402	ENST00000229134	IL26	MANE
NM_018403	ENST00000610213	DCP1A	MANE
NM_018404	ENST00000330889	ADAP2	MANE
NM_018406	ENST00000463781	MUC4	MANE
NM_018407	ENST00000521545	LAPTM4B	MANE
NM_018409	ENST00000328559	LRP2BP	biomart
NM_018410	ENST00000411486	HJURP	MANE
NM_018411	ENST00000312841	HR	biomart
NM_018412	ENST00000393451	ST7	biomart
NM_018414	ENST00000156626	ST6GALNAC1	MANE
NM_018417	ENST00000367851	ADCY10	MANE
NM_018418	ENST00000393545	SPATA7	MANE
NM_018419	ENST00000340356	SOX18	MANE
NM_018423	ENST00000075503	STYK1	MANE
NM_018426	ENST00000323267	TMEM63B	MANE
NM_018427	ENST00000198767	RRN3	MANE
NM_018428	ENST00000261708	UTP6	MANE
NM_018429	ENST00000358731	BDP1	MANE
NM_018430	ENST00000388833	TSNAXIP1	biomart
NM_018431	ENST00000262593	DOK5	MANE
NM_018433	ENST00000312912	KDM3A	MANE
NM_018434	ENST00000521389	RNF130	MANE
NM_018436	ENST00000252505	ALLC	MANE
NM_018437	ENST00000259456	HEMGN	biomart
NM_018439	ENST00000284202	IMPACT	MANE
NM_018440	ENST00000220597	PAG1	MANE
NM_018442	ENST00000367843	DCAF6	biomart
NM_018443	ENST00000423823	ZNF302	biomart
NM_018444	ENST00000297598	PDP1	MANE
NM_018445	ENST00000526049	SELENOS	MANE
NM_018447	ENST00000470827	EMC3	biomart
NM_018448	ENST00000545606	CAND1	MANE
NM_018449	ENST00000862367	UBAP2	biomart
NM_018451	ENST00000381884	CPAP	MANE
NM_018452	ENST00000400788	TMEM242	MANE
NM_018453	ENST00000250454	EAPP	MANE
NM_018454	ENST00000414849	NUSAP1	biomart
NM_018455	ENST00000709370	CENPN	biomart
NM_018456	ENST00000273668	EAF2	MANE
NM_018457	ENST00000429243	PRR13	MANE
NM_018461	ENST00000455566	PPP2R2D	MANE
NM_018462	ENST00000530758	BRK1	MANE
NM_018463	ENST00000228799	ITFG2	MANE
NM_018465	ENST00000223864	PLGRKT	MANE
NM_018466	ENST00000371979	ALG13	biomart
NM_018467	ENST00000263897	USE1	MANE
NM_018469	ENST00000258991	TEX2	biomart
NM_018473	ENST00000230048	ACOT13	MANE
NM_018474	ENST00000619189	KIZ	MANE
NM_018476	ENST00000372728	BEX1	MANE
NM_018478	ENST00000372720	DBNDD2	biomart
NM_018479	ENST00000368291	ECHDC1	biomart
NM_018480	ENST00000358867	TMEM126B	MANE
NM_018482	ENST00000518721	ASAP1	MANE
NM_018485	ENST00000600626	C5AR2	biomart
NM_018486	ENST00000373573	HDAC8	MANE
NM_018487	ENST00000004103	TMEM176A	MANE
NM_018488	ENST00000240335	TBX4	biomart
NM_018489	ENST00000392403	ASH1L	MANE
NM_018490	ENST00000379214	LGR4	MANE
NM_018491	ENST00000356521	ZNG1A	MANE
NM_018492	ENST00000301905	PBK	MANE
NM_018502	ENST00000394671	TMCO6	MANE
NM_018509	ENST00000225972	LRRC59	MANE
NM_018527	ENST00000403412	NAA16	biomart
NM_018534	ENST00000272849	NRP2	biomart
NM_018538	ENST00000372514	ERMAP	biomart
NM_018555	ENST00000253144	ZNF331	biomart
NM_018556	ENST00000303415	SIRPG	MANE
NM_018557	ENST00000389484	LRP1B	MANE
NM_018558	ENST00000598523	GABRQ	MANE
NM_018561	ENST00000373006	USP49	biomart
NM_018565	ENST00000536384	SERINC2	biomart
NM_018566	ENST00000315927	YOD1	MANE
NM_018569	ENST00000274000	AP1AR	MANE
NM_018571	ENST00000194530	STRADB	MANE
NM_018584	ENST00000375078	CAMK2N1	MANE
NM_018590	ENST00000374466	CSGALNACT2	MANE
NM_018622	ENST00000317096	PARL	MANE
NM_018638	ENST00000266517	ETNK1	MANE
NM_018639	ENST00000315436	WSB2	MANE
NM_018640	ENST00000537304	LMO3	MANE
NM_018641	ENST00000618655	CHST12	MANE
NM_018643	ENST00000244709	TREM1	MANE
NM_018645	ENST00000272937	HES6	MANE
NM_018646	ENST00000359396	TRPV6	MANE
NM_018647	ENST00000382258	TNFRSF19	biomart
NM_018648	ENST00000328848	NOP10	MANE
NM_018650	ENST00000366917	MARK1	MANE
NM_018651	ENST00000626497	ZKSCAN7	biomart
NM_018652	ENST00000421285	GOLGA6B	MANE
NM_018653	ENST00000709195	GPRC5C	biomart
NM_018654	ENST00000228887	GPRC5D	MANE
NM_018655	ENST00000392487	LENEP	biomart
NM_018657	ENST00000349841	MYNN	MANE
NM_018658	ENST00000283936	KCNJ16	biomart
NM_018659	ENST00000307746	CYTL1	MANE
NM_018660	ENST00000344423	ZNF395	MANE
NM_018661	ENST00000318124	DEFB103B	MANE
NM_018663	ENST00000317479	PXMP2	MANE
NM_018664	ENST00000243440	BATF3	MANE
NM_018667	ENST00000219334	SMPD3	MANE
NM_018669	ENST00000398208	WDR4	MANE
NM_018670	ENST00000300057	MESP1	MANE
NM_018672	ENST00000588877	ABCA5	biomart
NM_018674	ENST00000358078	ASIC4	MANE
NM_018675	ENST00000505365	ZNF302	biomart
NM_018682	ENST00000311117	KMT2E	biomart
NM_018684	ENST00000374839	ZC4H2	MANE
NM_018685	ENST00000265748	ANLN	MANE
NM_018686	ENST00000229329	CMAS	MANE
NM_018687	ENST00000252453	ANGPTL8	MANE
NM_018688	ENST00000276416	BIN3	MANE
NM_018689	ENST00000220244	CEMIP	biomart
NM_018690	ENST00000564831	APOBR	MANE
NM_018691	ENST00000351797	FAM114A2	MANE
NM_018694	ENST00000315580	ARL6IP4	MANE
NM_018695	ENST00000380943	ERBIN	biomart
NM_018696	ENST00000269466	ELAC1	MANE
NM_018697	ENST00000254770	LANCL2	MANE
NM_018698	ENST00000218004	NXT2	biomart
NM_018699	ENST00000264808	PRDM5	MANE
