gene	n_isoforms	n_pos_go	mean_go_corr	fsi	top_consistency	specialization_ratio	has_domain_loss	scenario
ENSG00000160877.7	4	6	1.0000	0.0000	1.0000	0.6413	True	S1
ENSG00000257923.12	11	5	0.9822	0.0178	0.8000	66.3752	True	S1
ENSG00000160993.4	3	2	-1.0000	2.0000	0.5000	0.0310	False	S2
ENSG00000161057.13	5	3	1.0000	0.0000	1.0000	0.0628	False	S1
ENSG00000161533.12	4	3	1.0000	0.0000	1.0000	0.0004	False	S1
ENSG00000173757.11	4	10	0.8765	0.1235	0.5000	0.3470	True	Mixed
ENSG00000161638.11	4	6	-0.0667	1.0667	0.6667	0.7113	True	S2
ENSG00000092841.19	4	2	0.8000	0.2000	1.0000	0.0013	False	S1
ENSG00000161813.23	3	3	-0.3333	1.3333	0.3333	0.0074	False	S2
ENSG00000239697.12	3	3	1.0000	0.0000	1.0000	2.8979	False	S1
ENSG00000161960.16	3	6	-0.2000	1.2000	0.3333	0.0046	False	S2
ENSG00000007392.17	7	3	0.2157	0.7843	0.6667	0.0267	False	S2
ENSG00000162066.16	9	2	-0.5000	1.5000	0.5000	0.0343	False	S2
ENSG00000162144.10	4	2	1.0000	0.0000	1.0000	0.0963	False	S1
ENSG00000162231.14	4	4	0.0000	1.0000	0.7500	0.1703	False	S2
ENSG00000162236.13	4	2	0.7778	0.2222	0.5000	0.5297	False	Mixed
ENSG00000162493.17	3	2	-1.0000	2.0000	0.5000	0.0007	False	S2
ENSG00000162889.11	3	6	1.0000	0.0000	1.0000	0.0347	True	S1
ENSG00000162909.18	4	4	0.4815	0.5185	0.7500	0.1232	False	Mixed
ENSG00000010072.16	3	3	1.0000	0.0000	1.0000	0.2241	False	S1
ENSG00000162961.14	3	3	1.0000	0.0000	1.0000	0.3859	False	S1
ENSG00000162980.17	3	2	1.0000	0.0000	1.0000	10636.5870	True	S1
ENSG00000163171.8	3	2	1.0000	0.0000	1.0000	0.0018	False	S1
ENSG00000163249.13	3	2	0.5000	0.5000	0.5000	1.8986	True	Mixed
ENSG00000163281.12	3	2	1.0000	0.0000	1.0000	0.0068	False	S1
ENSG00000152795.18	8	4	0.0542	0.9458	0.5000	0.0024	False	S2
ENSG00000163312.11	4	4	0.7333	0.2667	0.5000	4.8332	True	Mixed
ENSG00000163466.16	3	3	0.6667	0.3333	1.0000	0.7149	False	Mixed
ENSG00000163468.15	4	4	0.7000	0.3000	0.7500	3.7631	False	Mixed
ENSG00000163513.20	6	7	0.1092	0.8908	0.4286	0.0045	False	S2
ENSG00000163565.20	3	4	0.7500	0.2500	1.0000	0.0648	False	S1
ENSG00000163607.18	4	2	0.4000	0.6000	0.5000	1.6268	True	Mixed
ENSG00000163625.17	3	2	0.5000	0.5000	1.0000	0.0262	True	Mixed
ENSG00000163635.20	4	2	0.3333	0.6667	0.5000	0.0073	False	Mixed
ENSG00000163681.17	28	2	-0.3950	1.3950	0.5000	0.1253	True	S2
ENSG00000163682.17	3	3	1.0000	0.0000	1.0000	0.1566	False	S1
ENSG00000136068.16	4	6	1.0000	0.0000	1.0000	0.6884	True	S1
ENSG00000163697.18	3	2	-1.0000	2.0000	0.5000	0.0463	True	S2
ENSG00000163754.18	4	2	1.0000	0.0000	1.0000	7.2051	False	S1
ENSG00000163820.16	4	2	1.0000	0.0000	1.0000	0.7170	True	S1
ENSG00000082781.12	3	3	1.0000	0.0000	1.0000	0.7819	False	S1
ENSG00000163918.12	3	5	1.0000	0.0000	1.0000	0.0758	False	S1
ENSG00000163930.10	4	3	-0.3333	1.3333	0.6667	0.0010	False	S2
ENSG00000163947.12	3	2	1.0000	0.0000	1.0000	0.0009	False	S1
ENSG00000145349.20	22	9	0.3684	0.6316	0.4444	0.5837	True	Mixed
ENSG00000164077.15	3	2	-1.0000	2.0000	0.5000	1.1239	False	S2
ENSG00000164091.12	5	2	-1.0000	2.0000	0.5000	0.0001	False	S2
ENSG00000164104.12	3	8	-0.1250	1.1250	0.5000	0.0024	False	S2
ENSG00000164136.17	8	2	1.0000	0.0000	1.0000	2.9078	False	S1
ENSG00000109670.17	7	5	0.8269	0.1731	0.6000	2.7207	True	Mixed
ENSG00000164176.13	3	3	1.0000	0.0000	1.0000	0.0776	True	S1
ENSG00000164244.22	3	2	1.0000	0.0000	1.0000	0.0024	False	S1
ENSG00000113649.14	6	7	0.3061	0.6939	0.4286	0.0298	True	Mixed
ENSG00000131711.15	3	6	1.0000	0.0000	1.0000	0.2194	False	S1
ENSG00000164402.14	5	4	1.0000	0.0000	1.0000	3.2935	True	S1
ENSG00000181163.14	4	11	0.1927	0.8073	0.5455	0.1015	False	S2
ENSG00000164548.12	6	4	-0.1667	1.1667	0.5000	0.0373	True	S2
ENSG00000131503.21	11	3	0.5769	0.4231	0.6667	0.8141	True	Mixed
ENSG00000113013.16	11	6	0.6733	0.3267	0.5000	0.4360	False	Mixed
ENSG00000164692.19	3	4	0.0000	1.0000	0.7500	0.4922	True	S2
ENSG00000164754.16	3	3	1.0000	0.0000	1.0000	0.0370	False	S1
ENSG00000164934.15	3	3	-0.3333	1.3333	0.6667	0.0289	False	S2
ENSG00000187955.13	5	3	1.0000	0.0000	1.0000	2.9335	True	S1
ENSG00000165156.15	3	5	0.2000	0.8000	0.8000	0.5899	True	S2
ENSG00000165219.23	8	4	0.2278	0.7722	0.7500	0.0199	False	S2
ENSG00000165238.17	4	5	1.0000	0.0000	1.0000	5.4843	True	S1
ENSG00000165271.17	4	2	1.0000	0.0000	1.0000	5.0641	False	S1
ENSG00000165338.17	4	2	1.0000	0.0000	1.0000	542.7594	True	S1
ENSG00000165410.15	6	3	-0.3333	1.3333	0.6667	0.2928	False	S2
ENSG00000165494.12	4	2	0.2000	0.8000	0.5000	1.0930	False	S2
ENSG00000165516.11	3	2	1.0000	0.0000	1.0000	0.5660	False	S1
ENSG00000165752.17	3	5	1.0000	0.0000	1.0000	7.6582	False	S1
ENSG00000165819.12	3	3	1.0000	0.0000	1.0000	0.6607	False	S1
ENSG00000165912.16	5	4	1.0000	0.0000	1.0000	0.0122	True	S1
ENSG00000165916.9	3	4	1.0000	0.0000	1.0000	0.0067	False	S1
ENSG00000165917.10	3	2	-0.5000	1.5000	0.5000	0.0461	True	S2
ENSG00000188906.17	8	15	0.1995	0.8005	0.4000	0.4347	True	S2
ENSG00000102893.18	5	2	-0.0526	1.0526	0.5000	1.6661	False	S2
ENSG00000166140.17	3	2	-1.0000	2.0000	0.5000	0.0225	False	S2
ENSG00000055950.17	6	3	0.1373	0.8627	0.6667	0.2827	False	S2
ENSG00000166169.17	8	2	1.0000	0.0000	1.0000	0.0788	False	S1
ENSG00000166333.14	5	9	0.0347	0.9653	0.6667	0.0593	False	S2
ENSG00000166482.12	3	2	-0.5000	1.5000	0.5000	0.0344	False	S2
ENSG00000166483.12	4	5	-0.0667	1.0667	0.6000	0.0448	False	S2
ENSG00000166526.19	4	6	0.2889	0.7111	0.6667	0.0096	True	S2
ENSG00000166582.11	3	2	1.0000	0.0000	1.0000	0.2308	False	S1
ENSG00000166886.13	4	4	0.0000	1.0000	0.7500	0.0118	False	S2
ENSG00000166963.13	4	4	0.0000	1.0000	0.7500	0.4189	False	S2
ENSG00000166974.13	6	4	0.7500	0.2500	0.7500	6.7796	False	Mixed
ENSG00000159140.23	10	3	0.3178	0.6822	0.6667	1.2949	True	Mixed
ENSG00000167004.14	4	3	0.6667	0.3333	0.6667	0.0084	False	Mixed
ENSG00000051108.15	6	3	0.7714	0.2286	0.6667	0.6383	False	Mixed
ENSG00000159216.20	6	14	-0.0769	1.0769	0.5000	0.0008	False	S2
ENSG00000148356.15	4	3	1.0000	0.0000	1.0000	1.0417	True	S1
ENSG00000167202.12	6	2	1.0000	0.0000	1.0000	3.8353	True	S1
ENSG00000167323.13	11	3	-0.0725	1.0725	0.6667	0.1042	True	S2
ENSG00000167470.14	6	2	1.0000	0.0000	1.0000	0.0010	True	S1
ENSG00000109113.20	4	5	0.0667	0.9333	0.6000	0.0047	False	S2
ENSG00000167548.18	7	5	0.6400	0.3600	0.6000	0.3620	True	Mixed
ENSG00000167562.14	3	2	1.0000	0.0000	1.0000	0.4521	False	S1
ENSG00000018869.18	5	4	1.0000	0.0000	1.0000	2.3530	False	S1
ENSG00000141456.16	3	3	1.0000	0.0000	1.0000	0.0070	False	S1
ENSG00000167770.13	3	4	1.0000	0.0000	1.0000	0.4792	False	S1
ENSG00000205937.12	5	3	1.0000	0.0000	1.0000	0.0021	False	S1
ENSG00000167972.14	6	2	1.0000	0.0000	1.0000	0.2789	True	S1
ENSG00000167978.19	10	3	0.3867	0.6133	0.6667	1.7096	False	Mixed
ENSG00000167986.15	3	5	1.0000	0.0000	1.0000	0.1304	False	S1
ENSG00000168056.18	6	2	0.5294	0.4706	1.0000	0.0273	True	Mixed
ENSG00000100354.22	12	3	0.6667	0.3333	1.0000	0.3970	False	Mixed
ENSG00000114026.22	3	6	0.7333	0.2667	0.6667	0.0820	False	Mixed
ENSG00000150093.20	8	11	0.3941	0.6059	0.5455	0.0196	True	Mixed
ENSG00000168522.13	4	4	0.3704	0.6296	0.5000	0.0745	False	Mixed
ENSG00000114742.14	3	3	-0.3333	1.3333	0.6667	0.0344	False	S2
ENSG00000080503.25	22	8	0.2775	0.7225	0.2500	1.2033	True	S2
ENSG00000171444.19	4	2	-1.0000	2.0000	0.5000	0.0006	True	S2
ENSG00000169282.19	4	3	0.1111	0.8889	0.6667	0.0118	False	S2
ENSG00000130779.22	4	4	-0.2333	1.2333	0.2500	0.0032	False	S2
ENSG00000170473.17	3	2	0.5000	0.5000	0.5000	3.6771	False	Mixed
ENSG00000168297.16	5	5	0.0900	0.9100	0.6000	0.4582	True	S2
ENSG00000171105.14	4	9	-0.1111	1.1111	0.5556	0.0028	True	S2
ENSG00000108312.16	17	3	-0.3333	1.3333	0.3333	0.1878	True	S2
ENSG00000186184.20	3	3	1.0000	0.0000	1.0000	2.6050	False	S1
ENSG00000064490.14	3	4	1.0000	0.0000	1.0000	0.0325	False	S1
ENSG00000172071.15	3	8	0.7143	0.2857	0.5000	1.6263	True	Mixed
ENSG00000169228.14	4	4	0.0000	1.0000	0.7500	0.0360	True	S2
ENSG00000168936.12	4	2	1.0000	0.0000	1.0000	0.8610	False	S1
ENSG00000110422.12	3	5	1.0000	0.0000	1.0000	0.0006	False	S1
ENSG00000172379.22	6	9	0.0000	1.0000	0.6667	0.0016	True	S2
ENSG00000169057.26	6	8	-0.0714	1.0714	0.6250	0.0020	True	S2
ENSG00000180818.5	3	7	0.7143	0.2857	0.5714	3.2082	True	Mixed
ENSG00000140386.13	4	3	0.2593	0.7407	0.6667	0.2823	True	S2
ENSG00000168661.15	5	3	-0.3333	1.3333	0.6667	0.0029	True	S2
ENSG00000171735.21	3	4	1.0000	0.0000	1.0000	15.4374	True	S1
ENSG00000169604.21	3	4	1.0000	0.0000	1.0000	0.1670	False	S1
ENSG00000156239.12	7	2	1.0000	0.0000	1.0000	1.9416	False	S1
ENSG00000171453.20	6	3	1.0000	0.0000	1.0000	2.5151	False	S1
ENSG00000118960.13	4	2	1.0000	0.0000	1.0000	13.8116	True	S1
ENSG00000157985.20	4	5	1.0000	0.0000	1.0000	0.0258	True	S1
ENSG00000169567.13	5	3	1.0000	0.0000	1.0000	0.2309	False	S1
ENSG00000103942.13	3	2	0.5000	0.5000	0.5000	0.9654	True	Mixed
ENSG00000168101.15	3	3	-0.3333	1.3333	0.3333	0.3329	False	S2
ENSG00000171861.11	4	3	0.5556	0.4444	1.0000	0.9919	False	Mixed
ENSG00000169744.13	4	2	0.6000	0.4000	0.5000	1.5478	False	Mixed
ENSG00000005889.16	3	4	0.0000	1.0000	0.7500	0.5669	False	S2
ENSG00000169180.12	5	2	-1.0000	2.0000	0.5000	0.0065	True	S2
ENSG00000146223.16	5	3	1.0000	0.0000	1.0000	2.6660	False	S1
ENSG00000175556.18	3	3	0.6667	0.3333	1.0000	0.0644	True	Mixed
ENSG00000126522.17	4	3	-0.1852	1.1852	0.6667	0.5335	False	S2
ENSG00000188290.11	4	5	0.4667	0.5333	0.6000	2.7605	True	Mixed
ENSG00000196616.15	4	3	1.0000	0.0000	1.0000	0.0817	False	S1
ENSG00000163872.16	7	3	1.0000	0.0000	1.0000	0.3080	False	S1
ENSG00000170989.10	3	2	1.0000	0.0000	1.0000	0.0059	True	S1
ENSG00000247596.10	3	6	0.8333	0.1667	1.0000	0.6858	False	S1
ENSG00000171763.20	3	5	-0.2000	1.2000	0.6000	0.0019	False	S2
ENSG00000106638.18	3	3	-0.3333	1.3333	0.6667	0.0066	False	S2
ENSG00000148660.22	8	7	0.6576	0.3424	0.5714	0.3201	False	Mixed
ENSG00000187605.17	5	4	0.0000	1.0000	0.7500	0.0924	False	S2
ENSG00000196793.14	3	6	0.2333	0.7667	0.6667	0.0043	False	S2
ENSG00000123064.13	4	6	-0.2000	1.2000	0.5000	0.0000	True	S2
ENSG00000172046.21	7	2	0.8824	0.1176	1.0000	0.0981	False	S1
ENSG00000172171.11	3	3	-0.3333	1.3333	0.6667	0.1388	False	S2
ENSG00000172053.18	4	3	1.0000	0.0000	1.0000	0.0000	False	S1
ENSG00000168874.14	11	6	-0.2000	1.2000	0.5000	0.0065	True	S2
ENSG00000168487.20	3	4	0.0000	1.0000	0.7500	0.2130	True	S2
ENSG00000171634.19	7	2	0.0741	0.9259	1.0000	0.0044	True	S2
ENSG00000095637.23	6	2	-0.6000	1.6000	0.5000	0.1174	False	S2
ENSG00000050628.21	5	2	0.6842	0.3158	0.5000	0.0051	False	Mixed
ENSG00000141564.16	3	6	1.0000	0.0000	1.0000	0.6525	False	S1
ENSG00000172239.14	3	2	-1.0000	2.0000	0.5000	0.2061	False	S2
ENSG00000169738.8	4	2	0.8000	0.2000	0.5000	0.3026	True	Mixed
ENSG00000171574.19	4	2	1.0000	0.0000	1.0000	15.7699	True	S1
ENSG00000145216.17	15	2	0.7536	0.2464	0.5000	0.0361	False	Mixed
ENSG00000172262.12	6	5	0.0400	0.9600	0.6000	0.2537	True	S2
ENSG00000170185.12	7	2	1.0000	0.0000	1.0000	0.2260	True	S1
ENSG00000170234.13	3	3	0.6667	0.3333	1.0000	0.0471	True	Mixed
ENSG00000169032.11	4	9	0.6333	0.3667	0.7778	0.0350	False	Mixed
ENSG00000172403.11	4	2	-0.7778	1.7778	0.5000	0.5697	True	S2
ENSG00000138592.14	7	3	0.3148	0.6852	0.6667	0.5070	True	Mixed
ENSG00000169016.17	6	9	0.5222	0.4778	0.6667	0.1594	False	Mixed
ENSG00000168517.11	6	2	0.0323	0.9677	0.5000	0.0343	False	S2
ENSG00000197008.10	4	3	0.4667	0.5333	1.0000	0.4586	True	Mixed
ENSG00000189180.16	9	3	0.8095	0.1905	0.6667	10.7297	True	Mixed
ENSG00000152782.19	4	2	0.3333	0.6667	0.5000	0.4979	False	Mixed
ENSG00000168172.9	4	3	1.0000	0.0000	1.0000	0.0320	True	S1
ENSG00000172366.20	3	3	0.6667	0.3333	1.0000	0.1802	False	Mixed
ENSG00000166377.21	6	3	0.6364	0.3636	0.6667	23.8619	True	Mixed
ENSG00000171552.14	17	3	-0.3333	1.3333	0.6667	0.0082	True	S2
ENSG00000078403.17	6	3	-0.3333	1.3333	0.6667	0.1323	True	S2
ENSG00000171503.13	10	2	0.4323	0.5677	1.0000	0.0379	False	Mixed
ENSG00000169249.14	4	5	0.5800	0.4200	0.6000	0.9193	True	Mixed
ENSG00000172493.23	6	2	1.0000	0.0000	1.0000	2.9228	False	S1
ENSG00000173559.15	3	3	1.0000	0.0000	1.0000	0.6031	False	S1
ENSG00000174748.22	6	4	-0.3333	1.3333	0.5000	0.0026	False	S2
ENSG00000135077.10	3	2	-1.0000	2.0000	0.5000	0.0035	True	S2
ENSG00000143384.14	5	2	0.3684	0.6316	0.5000	0.0641	True	Mixed
ENSG00000217128.13	4	2	-0.4000	1.4000	0.5000	0.9353	False	S2
ENSG00000137166.18	6	6	1.0000	0.0000	1.0000	0.0118	True	S1
ENSG00000175309.15	3	2	1.0000	0.0000	1.0000	3.4542	False	S1
ENSG00000172757.13	6	4	0.5000	0.5000	0.7500	0.3245	True	Mixed
ENSG00000174099.12	6	2	1.0000	0.0000	1.0000	4.0950	False	S1
ENSG00000090686.16	3	2	-0.5000	1.5000	0.5000	0.2343	True	S2
ENSG00000172716.17	3	3	1.0000	0.0000	1.0000	0.8533	False	S1
ENSG00000131471.7	3	4	0.6667	0.3333	0.5000	1.7563	False	Mixed
ENSG00000138138.14	5	2	1.0000	0.0000	1.0000	2.2968	True	S1
ENSG00000048649.14	6	3	0.7980	0.2020	1.0000	0.5366	True	S1
ENSG00000174437.18	8	6	-0.0189	1.0189	0.5000	0.5783	True	S2
ENSG00000173692.14	7	2	0.7037	0.2963	0.5000	0.2927	False	Mixed
ENSG00000177646.20	3	2	-0.5000	1.5000	0.5000	0.0009	False	S2
ENSG00000084093.19	10	10	1.0000	0.0000	1.0000	1.5882	True	S1
ENSG00000174306.22	9	6	1.0000	0.0000	1.0000	0.6213	False	S1
ENSG00000141994.16	4	3	-0.3333	1.3333	0.6667	0.6129	False	S2
ENSG00000310517.1	15	3	0.4881	0.5119	1.0000	2.9948	False	Mixed
ENSG00000106853.20	3	2	-1.0000	2.0000	0.5000	0.1036	False	S2
ENSG00000175354.20	4	3	1.0000	0.0000	1.0000	0.0313	False	S1
ENSG00000147679.12	3	2	0.5000	0.5000	1.0000	2.3406	False	Mixed
ENSG00000135968.22	7	3	0.3333	0.6667	0.3333	0.3666	False	Mixed
ENSG00000173210.21	9	3	0.4444	0.5556	0.6667	1.7060	True	Mixed
ENSG00000126456.16	4	13	0.4986	0.5014	0.6923	0.0215	False	Mixed
ENSG00000174989.14	3	2	-0.5000	1.5000	0.5000	0.2984	False	S2
ENSG00000122729.19	3	2	1.0000	0.0000	1.0000	0.6355	False	S1
ENSG00000003402.21	15	2	0.6308	0.3692	0.5000	0.2077	True	Mixed
ENSG00000172845.18	4	11	0.1273	0.8727	0.7273	0.3017	True	S2
ENSG00000173933.21	7	5	0.3500	0.6500	0.6000	0.0582	True	Mixed
ENSG00000087191.14	4	5	-0.2000	1.2000	0.4000	0.0187	False	S2
ENSG00000023330.15	4	2	-1.0000	2.0000	0.5000	0.0010	False	S2
ENSG00000172534.14	3	7	0.4286	0.5714	0.8571	0.2351	False	Mixed
ENSG00000146834.16	3	2	-1.0000	2.0000	0.5000	0.1362	False	S2
ENSG00000149187.19	11	4	0.0000	1.0000	0.5000	0.7053	True	S2
ENSG00000155849.16	4	2	1.0000	0.0000	1.0000	0.2175	False	S1
ENSG00000151694.15	3	2	-1.0000	2.0000	0.5000	0.0983	False	S2
ENSG00000173276.14	5	4	0.0000	1.0000	0.7500	0.0697	True	S2
ENSG00000174059.17	3	2	-1.0000	2.0000	0.5000	0.0239	False	S2
ENSG00000169682.18	3	2	-1.0000	2.0000	0.5000	1.5928	False	S2
ENSG00000110514.20	17	2	-0.8338	1.8338	0.5000	0.0113	True	S2
ENSG00000135821.20	8	3	1.0000	0.0000	1.0000	2.0491	False	S1
ENSG00000074219.14	3	6	1.0000	0.0000	1.0000	0.1135	False	S1
ENSG00000102786.15	6	3	0.2727	0.7273	0.6667	1.4057	False	S2
ENSG00000101040.20	7	5	0.2800	0.7200	0.4000	0.0642	False	S2
ENSG00000113552.16	4	2	-0.3333	1.3333	0.5000	0.0093	False	S2
ENSG00000165322.18	5	2	-0.9000	1.9000	0.5000	0.2892	True	S2
ENSG00000130349.10	4	2	-1.0000	2.0000	0.5000	0.0041	False	S2
ENSG00000174903.16	3	4	1.0000	0.0000	1.0000	0.7601	False	S1
ENSG00000137309.21	4	9	1.0000	0.0000	1.0000	4.5932	False	S1
ENSG00000167526.15	4	3	1.0000	0.0000	1.0000	3.4360	False	S1
ENSG00000083799.18	7	4	0.2453	0.7547	0.5000	0.6988	True	S2
ENSG00000103264.18	6	2	1.0000	0.0000	1.0000	1.2465	False	S1
ENSG00000078328.23	7	4	0.4524	0.5476	0.5000	1.3498	True	Mixed
ENSG00000172939.9	4	9	-0.1111	1.1111	0.5556	0.0191	False	S2
ENSG00000136003.16	5	4	-0.1250	1.1250	0.7500	0.1995	False	S2
ENSG00000175595.16	6	4	-0.0101	1.0101	0.2500	0.0574	False	S2
ENSG00000107815.10	3	5	0.3500	0.6500	0.8000	0.2979	False	Mixed
ENSG00000055483.20	8	3	-0.3333	1.3333	0.6667	0.2077	True	S2
ENSG00000164587.13	3	3	1.0000	0.0000	1.0000	0.0726	False	S1
ENSG00000005302.19	7	2	1.0000	0.0000	1.0000	0.2320	False	S1
ENSG00000143409.18	3	2	1.0000	0.0000	1.0000	0.1567	False	S1
ENSG00000152556.17	9	3	0.8079	0.1921	0.6667	3.0910	False	Mixed
ENSG00000072195.15	8	5	0.9314	0.0686	0.8000	4.9667	True	S1
ENSG00000151914.22	13	6	0.2670	0.7330	0.3333	0.7096	True	S2
ENSG00000113648.17	7	8	0.7817	0.2183	0.6250	8.3266	True	Mixed
ENSG00000174738.14	4	9	0.0741	0.9259	0.4444	0.1754	True	S2
ENSG00000175592.9	3	7	0.7619	0.2381	1.0000	0.8798	True	S1
ENSG00000175634.15	3	4	0.0000	1.0000	0.7500	0.3328	False	S2
ENSG00000087586.18	6	7	0.3825	0.6175	0.7143	0.0023	False	Mixed
ENSG00000066422.7	4	2	0.3333	0.6667	0.5000	0.1701	True	Mixed
ENSG00000172531.16	4	3	0.0667	0.9333	0.6667	0.0612	False	S2
ENSG00000186318.18	3	2	1.0000	0.0000	1.0000	0.2515	False	S1
ENSG00000178685.14	3	3	-0.3333	1.3333	0.6667	0.3703	True	S2
ENSG00000131115.16	3	2	1.0000	0.0000	1.0000	0.1248	True	S1
ENSG00000115875.19	6	6	1.0000	0.0000	1.0000	2.3495	True	S1
ENSG00000009950.16	6	11	0.8909	0.1091	0.5455	3.1794	True	Mixed
ENSG00000178104.22	14	3	0.3023	0.6977	0.3333	0.2961	True	Mixed
ENSG00000144591.20	4	2	1.0000	0.0000	1.0000	0.0002	False	S1
ENSG00000116584.22	5	5	0.5200	0.4800	0.6000	1.3194	True	Mixed
ENSG00000166444.19	3	2	1.0000	0.0000	1.0000	0.9038	False	S1
ENSG00000010361.14	4	2	0.4000	0.6000	1.0000	0.3129	False	Mixed
ENSG00000159200.18	5	3	-0.3333	1.3333	0.3333	0.8373	False	S2
ENSG00000138668.20	3	6	0.4333	0.5667	0.8333	0.0065	False	Mixed
ENSG00000141551.15	8	6	1.0000	0.0000	1.0000	2.1267	True	S1
ENSG00000170581.15	3	6	0.2333	0.7667	0.6667	0.7643	True	S2
ENSG00000253729.9	3	9	0.0000	1.0000	0.4444	0.2059	True	S2
ENSG00000111077.18	6	2	0.1176	0.8824	0.5000	0.0125	False	S2
ENSG00000087269.16	4	2	1.0000	0.0000	1.0000	0.0795	False	S1
ENSG00000177674.16	4	2	1.0000	0.0000	1.0000	0.2872	False	S1
ENSG00000147130.14	5	3	-0.3333	1.3333	0.3333	0.2398	False	S2
ENSG00000187098.18	5	9	0.3972	0.6028	0.7778	0.0164	False	Mixed
ENSG00000047315.17	3	4	0.0000	1.0000	0.7500	0.1228	False	S2
ENSG00000196352.18	4	2	-0.8000	1.8000	0.5000	0.2353	False	S2
ENSG00000095370.20	3	2	-1.0000	2.0000	0.5000	0.4237	True	S2
ENSG00000110497.15	8	3	0.5556	0.4444	1.0000	0.0705	True	Mixed
ENSG00000164306.11	4	3	-0.3333	1.3333	0.6667	0.1920	False	S2
ENSG00000145901.17	8	2	-0.2658	1.2658	0.5000	0.0029	False	S2
ENSG00000146063.20	5	4	0.9167	0.0833	0.5000	0.7325	True	Mixed
ENSG00000020181.18	4	3	1.0000	0.0000	1.0000	0.1286	True	S1
ENSG00000080802.21	7	6	-0.0881	1.0881	0.3333	0.1981	False	S2
ENSG00000070831.18	7	7	0.0476	0.9524	0.7143	0.0003	True	S2
ENSG00000182196.14	7	2	-0.4643	1.4643	0.5000	1.2754	False	S2
ENSG00000146701.12	3	4	0.2500	0.7500	0.7500	0.0163	False	S2
ENSG00000134318.16	4	8	0.6667	0.3333	0.8750	1.3013	True	Mixed
ENSG00000178028.14	5	3	0.7778	0.2222	1.0000	0.4859	False	S1
ENSG00000129682.16	8	4	-0.0286	1.0286	0.5000	0.0843	False	S2
ENSG00000060237.19	11	6	0.3662	0.6338	0.5000	1.0010	False	Mixed
ENSG00000141499.18	3	6	0.3333	0.6667	0.8333	0.0014	False	Mixed
ENSG00000107929.16	3	3	1.0000	0.0000	1.0000	4.7472	False	S1
ENSG00000065485.20	3	2	1.0000	0.0000	1.0000	0.0010	False	S1
ENSG00000105552.15	5	2	-0.5789	1.5789	0.5000	0.0082	False	S2
ENSG00000197362.15	4	2	1.0000	0.0000	1.0000	5.8856	True	S1
ENSG00000113240.14	5	6	0.0963	0.9037	0.5000	0.0290	False	S2
ENSG00000110693.19	4	7	0.5333	0.4667	0.4286	1.4282	True	Mixed
ENSG00000120885.22	5	7	1.0000	0.0000	1.0000	2.5149	False	S1
ENSG00000160062.15	3	6	0.3333	0.6667	0.8333	0.0099	False	Mixed
ENSG00000197302.11	4	3	1.0000	0.0000	1.0000	2.0370	True	S1
ENSG00000144061.14	11	2	-0.9878	1.9878	0.5000	0.2584	True	S2
ENSG00000125779.24	9	2	-0.6216	1.6216	0.5000	0.0716	False	S2
ENSG00000115694.15	11	6	0.3333	0.6667	0.8333	0.0071	True	Mixed
ENSG00000197062.12	5	4	0.0000	1.0000	0.7500	0.1579	True	S2
ENSG00000166147.16	4	8	0.8810	0.1190	0.6250	1.2020	True	Mixed
ENSG00000162927.15	4	2	-1.0000	2.0000	0.5000	0.5938	False	S2
ENSG00000105053.11	5	4	-0.3333	1.3333	0.5000	0.1081	False	S2
ENSG00000092068.21	10	3	0.3671	0.6329	0.3333	3.1293	False	Mixed
ENSG00000174996.12	3	2	1.0000	0.0000	1.0000	0.0026	False	S1
ENSG00000125107.19	4	4	0.5556	0.4444	0.5000	0.1460	False	Mixed
ENSG00000188321.14	3	3	-0.3333	1.3333	0.6667	0.0504	True	S2
ENSG00000179094.17	10	5	0.1963	0.8037	0.4000	0.1744	True	S2
ENSG00000177045.11	3	6	1.0000	0.0000	1.0000	1.5459	True	S1
ENSG00000115310.19	4	6	0.5333	0.4667	0.5000	0.4023	False	Mixed
ENSG00000176014.13	4	3	-0.3333	1.3333	0.6667	0.0071	True	S2
ENSG00000089250.20	8	4	-0.3333	1.3333	0.5000	0.0003	True	S2
ENSG00000138029.14	3	3	0.6667	0.3333	1.0000	0.0168	False	Mixed
ENSG00000147526.20	9	2	-0.2308	1.2308	0.5000	0.2123	False	S2
ENSG00000166025.18	8	2	1.0000	0.0000	1.0000	0.0031	False	S1
ENSG00000108469.15	3	5	1.0000	0.0000	1.0000	1.1859	True	S1
ENSG00000163110.15	12	2	0.5071	0.4929	1.0000	2.2488	True	Mixed
ENSG00000002834.19	5	3	-0.3333	1.3333	0.6667	0.0336	True	S2
ENSG00000137070.19	8	2	-1.0000	2.0000	0.5000	0.0249	False	S2
ENSG00000177889.10	3	4	1.0000	0.0000	1.0000	0.1364	True	S1
ENSG00000137106.18	3	2	0.5000	0.5000	0.5000	0.0913	False	Mixed
ENSG00000112183.15	5	3	-0.2000	1.2000	0.6667	2.4453	True	S2
ENSG00000143365.20	7	9	-0.0881	1.0881	0.3333	0.0927	True	S2
ENSG00000186260.17	4	3	0.2000	0.8000	0.6667	0.3402	True	S2
ENSG00000174483.20	5	3	1.0000	0.0000	1.0000	0.0595	False	S1
ENSG00000163126.15	6	2	-0.6471	1.6471	0.5000	0.0398	True	S2
